OBJECTID,COUNTYFP10,GEOID10,GeoName,FIPS,County,ZIP,TotalPop,Pop12Up,TotalVax,PctVax12Up,SVI,UpdateDTS
852,001,37001021101,"Census Tract 211.01, Alamance County, North Carolina",37001021101,Alamance,27253,2718,2308,1504,55.3348050036792,0.6747,202111301931
875,001,37001020602,"Census Tract 206.02, Alamance County, North Carolina",37001020602,Alamance,27215,2638,2358,1675,63.4950720242608,0.3457,202111301931
876,001,37001021701,"Census Tract 217.01, Alamance County, North Carolina",37001021701,Alamance,27215,3432,3208,2351,68.502331002331,0.218,202111301931
877,001,37001021207,"Census Tract 212.07, Alamance County, North Carolina",37001021207,Alamance,27302,3476,2822,1747,50.258918296893,0.5576,202111301931
892,001,37001020400,"Census Tract 204, Alamance County, North Carolina",37001020400,Alamance,27217,6746,5265,3094,45.8642158316039,0.9607,202111301931
893,001,37001021300,"Census Tract 213, Alamance County, North Carolina",37001021300,Alamance,27217,6018,5345,3145,52.2598870056497,0.4489,202111301931
931,001,37001020300,"Census Tract 203, Alamance County, North Carolina",37001020300,Alamance,27217,7400,6147,4044,54.6486486486486,0.9773,202111301931
934,001,37001020901,"Census Tract 209.01, Alamance County, North Carolina",37001020901,Alamance,27215,3406,2759,2000,58.7199060481503,0.6719,202111301931
935,001,37001020502,"Census Tract 205.02, Alamance County, North Carolina",37001020502,Alamance,27217,4012,3262,1918,47.8065802592223,0.9579,202111301931
936,001,37001020701,"Census Tract 207.01, Alamance County, North Carolina",37001020701,Alamance,27215,4973,4506,2932,58.9583752262216,0.4993,202111301931
954,001,37001021500,"Census Tract 215, Alamance County, North Carolina",37001021500,Alamance,27202,4760,4056,2016,42.3529411764706,0.4109,202111301931
955,001,37001020501,"Census Tract 205.01, Alamance County, North Carolina",37001020501,Alamance,27215,3819,3178,2001,52.3959151610369,0.6127,202111301931
957,001,37001021102,"Census Tract 211.02, Alamance County, North Carolina",37001021102,Alamance,27253,3369,2757,1604,47.6105669338083,0.77,202111301931
969,001,37001021400,"Census Tract 214, Alamance County, North Carolina",37001021400,Alamance,27217,2748,2423,1311,47.707423580786,0.4618,202111301931
970,001,37001021000,"Census Tract 210, Alamance County, North Carolina",37001021000,Alamance,27217,3999,3227,1829,45.7364341085271,0.9783,202111301931
1058,001,37001021204,"Census Tract 212.04, Alamance County, North Carolina",37001021204,Alamance,27253,4976,4167,2414,48.5128617363344,0.3406,202111301931
1059,001,37001021201,"Census Tract 212.01, Alamance County, North Carolina",37001021201,Alamance,27217,5565,4610,2419,43.4681042228212,0.82,202111301931
1060,001,37001020200,"Census Tract 202, Alamance County, North Carolina",37001020200,Alamance,27217,4093,3351,1916,46.8116296115319,0.9324,202111301931
1064,001,37001021703,"Census Tract 217.03, Alamance County, North Carolina",37001021703,Alamance,27215,6408,5530,3842,59.956304619226,0.3466,202111301931
1065,001,37001020601,"Census Tract 206.01, Alamance County, North Carolina",37001020601,Alamance,27215,3113,2722,2466,79.2161901702538,0.0227,202111301931
1066,001,37001021702,"Census Tract 217.02, Alamance County, North Carolina",37001021702,Alamance,27215,6911,6459,2800,40.5151208218782,0.2517,202111301931
1072,001,37001020902,"Census Tract 209.02, Alamance County, North Carolina",37001020902,Alamance,27215,3459,3059,2261,65.3657126337092,0.5035,202111301931
1073,001,37001021901,"Census Tract 219.01, Alamance County, North Carolina",37001021901,Alamance,27215,4819,4263,1933,40.1120564432455,0.1596,202111301931
1074,001,37001021803,"Census Tract 218.03, Alamance County, North Carolina",37001021803,Alamance,27298,3246,2882,1168,35.9827479975354,0.2073,202111301931
1075,001,37001021205,"Census Tract 212.05, Alamance County, North Carolina",37001021205,Alamance,27302,6830,5850,3404,49.8389458272328,0.4382,202111301931
1076,001,37001021902,"Census Tract 219.02, Alamance County, North Carolina",37001021902,Alamance,27253,4139,3628,2083,50.326165740517,0.1624,202111301931
1160,001,37001021600,"Census Tract 216, Alamance County, North Carolina",37001021600,Alamance,27217,7553,6714,3428,45.385939361843,0.4887,202111301931
1161,001,37001020100,"Census Tract 201, Alamance County, North Carolina",37001020100,Alamance,27215,4058,3380,2381,58.6742237555446,0.7038,202111301931
1163,001,37001020802,"Census Tract 208.02, Alamance County, North Carolina",37001020802,Alamance,27215,5915,5065,2683,45.3592561284869,0.9329,202111301931
1168,001,37001020702,"Census Tract 207.02, Alamance County, North Carolina",37001020702,Alamance,27215,4941,4372,2191,44.3432503541793,0.6964,202111301931
1169,001,37001022001,"Census Tract 220.01, Alamance County, North Carolina",37001022001,Alamance,27253,4044,3449,1801,44.5351137487636,0.3966,202111301931
1170,001,37001022002,"Census Tract 220.02, Alamance County, North Carolina",37001022002,Alamance,27253,4449,3832,2200,49.449314452686,0.5414,202111301931
1171,001,37001021206,"Census Tract 212.06, Alamance County, North Carolina",37001021206,Alamance,27258,5029,4073,2577,51.2427918075164,0.5609,202111301931
1214,001,37001021801,"Census Tract 218.01, Alamance County, North Carolina",37001021801,Alamance,27201,4858,4278,1984,40.8398517908604,0.155,202111301931
1253,001,37001021802,"Census Tract 218.02, Alamance County, North Carolina",37001021802,Alamance,27215,3743,3184,1469,39.2465936414641,0.2041,202111301931
1287,001,37001020801,"Census Tract 208.01, Alamance County, North Carolina",37001020801,Alamance,27215,1661,1403,818,49.2474413004214,0.4845,202111301931
1934,003,37003040500,"Census Tract 405, Alexander County, North Carolina",37003040500,Alexander,28636,7016,6071,2298,32.7537058152794,0.6701,202111301931
1938,003,37003040100,"Census Tract 401, Alexander County, North Carolina",37003040100,Alexander,28625,3167,2795,1098,34.670034733186,0.3142,202111301931
1991,003,37003040400,"Census Tract 404, Alexander County, North Carolina",37003040400,Alexander,28636,6761,5674,2778,41.088596361485,0.8973,202111301931
1992,003,37003040700,"Census Tract 407, Alexander County, North Carolina",37003040700,Alexander,28601,6823,5900,3296,48.3071962479848,0.2827,202111301931
1993,003,37003040600,"Census Tract 406, Alexander County, North Carolina",37003040600,Alexander,28681,6372,5805,2678,42.0276208411802,0.4419,202111301931
2122,003,37003040200,"Census Tract 402, Alexander County, North Carolina",37003040200,Alexander,28654,3910,3356,1582,40.460358056266,0.2638,202111301931
2170,003,37003040300,"Census Tract 403, Alexander County, North Carolina",37003040300,Alexander,28630,3164,2717,1311,41.4348925410872,0.5882,202111301931
1409,005,37005950300,"Census Tract 9503, Alleghany County, North Carolina",37005950300,Alleghany,28631,3180,2855,1205,37.8930817610063,0.4563,202111301931
1510,005,37005950200,"Census Tract 9502, Alleghany County, North Carolina",37005950200,Alleghany,28675,3711,3287,1517,40.878469415252,0.8709,202111301931
1752,005,37005950100,"Census Tract 9501, Alleghany County, North Carolina",37005950100,Alleghany,28623,4117,3729,1762,42.7981539956279,0.572,202111301931
894,007,37007920300,"Census Tract 9203, Anson County, North Carolina",37007920300,Anson,28103,7496,6702,2763,36.8596584845251,0.7066,202111301931
945,007,37007920500,"Census Tract 9205, Anson County, North Carolina",37007920500,Anson,28135,5566,4936,2557,45.9396334890406,0.8001,202111301931
1175,007,37007920400,"Census Tract 9204, Anson County, North Carolina",37007920400,Anson,28135,3175,2539,1034,32.5669291338583,0.8325,202111301931
1215,007,37007920100,"Census Tract 9201, Anson County, North Carolina",37007920100,Anson,28091,3031,2658,1182,38.9970306829429,0.5382,202111301931
