OBJECTID,COUNTYFP10,GEOID10,GeoName,FIPS,County,ZIP,TotalPop,Pop12Up,TotalVax,PctVax12Up,SVI,UpdateDTS
852,001,37001021101,"Census Tract 211.01, Alamance County, North Carolina",37001021101,Alamance,27253,2718,2308,906,39.2547660311958,0.6747,202105181931
875,001,37001020602,"Census Tract 206.02, Alamance County, North Carolina",37001020602,Alamance,27215,2638,2358,1287,54.5801526717557,0.3457,202105181931
876,001,37001021701,"Census Tract 217.01, Alamance County, North Carolina",37001021701,Alamance,27215,3432,3208,1931,60.1932668329177,0.218,202105181931
877,001,37001021207,"Census Tract 212.07, Alamance County, North Carolina",37001021207,Alamance,27302,3476,2822,1236,43.7987243090007,0.5576,202105181931
892,001,37001020400,"Census Tract 204, Alamance County, North Carolina",37001020400,Alamance,27217,6746,5265,1757,33.3713200379867,0.9607,202105181931
893,001,37001021300,"Census Tract 213, Alamance County, North Carolina",37001021300,Alamance,27217,6018,5345,2127,39.7942001870907,0.4489,202105181931
931,001,37001020300,"Census Tract 203, Alamance County, North Carolina",37001020300,Alamance,27217,7400,6147,2432,39.5640149666504,0.9773,202105181931
934,001,37001020901,"Census Tract 209.01, Alamance County, North Carolina",37001020901,Alamance,27215,3406,2759,1342,48.6408118883653,0.6719,202105181931
935,001,37001020502,"Census Tract 205.02, Alamance County, North Carolina",37001020502,Alamance,27217,4012,3262,1054,32.3114653586757,0.9579,202105181931
936,001,37001020701,"Census Tract 207.01, Alamance County, North Carolina",37001020701,Alamance,27215,4973,4506,2131,47.2924988903684,0.4993,202105181931
954,001,37001021500,"Census Tract 215, Alamance County, North Carolina",37001021500,Alamance,27202,4760,4056,1384,34.1222879684418,0.4109,202105181931
955,001,37001020501,"Census Tract 205.01, Alamance County, North Carolina",37001020501,Alamance,27215,3819,3178,1364,42.9200755191945,0.6127,202105181931
957,001,37001021102,"Census Tract 211.02, Alamance County, North Carolina",37001021102,Alamance,27253,3369,2757,1065,38.6289445048966,0.77,202105181931
969,001,37001021400,"Census Tract 214, Alamance County, North Carolina",37001021400,Alamance,27217,2748,2423,940,38.7948823772183,0.4618,202105181931
970,001,37001021000,"Census Tract 210, Alamance County, North Carolina",37001021000,Alamance,27217,3999,3227,1028,31.8562132011156,0.9783,202105181931
1058,001,37001021204,"Census Tract 212.04, Alamance County, North Carolina",37001021204,Alamance,27253,4976,4167,1655,39.7168226541877,0.3406,202105181931
1059,001,37001021201,"Census Tract 212.01, Alamance County, North Carolina",37001021201,Alamance,27217,5565,4610,1372,29.7613882863341,0.82,202105181931
1060,001,37001020200,"Census Tract 202, Alamance County, North Carolina",37001020200,Alamance,27217,4093,3351,1139,33.9898537749925,0.9324,202105181931
1064,001,37001021703,"Census Tract 217.03, Alamance County, North Carolina",37001021703,Alamance,27215,6408,5530,2707,48.9511754068716,0.3466,202105181931
1065,001,37001020601,"Census Tract 206.01, Alamance County, North Carolina",37001020601,Alamance,27215,3113,2722,1881,69.1036002939016,0.0227,202105181931
1066,001,37001021702,"Census Tract 217.02, Alamance County, North Carolina",37001021702,Alamance,27215,6911,6459,2341,36.2440006192909,0.2517,202105181931
1072,001,37001020902,"Census Tract 209.02, Alamance County, North Carolina",37001020902,Alamance,27215,3459,3059,1627,53.1873161163779,0.5035,202105181931
