OBJECTID,COUNTYFP10,GEOID10,GeoName,FIPS,County,ZIP,TotalPop,TotalVax,SVI,Pop5Up,PctVax5Up,UpdateDTS
852,001,37001021101,"Census Tract 211.01, Alamance County, North Carolina",37001021101,Alamance,27253,2718,1524,0.6747,2588,58.887171561051,202201211821
875,001,37001020602,"Census Tract 206.02, Alamance County, North Carolina",37001020602,Alamance,27215,2638,1680,0.3457,2624,64.0243902439024,202201211821
876,001,37001021701,"Census Tract 217.01, Alamance County, North Carolina",37001021701,Alamance,27215,3432,2360,0.218,3382,69.7811945594323,202201211821
877,001,37001021207,"Census Tract 212.07, Alamance County, North Carolina",37001021207,Alamance,27302,3476,1750,0.5576,3384,51.7139479905437,202201211821
892,001,37001020400,"Census Tract 204, Alamance County, North Carolina",37001020400,Alamance,27217,6746,3128,0.9607,6143,50.9197460524174,202201211821
893,001,37001021300,"Census Tract 213, Alamance County, North Carolina",37001021300,Alamance,27217,6018,3190,0.4489,5748,55.4975643702157,202201211821
931,001,37001020300,"Census Tract 203, Alamance County, North Carolina",37001020300,Alamance,27217,7400,4150,0.9773,6860,60.4956268221574,202201211821
934,001,37001020901,"Census Tract 209.01, Alamance County, North Carolina",37001020901,Alamance,27215,3406,2007,0.6719,3080,65.1623376623377,202201211821
935,001,37001020502,"Census Tract 205.02, Alamance County, North Carolina",37001020502,Alamance,27217,4012,1958,0.9579,3618,54.1182974018795,202201211821
936,001,37001020701,"Census Tract 207.01, Alamance County, North Carolina",37001020701,Alamance,27215,4973,2955,0.4993,4869,60.6900800985829,202201211821
954,001,37001021500,"Census Tract 215, Alamance County, North Carolina",37001021500,Alamance,27202,4760,2041,0.4109,4448,45.8857913669065,202201211821
955,001,37001020501,"Census Tract 205.01, Alamance County, North Carolina",37001020501,Alamance,27215,3819,2016,0.6127,3609,55.860349127182,202201211821
957,001,37001021102,"Census Tract 211.02, Alamance County, North Carolina",37001021102,Alamance,27253,3369,1614,0.77,3056,52.8141361256545,202201211821
969,001,37001021400,"Census Tract 214, Alamance County, North Carolina",37001021400,Alamance,27217,2748,1307,0.4618,2619,49.9045437189767,202201211821
970,001,37001021000,"Census Tract 210, Alamance County, North Carolina",37001021000,Alamance,27217,3999,1856,0.9783,3697,50.2028671896132,202201211821
1058,001,37001021204,"Census Tract 212.04, Alamance County, North Carolina",37001021204,Alamance,27253,4976,2436,0.3406,4606,52.887537993921,202201211821
1059,001,37001021201,"Census Tract 212.01, Alamance County, North Carolina",37001021201,Alamance,27217,5565,2463,0.82,5097,48.3225426721601,202201211821
1060,001,37001020200,"Census Tract 202, Alamance County, North Carolina",37001020200,Alamance,27217,4093,1937,0.9324,3801,50.9602736122073,202201211821
1064,001,37001021703,"Census Tract 217.03, Alamance County, North Carolina",37001021703,Alamance,27215,6408,3902,0.3466,5973,65.3273062112841,202201211821
1065,001,37001020601,"Census Tract 206.01, Alamance County, North Carolina",37001020601,Alamance,27215,3113,2481,0.0227,2959,83.8458938830686,202201211821
