OBJECTID,COUNTYFP10,GEOID10,GeoName,FIPS,County,ZIP,TotalPop,TotalVax,SVI,Pop5Up,PctVax5Up,UpdateDTS
852,001,37001021101,"Census Tract 211.01, Alamance County, North Carolina",37001021101,Alamance,27253,2718,2321,0.6747,2588,89.6831530139104,202206301832
875,001,37001020602,"Census Tract 206.02, Alamance County, North Carolina",37001020602,Alamance,27215,2638,2328,0.3457,2624,88.719512195122,202206301832
876,001,37001021701,"Census Tract 217.01, Alamance County, North Carolina",37001021701,Alamance,27215,3432,3641,0.218,3382,107.65819041987,202206301832
877,001,37001021207,"Census Tract 212.07, Alamance County, North Carolina",37001021207,Alamance,27302,3476,2559,0.5576,3384,75.6205673758865,202206301832
892,001,37001020400,"Census Tract 204, Alamance County, North Carolina",37001020400,Alamance,27217,6746,4528,0.9607,6143,73.7099137229367,202206301832
893,001,37001021300,"Census Tract 213, Alamance County, North Carolina",37001021300,Alamance,27217,6018,4644,0.4489,5748,80.7933194154488,202206301832
931,001,37001020300,"Census Tract 203, Alamance County, North Carolina",37001020300,Alamance,27217,7400,5671,0.9773,6860,82.667638483965,202206301832
934,001,37001020901,"Census Tract 209.01, Alamance County, North Carolina",37001020901,Alamance,27215,3406,2861,0.6719,3080,92.8896103896104,202206301832
935,001,37001020502,"Census Tract 205.02, Alamance County, North Carolina",37001020502,Alamance,27217,4012,2771,0.9579,3618,76.5892758430072,202206301832
936,001,37001020701,"Census Tract 207.01, Alamance County, North Carolina",37001020701,Alamance,27215,4973,4345,0.4993,4869,89.2380365578148,202206301832
954,001,37001021500,"Census Tract 215, Alamance County, North Carolina",37001021500,Alamance,27202,4760,2841,0.4109,4448,63.8714028776978,202206301832
955,001,37001020501,"Census Tract 205.01, Alamance County, North Carolina",37001020501,Alamance,27215,3819,2798,0.6127,3609,77.5284012191743,202206301832
957,001,37001021102,"Census Tract 211.02, Alamance County, North Carolina",37001021102,Alamance,27253,3369,2332,0.77,3056,76.3089005235602,202206301832
969,001,37001021400,"Census Tract 214, Alamance County, North Carolina",37001021400,Alamance,27217,2748,1793,0.4618,2619,68.4612447499046,202206301832
970,001,37001021000,"Census Tract 210, Alamance County, North Carolina",37001021000,Alamance,27217,3999,2630,0.9783,3697,71.1387611576954,202206301832
1058,001,37001021204,"Census Tract 212.04, Alamance County, North Carolina",37001021204,Alamance,27253,4976,3822,0.3406,4606,82.9787234042553,202206301832
1059,001,37001021201,"Census Tract 212.01, Alamance County, North Carolina",37001021201,Alamance,27217,5565,3584,0.82,5097,70.3158720816166,202206301832
1060,001,37001020200,"Census Tract 202, Alamance County, North Carolina",37001020200,Alamance,27217,4093,2695,0.9324,3801,70.902394106814,202206301832
1064,001,37001021703,"Census Tract 217.03, Alamance County, North Carolina",37001021703,Alamance,27215,6408,6305,0.3466,5973,105.558345889838,202206301832
1065,001,37001020601,"Census Tract 206.01, Alamance County, North Carolina",37001020601,Alamance,27215,3113,3411,0.0227,2959,115.275430888814,202206301832
1066,001,37001021702,"Census Tract 217.02, Alamance County, North Carolina",37001021702,Alamance,27215,6911,3958,0.2517,6647,59.5456596961035,202206301832
1072,001,37001020902,"Census Tract 209.02, Alamance County, North Carolina",37001020902,Alamance,27215,3459,3266,0.5035,3263,100.091939932577,202206301832
1073,001,37001021901,"Census Tract 219.01, Alamance County, North Carolina",37001021901,Alamance,27215,4819,2813,0.1596,4579,61.4326272111815,202206301832
1074,001,37001021803,"Census Tract 218.03, Alamance County, North Carolina",37001021803,Alamance,27298,3246,1701,0.2073,3053,55.7156894857517,202206301832
1075,001,37001021205,"Census Tract 212.05, Alamance County, North Carolina",37001021205,Alamance,27302,6830,5703,0.4382,6407,89.0120181051974,202206301832
1076,001,37001021902,"Census Tract 219.02, Alamance County, North Carolina",37001021902,Alamance,27253,4139,3004,0.1624,3970,75.6675062972292,202206301832
1160,001,37001021600,"Census Tract 216, Alamance County, North Carolina",37001021600,Alamance,27217,7553,4924,0.4887,7155,68.8190076869322,202206301832
1161,001,37001020100,"Census Tract 201, Alamance County, North Carolina",37001020100,Alamance,27215,4058,3321,0.7038,3674,90.3919433859554,202206301832
1163,001,37001020802,"Census Tract 208.02, Alamance County, North Carolina",37001020802,Alamance,27215,5915,3897,0.9329,5633,69.181608379194,202206301832
1168,001,37001020702,"Census Tract 207.02, Alamance County, North Carolina",37001020702,Alamance,27215,4941,3383,0.6964,4780,70.7740585774059,202206301832
1169,001,37001022001,"Census Tract 220.01, Alamance County, North Carolina",37001022001,Alamance,27253,4044,2621,0.3966,3737,70.1364731067701,202206301832
1170,001,37001022002,"Census Tract 220.02, Alamance County, North Carolina",37001022002,Alamance,27253,4449,3288,0.5414,4221,77.8962331201137,202206301832
1171,001,37001021206,"Census Tract 212.06, Alamance County, North Carolina",37001021206,Alamance,27258,5029,4005,0.5609,4717,84.9056603773585,202206301832
1214,001,37001021801,"Census Tract 218.01, Alamance County, North Carolina",37001021801,Alamance,27201,4858,2873,0.155,4703,61.0886668084202,202206301832
1253,001,37001021802,"Census Tract 218.02, Alamance County, North Carolina",37001021802,Alamance,27215,3743,2149,0.2041,3590,59.8607242339833,202206301832
1287,001,37001020801,"Census Tract 208.01, Alamance County, North Carolina",37001020801,Alamance,27215,1661,1202,0.4845,1526,78.7680209698558,202206301832
1934,003,37003040500,"Census Tract 405, Alexander County, North Carolina",37003040500,Alexander,28636,7016,2952,0.6701,6728,43.8763376932224,202206301832
1938,003,37003040100,"Census Tract 401, Alexander County, North Carolina",37003040100,Alexander,28625,3167,1356,0.3142,2916,46.5020576131687,202206301832
1991,003,37003040400,"Census Tract 404, Alexander County, North Carolina",37003040400,Alexander,28636,6761,3499,0.8973,6220,56.2540192926045,202206301832
1992,003,37003040700,"Census Tract 407, Alexander County, North Carolina",37003040700,Alexander,28601,6823,4750,0.2827,6585,72.1336370539104,202206301832
1993,003,37003040600,"Census Tract 406, Alexander County, North Carolina",37003040600,Alexander,28681,6372,3480,0.4419,6195,56.1743341404358,202206301832
2122,003,37003040200,"Census Tract 402, Alexander County, North Carolina",37003040200,Alexander,28654,3910,1925,0.2638,3690,52.1680216802168,202206301832
2170,003,37003040300,"Census Tract 403, Alexander County, North Carolina",37003040300,Alexander,28630,3164,1681,0.5882,3010,55.8471760797342,202206301832
1409,005,37005950300,"Census Tract 9503, Alleghany County, North Carolina",37005950300,Alleghany,28631,3180,1802,0.4563,3012,59.8273572377158,202206301832
1510,005,37005950200,"Census Tract 9502, Alleghany County, North Carolina",37005950200,Alleghany,28675,3711,2283,0.8709,3517,64.9132783622405,202206301832
1752,005,37005950100,"Census Tract 9501, Alleghany County, North Carolina",37005950100,Alleghany,28623,4117,2626,0.572,4023,65.2746706437982,202206301832
894,007,37007920300,"Census Tract 9203, Anson County, North Carolina",37007920300,Anson,28103,7496,3588,0.7066,7207,49.7849313167754,202206301832
945,007,37007920500,"Census Tract 9205, Anson County, North Carolina",37007920500,Anson,28135,5566,3347,0.8001,5283,63.3541548362673,202206301832
1175,007,37007920400,"Census Tract 9204, Anson County, North Carolina",37007920400,Anson,28135,3175,1429,0.8325,2849,50.1579501579502,202206301832
1215,007,37007920100,"Census Tract 9201, Anson County, North Carolina",37007920100,Anson,28091,3031,1537,0.5382,2949,52.1193624957613,202206301832
1216,007,37007920200,"Census Tract 9202, Anson County, North Carolina",37007920200,Anson,28007,1881,715,0.702,1790,39.9441340782123,202206301832
1285,007,37007920600,"Census Tract 9206, Anson County, North Carolina",37007920600,Anson,28091,3753,1903,0.7455,3652,52.1084337349398,202206301832
1425,009,37009970300,"Census Tract 9703, Ashe County, North Carolina",37009970300,Ashe,28615,2573,1127,0.4503,2462,45.7757920389927,202206301832
1612,009,37009970700,"Census Tract 9707, Ashe County, North Carolina",37009970700,Ashe,28615,5230,3996,0.0925,5079,78.6769049025399,202206301832
1679,009,37009970800,"Census Tract 9708, Ashe County, North Carolina",37009970800,Ashe,28617,5234,3009,0.5016,4879,61.6724738675958,202206301832
1716,009,37009970400,"Census Tract 9704, Ashe County, North Carolina",37009970400,Ashe,28615,5029,2791,0.6645,4761,58.6221382062592,202206301832
1768,009,37009970500,"Census Tract 9705, Ashe County, North Carolina",37009970500,Ashe,28617,5839,4190,0.8468,5653,74.1199363169998,202206301832
1770,009,37009970200,"Census Tract 9702, Ashe County, North Carolina",37009970200,Ashe,28643,2958,1435,0.5359,2887,49.7055767232421,202206301832
1536,011,37011930100,"Census Tract 9301, Avery County, North Carolina",37011930100,Avery,28604,3570,1482,0.7001,3458,42.8571428571429,202206301832
1611,011,37011930400,"Census Tract 9304, Avery County, North Carolina",37011930400,Avery,28616,5770,1879,0.4651,5635,33.3451641526176,202206301832
1740,011,37011930200,"Census Tract 9302, Avery County, North Carolina",37011930200,Avery,28604,2348,1540,0.3179,2217,69.4632386107352,202206301832
1748,011,37011930302,"Census Tract 9303.02, Avery County, North Carolina",37011930302,Avery,28622,2566,923,0.4507,2435,37.9055441478439,202206301832
1767,011,37011930301,"Census Tract 9303.01, Avery County, North Carolina",37011930301,Avery,28604,3252,1571,0.627,3171,49.5427309996846,202206301832
