OBJECTID,COUNTYFP10,GEOID10,GeoName,FIPS,County,ZIP,TotalPop,TotalVax,SVI,Pop5Up,PctVax,UpdateDTS
852,001,37001021101,"Census Tract 211.01, Alamance County, North Carolina",37001021101,Alamance,27253,2718,2347,0.6747,2588,86.3502575423105,202208291832
875,001,37001020602,"Census Tract 206.02, Alamance County, North Carolina",37001020602,Alamance,27215,2638,2341,0.3457,2624,88.7414708112206,202208291832
876,001,37001021701,"Census Tract 217.01, Alamance County, North Carolina",37001021701,Alamance,27215,3432,3679,0.218,3382,107.19696969697,202208291832
877,001,37001021207,"Census Tract 212.07, Alamance County, North Carolina",37001021207,Alamance,27302,3476,2579,0.5576,3384,74.1944764096663,202208291832
892,001,37001020400,"Census Tract 204, Alamance County, North Carolina",37001020400,Alamance,27217,6746,4569,0.9607,6143,67.7290246071746,202208291832
893,001,37001021300,"Census Tract 213, Alamance County, North Carolina",37001021300,Alamance,27217,6018,4682,0.4489,5748,77.7999335327351,202208291832
931,001,37001020300,"Census Tract 203, Alamance County, North Carolina",37001020300,Alamance,27217,7400,5704,0.9773,6860,77.0810810810811,202208291832
934,001,37001020901,"Census Tract 209.01, Alamance County, North Carolina",37001020901,Alamance,27215,3406,2893,0.6719,3080,84.9383440986494,202208291832
935,001,37001020502,"Census Tract 205.02, Alamance County, North Carolina",37001020502,Alamance,27217,4012,2792,0.9579,3618,69.5912263210369,202208291832
936,001,37001020701,"Census Tract 207.01, Alamance County, North Carolina",37001020701,Alamance,27215,4973,4377,0.4993,4869,88.0152825256385,202208291832
954,001,37001021500,"Census Tract 215, Alamance County, North Carolina",37001021500,Alamance,27202,4760,2856,0.4109,4448,60,202208291832
955,001,37001020501,"Census Tract 205.01, Alamance County, North Carolina",37001020501,Alamance,27215,3819,2825,0.6127,3609,73.9722440429432,202208291832
957,001,37001021102,"Census Tract 211.02, Alamance County, North Carolina",37001021102,Alamance,27253,3369,2346,0.77,3056,69.6349065004452,202208291832
969,001,37001021400,"Census Tract 214, Alamance County, North Carolina",37001021400,Alamance,27217,2748,1797,0.4618,2619,65.3930131004367,202208291832
970,001,37001021000,"Census Tract 210, Alamance County, North Carolina",37001021000,Alamance,27217,3999,2651,0.9783,3697,66.2915728932233,202208291832
1058,001,37001021204,"Census Tract 212.04, Alamance County, North Carolina",37001021204,Alamance,27253,4976,3850,0.3406,4606,77.371382636656,202208291832
1059,001,37001021201,"Census Tract 212.01, Alamance County, North Carolina",37001021201,Alamance,27217,5565,3605,0.82,5097,64.7798742138365,202208291832
1060,001,37001020200,"Census Tract 202, Alamance County, North Carolina",37001020200,Alamance,27217,4093,2725,0.9324,3801,66.5770828243342,202208291832
1064,001,37001021703,"Census Tract 217.03, Alamance County, North Carolina",37001021703,Alamance,27215,6408,6352,0.3466,5973,99.1260923845194,202208291832
1065,001,37001020601,"Census Tract 206.01, Alamance County, North Carolina",37001020601,Alamance,27215,3113,3427,0.0227,2959,110.086733054931,202208291832
1066,001,37001021702,"Census Tract 217.02, Alamance County, North Carolina",37001021702,Alamance,27215,6911,3996,0.2517,6647,57.8208652872233,202208291832
1072,001,37001020902,"Census Tract 209.02, Alamance County, North Carolina",37001020902,Alamance,27215,3459,3290,0.5035,3263,95.1141948540041,202208291832
1073,001,37001021901,"Census Tract 219.01, Alamance County, North Carolina",37001021901,Alamance,27215,4819,2833,0.1596,4579,58.7881303174933,202208291832
1074,001,37001021803,"Census Tract 218.03, Alamance County, North Carolina",37001021803,Alamance,27298,3246,1707,0.2073,3053,52.5878003696858,202208291832
