OBJECTID,COUNTYFP10,GEOID10,GeoName,FIPS,County,ZIP,TotalPop,TotalVax,SVI,Pop5Up,PctVax,UpdateDTS
1992,003,37003040700,"Census Tract 407, Alexander County, North Carolina",37003040700,Alexander,28601,6823,4789,0.2827,6585,70.1890663930822,202209131832
1993,003,37003040600,"Census Tract 406, Alexander County, North Carolina",37003040600,Alexander,28681,6372,3491,0.4419,6195,54.7865662272442,202209131832
2122,003,37003040200,"Census Tract 402, Alexander County, North Carolina",37003040200,Alexander,28654,3910,1930,0.2638,3690,49.3606138107417,202209131832
2170,003,37003040300,"Census Tract 403, Alexander County, North Carolina",37003040300,Alexander,28630,3164,1690,0.5882,3010,53.4134007585335,202209131832
1409,005,37005950300,"Census Tract 9503, Alleghany County, North Carolina",37005950300,Alleghany,28631,3180,1811,0.4563,3012,56.9496855345912,202209131832
1510,005,37005950200,"Census Tract 9502, Alleghany County, North Carolina",37005950200,Alleghany,28675,3711,2296,0.8709,3517,61.8701158717327,202209131832
1752,005,37005950100,"Census Tract 9501, Alleghany County, North Carolina",37005950100,Alleghany,28623,4117,2634,0.572,4023,63.9786252125334,202209131832
894,007,37007920300,"Census Tract 9203, Anson County, North Carolina",37007920300,Anson,28103,7496,3616,0.7066,7207,48.239060832444,202209131832
945,007,37007920500,"Census Tract 9205, Anson County, North Carolina",37007920500,Anson,28135,5566,3364,0.8001,5283,60.4383758533956,202209131832
1175,007,37007920400,"Census Tract 9204, Anson County, North Carolina",37007920400,Anson,28135,3175,1437,0.8325,2849,45.259842519685,202209131832
1215,007,37007920100,"Census Tract 9201, Anson County, North Carolina",37007920100,Anson,28091,3031,1542,0.5382,2949,50.8742989112504,202209131832
1216,007,37007920200,"Census Tract 9202, Anson County, North Carolina",37007920200,Anson,28007,1881,722,0.702,1790,38.3838383838384,202209131832
1285,007,37007920600,"Census Tract 9206, Anson County, North Carolina",37007920600,Anson,28091,3753,1919,0.7455,3652,51.1324273914202,202209131832
1425,009,37009970300,"Census Tract 9703, Ashe County, North Carolina",37009970300,Ashe,28615,2573,1130,0.4503,2462,43.917605907501,202209131832
1612,009,37009970700,"Census Tract 9707, Ashe County, North Carolina",37009970700,Ashe,28615,5230,4013,0.0925,5079,76.7304015296367,202209131832
1679,009,37009970800,"Census Tract 9708, Ashe County, North Carolina",37009970800,Ashe,28617,5234,3031,0.5016,4879,57.9098204050439,202209131832
1716,009,37009970400,"Census Tract 9704, Ashe County, North Carolina",37009970400,Ashe,28615,5029,2808,0.6645,4761,55.836150328097,202209131832
1768,009,37009970500,"Census Tract 9705, Ashe County, North Carolina",37009970500,Ashe,28617,5839,4243,0.8468,5653,72.666552491865,202209131832
1770,009,37009970200,"Census Tract 9702, Ashe County, North Carolina",37009970200,Ashe,28643,2958,1441,0.5359,2887,48.7153482082488,202209131832
1536,011,37011930100,"Census Tract 9301, Avery County, North Carolina",37011930100,Avery,28604,3570,1489,0.7001,3458,41.7086834733894,202209131832
1611,011,37011930400,"Census Tract 9304, Avery County, North Carolina",37011930400,Avery,28616,5770,1892,0.4651,5635,32.790294627383,202209131832
1740,011,37011930200,"Census Tract 9302, Avery County, North Carolina",37011930200,Avery,28604,2348,1546,0.3179,2217,65.8432708688245,202209131832
1748,011,37011930302,"Census Tract 9303.02, Avery County, North Carolina",37011930302,Avery,28622,2566,925,0.4507,2435,36.0483242400624,202209131832
1767,011,37011930301,"Census Tract 9303.01, Avery County, North Carolina",37011930301,Avery,28604,3252,1580,0.627,3171,48.5854858548586,202209131832
305,013,37013930900,"Census Tract 9309, Beaufort County, North Carolina",37013930900,Beaufort,27806,4297,3152,0.341,4075,73.3535024435653,202209131832
306,013,37013930800,"Census Tract 9308, Beaufort County, North Carolina",37013930800,Beaufort,27806,2628,1191,0.6118,2492,45.3196347031964,202209131832
315,013,37013930700,"Census Tract 9307, Beaufort County, North Carolina",37013930700,Beaufort,27808,2552,1701,0.2832,2428,66.653605015674,202209131832
319,013,37013931000,"Census Tract 9310, Beaufort County, North Carolina",37013931000,Beaufort,27817,6225,2685,0.7945,5819,43.1325301204819,202209131832
333,013,37013930200,"Census Tract 9302, Beaufort County, North Carolina",37013930200,Beaufort,27834,6572,3685,0.5831,6441,56.0712111990262,202209131832
361,013,37013930501,"Census Tract 9305.01, Beaufort County, North Carolina",37013930501,Beaufort,27889,4435,3133,0.4919,4163,70.6426155580609,202209131832
378,013,37013930300,"Census Tract 9303, Beaufort County, North Carolina",37013930300,Beaufort,27889,3714,2621,0.9486,3432,70.5708131394723,202209131832
379,013,37013930502,"Census Tract 9305.02, Beaufort County, North Carolina",37013930502,Beaufort,27889,3866,1793,0.5479,3638,46.3786859803414,202209131832
414,013,37013930400,"Census Tract 9304, Beaufort County, North Carolina",37013930400,Beaufort,27889,4724,3598,0.8839,4405,76.1642675698561,202209131832
446,013,37013930600,"Census Tract 9306, Beaufort County, North Carolina",37013930600,Beaufort,27808,3174,1745,0.0463,3065,54.9779458097038,202209131832
710,013,37013930100,"Census Tract 9301, Beaufort County, North Carolina",37013930100,Beaufort,27810,4981,2324,0.659,4872,46.6572977313792,202209131832
1371,015,37015960400,"Census Tract 9604, Bertie County, North Carolina",37015960400,Bertie,27957,6535,4128,0.8797,6291,63.1675592960979,202209131832
1458,015,37015960100,"Census Tract 9601, Bertie County, North Carolina",37015960100,Bertie,27910,5616,2671,0.6164,5364,47.5605413105413,202209131832
1583,015,37015960200,"Census Tract 9602, Bertie County, North Carolina",37015960200,Bertie,27805,3953,1738,0.8857,3763,43.9666076397673,202209131832
1647,015,37015960300,"Census Tract 9603, Bertie County, North Carolina",37015960300,Bertie,27805,3276,1375,0.8089,3137,41.971916971917,202209131832
1372,017,37017950400,"Census Tract 9504, Bladen County, North Carolina",37017950400,Bladen,28320,6281,3837,0.7964,5911,61.0889985671071,202209131832
1519,017,37017950500,"Census Tract 9505, Bladen County, North Carolina",37017950500,Bladen,28320,6646,3416,0.6876,6267,51.3993379476377,202209131832
1520,017,37017950600,"Census Tract 9506, Bladen County, North Carolina",37017950600,Bladen,28320,5752,3279,0.8741,5375,57.0062586926287,202209131832
1584,017,37017950200,"Census Tract 9502, Bladen County, North Carolina",37017950200,Bladen,28312,3099,1593,0.8501,3012,51.4036786060019,202209131832
1703,017,37017950300,"Census Tract 9503, Bladen County, North Carolina",37017950300,Bladen,28306,6549,3291,0.9602,6215,50.2519468621164,202209131832
1744,017,37017950100,"Census Tract 9501, Bladen County, North Carolina",37017950100,Bladen,28337,5080,3062,0.8251,4867,60.2755905511811,202209131832
1304,019,37019020103,"Census Tract 201.03, Brunswick County, North Carolina",37019020103,Brunswick,28451,8929,9429,0.3447,8428,105.599731212902,202209131832
1305,019,37019020202,"Census Tract 202.02, Brunswick County, North Carolina",37019020202,Brunswick,28451,9327,9210,0.2304,8964,98.745577356063,202209131832
1306,019,37019020304,"Census Tract 203.04, Brunswick County, North Carolina",37019020304,Brunswick,28422,8049,11718,0.0731,7829,145.583302273574,202209131832
1307,019,37019020309,"Census Tract 203.09, Brunswick County, North Carolina",37019020309,Brunswick,28465,2968,3529,0.0106,2948,118.901617250674,202209131832
1309,019,37019020204,"Census Tract 202.04, Brunswick County, North Carolina",37019020204,Brunswick,28422,6847,4822,0.7149,6515,70.4250036512341,202209131832
1341,019,37019020602,"Census Tract 206.02, Brunswick County, North Carolina",37019020602,Brunswick,28420,5378,3729,0.4378,5225,69.3380438824842,202209131832
1347,019,37019020507,"Census Tract 205.07, Brunswick County, North Carolina",37019020507,Brunswick,28467,7639,6015,0.2189,7433,78.7406728629402,202209131832
1349,019,37019020303,"Census Tract 203.03, Brunswick County, North Carolina",37019020303,Brunswick,28422,4029,3342,0.4604,3919,82.9486224869695,202209131832
1350,019,37019020305,"Census Tract 203.05, Brunswick County, North Carolina",37019020305,Brunswick,28461,2795,3401,0.2295,2720,121.681574239714,202209131832
1352,019,37019020508,"Census Tract 205.08, Brunswick County, North Carolina",37019020508,Brunswick,28467,2992,3031,0.1106,2957,101.303475935829,202209131832
1390,019,37019020102,"Census Tract 201.02, Brunswick County, North Carolina",37019020102,Brunswick,28451,5186,4461,0.4577,4813,86.0200539915156,202209131832
1411,019,37019020101,"Census Tract 201.01, Brunswick County, North Carolina",37019020101,Brunswick,28451,2554,1948,0.6617,2499,76.2725137039937,202209131832
1427,019,37019020306,"Census Tract 203.06, Brunswick County, North Carolina",37019020306,Brunswick,28461,2167,2623,0.2254,2037,121.042916474389,202209131832
1485,019,37019020308,"Census Tract 203.08, Brunswick County, North Carolina",37019020308,Brunswick,28465,1896,2271,0.062,1845,119.778481012658,202209131832
1515,019,37019020601,"Census Tract 206.01, Brunswick County, North Carolina",37019020601,Brunswick,28420,4826,2726,0.7566,4496,56.4857024450891,202209131832
1516,019,37019020404,"Census Tract 204.04, Brunswick County, North Carolina",37019020404,Brunswick,28462,2800,1846,0.5086,2710,65.9285714285714,202209131832
1517,019,37019020310,"Census Tract 203.10, Brunswick County, North Carolina",37019020310,Brunswick,28465,2568,2754,0.2402,2490,107.242990654206,202209131832
1525,019,37019020511,"Census Tract 205.11, Brunswick County, North Carolina",37019020511,Brunswick,28469,2412,2120,0.4678,2339,87.893864013267,202209131832
1533,019,37019020402,"Census Tract 204.02, Brunswick County, North Carolina",37019020402,Brunswick,28462,3393,2462,0.1856,3325,72.561155319776,202209131832
1534,019,37019020512,"Census Tract 205.12, Brunswick County, North Carolina",37019020512,Brunswick,28467,932,1196,0.0796,920,128.326180257511,202209131832
1537,019,37019020506,"Census Tract 205.06, Brunswick County, North Carolina",37019020506,Brunswick,28470,5352,3191,0.4553,5128,59.6225710014948,202209131832
1538,019,37019020509,"Census Tract 205.09, Brunswick County, North Carolina",37019020509,Brunswick,28467,4861,4508,0.2346,4675,92.7381197284509,202209131832
1548,019,37019020104,"Census Tract 201.04, Brunswick County, North Carolina",37019020104,Brunswick,28401,5816,4178,0.7802,5369,71.8363136176066,202209131832
1549,019,37019020403,"Census Tract 204.03, Brunswick County, North Carolina",37019020403,Brunswick,28462,5336,3066,0.6492,5286,57.4587706146927,202209131832
1620,019,37019020405,"Census Tract 204.05, Brunswick County, North Carolina",37019020405,Brunswick,28462,3312,2369,0.5821,3183,71.5277777777778,202209131832
1624,019,37019020201,"Census Tract 202.01, Brunswick County, North Carolina",37019020201,Brunswick,28451,4564,3451,0.3808,4299,75.6134969325153,202209131832
1690,019,37019020603,"Census Tract 206.03, Brunswick County, North Carolina",37019020603,Brunswick,28422,3329,2354,0.7663,3232,70.7119255031541,202209131832
1691,019,37019020504,"Census Tract 205.04, Brunswick County, North Carolina",37019020504,Brunswick,28420,2045,1700,0.0787,2045,83.1295843520782,202209131832
1694,019,37019020203,"Census Tract 202.03, Brunswick County, North Carolina",37019020203,Brunswick,28422,2748,1717,0.4021,2531,62.4818049490539,202209131832
1712,019,37019020510,"Census Tract 205.10, Brunswick County, North Carolina",37019020510,Brunswick,28468,2039,1749,0.298,1956,85.7773418342325,202209131832
1718,019,37019020505,"Census Tract 205.05, Brunswick County, North Carolina",37019020505,Brunswick,28420,4496,1993,0.6298,4184,44.3282918149466,202209131832
1782,019,37019020307,"Census Tract 203.07, Brunswick County, North Carolina",37019020307,Brunswick,28461,230,255,0.0167,230,110.869565217391,202209131832
1789,019,37019990100,"Census Tract 9901, Brunswick County, North Carolina",37019990100,Brunswick,28465,0,,-999,0,,202209131832
1802,021,37021002000,"Census Tract 20, Buncombe County, North Carolina",37021002000,Buncombe,28803,6446,6095,0.6011,6173,94.5547626434998,202209131832
1804,021,37021001600,"Census Tract 16, Buncombe County, North Carolina",37021001600,Buncombe,28754,6514,7136,0.4665,6231,109.548664415106,202209131832
1806,021,37021002206,"Census Tract 22.06, Buncombe County, North Carolina",37021002206,Buncombe,28704,4829,5336,0.5137,4534,110.499068130048,202209131832
1810,021,37021001000,"Census Tract 10, Buncombe County, North Carolina",37021001000,Buncombe,28806,4811,4578,0.3373,4455,95.1569320307628,202209131832
1811,021,37021000700,"Census Tract 7, Buncombe County, North Carolina",37021000700,Buncombe,28801,1605,1560,0.1634,1509,97.196261682243,202209131832
1812,021,37021002203,"Census Tract 22.03, Buncombe County, North Carolina",37021002203,Buncombe,28704,4429,4388,0.7006,4205,99.0742831338903,202209131832
1813,021,37021002204,"Census Tract 22.04, Buncombe County, North Carolina",37021002204,Buncombe,28704,9453,10115,0.2693,9167,107.003067809161,202209131832
1814,021,37021002702,"Census Tract 27.02, Buncombe County, North Carolina",37021002702,Buncombe,28787,4403,4164,0.217,4186,94.5718828071769,202209131832
1831,021,37021001200,"Census Tract 12, Buncombe County, North Carolina",37021001200,Buncombe,28806,4903,5405,0.2712,4574,110.238629410565,202209131832
1832,021,37021001801,"Census Tract 18.01, Buncombe County, North Carolina",37021001801,Buncombe,28804,3391,3185,0.404,3223,93.9250958419345,202209131832
1833,021,37021003104,"Census Tract 31.04, Buncombe County, North Carolina",37021003104,Buncombe,28711,6487,5126,0.6335,6108,79.019577616772,202209131832
1842,021,37021002301,"Census Tract 23.01, Buncombe County, North Carolina",37021002301,Buncombe,28704,6862,6615,0.2767,6435,96.4004663363451,202209131832
1843,021,37021000500,"Census Tract 5, Buncombe County, North Carolina",37021000500,Buncombe,28801,3559,4421,0.0565,3392,124.220286597359,202209131832
1844,021,37021000800,"Census Tract 8, Buncombe County, North Carolina",37021000800,Buncombe,28801,3454,3617,0.1365,3376,104.719166184134,202209131832
1845,021,37021000100,"Census Tract 1, Buncombe County, North Carolina",37021000100,Buncombe,28801,1445,1759,0.7233,1445,121.730103806228,202209131832
1848,021,37021001802,"Census Tract 18.02, Buncombe County, North Carolina",37021001802,Buncombe,28804,5062,4571,0.2897,4803,90.3002765705255,202209131832
1849,021,37021002205,"Census Tract 22.05, Buncombe County, North Carolina",37021002205,Buncombe,28704,7406,6384,0.3012,6982,86.2003780718337,202209131832
1850,021,37021002606,"Census Tract 26.06, Buncombe County, North Carolina",37021002606,Buncombe,28701,4462,2780,0.6932,4128,62.3038995965935,202209131832
1851,021,37021003202,"Census Tract 32.02, Buncombe County, North Carolina",37021003202,Buncombe,28704,4082,4120,0.1772,3922,100.93091621754,202209131832
1860,021,37021002402,"Census Tract 24.02, Buncombe County, North Carolina",37021002402,Buncombe,28715,4943,3283,0.4447,4539,66.4171555735383,202209131832
1865,021,37021002506,"Census Tract 25.06, Buncombe County, North Carolina",37021002506,Buncombe,28715,3655,2511,0.826,3520,68.7004103967168,202209131832
1891,021,37021002701,"Census Tract 27.01, Buncombe County, North Carolina",37021002701,Buncombe,28787,3861,3458,0.1791,3650,89.5622895622896,202209131832
1910,021,37021002302,"Census Tract 23.02, Buncombe County, North Carolina",37021002302,Buncombe,28715,9265,7647,0.2406,8850,82.5364274150027,202209131832
1911,021,37021003002,"Census Tract 30.02, Buncombe County, North Carolina",37021003002,Buncombe,28730,6591,5474,0.4456,6256,83.052647549689,202209131832
1912,021,37021002605,"Census Tract 26.05, Buncombe County, North Carolina",37021002605,Buncombe,28715,6215,4141,0.3267,5994,66.6291230893001,202209131832
1913,021,37021002401,"Census Tract 24.01, Buncombe County, North Carolina",37021002401,Buncombe,28715,3514,1986,0.4114,3379,56.5167899829254,202209131832
1914,021,37021002503,"Census Tract 25.03, Buncombe County, North Carolina",37021002503,Buncombe,28715,4081,2640,0.6835,3926,64.6900269541779,202209131832
1932,021,37021003204,"Census Tract 32.04, Buncombe County, North Carolina",37021003204,Buncombe,28730,5977,4507,0.1874,5783,75.4057219340806,202209131832
1937,021,37021003102,"Census Tract 31.02, Buncombe County, North Carolina",37021003102,Buncombe,28711,5518,4206,0.5021,5235,76.2232693004712,202209131832
1974,021,37021003001,"Census Tract 30.01, Buncombe County, North Carolina",37021003001,Buncombe,28778,9026,6436,0.3332,8701,71.3051185464215,202209131832
1975,021,37021000900,"Census Tract 9, Buncombe County, North Carolina",37021000900,Buncombe,28801,2996,3421,0.9301,2712,114.185580774366,202209131832
1976,021,37021002504,"Census Tract 25.04, Buncombe County, North Carolina",37021002504,Buncombe,28715,4896,3380,0.5076,4717,69.0359477124183,202209131832
1977,021,37021002505,"Census Tract 25.05, Buncombe County, North Carolina",37021002505,Buncombe,28715,5313,3925,0.317,4943,73.8753999623565,202209131832
1978,021,37021002604,"Census Tract 26.04, Buncombe County, North Carolina",37021002604,Buncombe,28701,5787,3927,0.3933,5397,67.8589942975635,202209131832
1979,021,37021002703,"Census Tract 27.03, Buncombe County, North Carolina",37021002703,Buncombe,28709,6441,5006,0.1296,6151,77.7208507995653,202209131832
2038,021,37021000600,"Census Tract 6, Buncombe County, North Carolina",37021000600,Buncombe,28801,1871,2169,0.2869,1795,115.927311598076,202209131832
2039,021,37021001900,"Census Tract 19, Buncombe County, North Carolina",37021001900,Buncombe,28803,3885,3632,0.3841,3703,93.4877734877735,202209131832
2040,021,37021001400,"Census Tract 14, Buncombe County, North Carolina",37021001400,Buncombe,28804,6950,5478,0.6395,6547,78.8201438848921,202209131832
2048,021,37021000400,"Census Tract 4, Buncombe County, North Carolina",37021000400,Buncombe,28801,3899,3249,0.3193,3803,83.3290587330085,202209131832
2049,021,37021002102,"Census Tract 21.02, Buncombe County, North Carolina",37021002102,Buncombe,28803,5740,4601,0.6613,5184,80.1567944250871,202209131832
2050,021,37021001300,"Census Tract 13, Buncombe County, North Carolina",37021001300,Buncombe,28806,4551,3447,0.677,4309,75.7415952537904,202209131832
2051,021,37021001100,"Census Tract 11, Buncombe County, North Carolina",37021001100,Buncombe,28806,5573,5311,0.1421,5321,95.2987618876727,202209131832
2052,021,37021002900,"Census Tract 29, Buncombe County, North Carolina",37021002900,Buncombe,28709,3814,2182,0.3503,3595,57.21027792344,202209131832
2053,021,37021002803,"Census Tract 28.03, Buncombe County, North Carolina",37021002803,Buncombe,28701,4827,2758,0.8399,4641,57.136938056764,202209131832
2054,021,37021003201,"Census Tract 32.01, Buncombe County, North Carolina",37021003201,Buncombe,28730,1663,1846,0.1504,1605,111.004209260373,202209131832
2055,021,37021002603,"Census Tract 26.03, Buncombe County, North Carolina",37021002603,Buncombe,28716,3818,2188,0.7219,3550,57.3074908328968,202209131832
2056,021,37021002607,"Census Tract 26.07, Buncombe County, North Carolina",37021002607,Buncombe,28701,4091,3442,0.5497,3849,84.1359080909313,202209131832
2057,021,37021002804,"Census Tract 28.04, Buncombe County, North Carolina",37021002804,Buncombe,28787,4883,3855,0.3633,4758,78.9473684210526,202209131832
2096,021,37021001700,"Census Tract 17, Buncombe County, North Carolina",37021001700,Buncombe,28804,2728,3234,0.1013,2661,118.548387096774,202209131832
2110,021,37021001500,"Census Tract 15, Buncombe County, North Carolina",37021001500,Buncombe,28804,2711,2040,0.5895,2607,75.2489856141645,202209131832
2119,021,37021002101,"Census Tract 21.01, Buncombe County, North Carolina",37021002101,Buncombe,28803,1462,1815,0.0116,1413,124.145006839945,202209131832
2120,021,37021003203,"Census Tract 32.03, Buncombe County, North Carolina",37021003203,Buncombe,28730,5774,4921,0.2698,5457,85.2268791132664,202209131832
2156,021,37021000300,"Census Tract 3, Buncombe County, North Carolina",37021000300,Buncombe,28801,2396,2162,0.4216,2304,90.2337228714524,202209131832
2158,021,37021003205,"Census Tract 32.05, Buncombe County, North Carolina",37021003205,Buncombe,28711,1278,936,0.143,1214,73.2394366197183,202209131832
2159,021,37021000200,"Census Tract 2, Buncombe County, North Carolina",37021000200,Buncombe,28655,1402,1617,0.1819,1349,115.335235378031,202209131832
2166,021,37021003103,"Census Tract 31.03, Buncombe County, North Carolina",37021003103,Buncombe,28711,1888,1601,0.1981,1817,84.7987288135593,202209131832
196,023,37023020802,"Census Tract 208.02, Burke County, North Carolina",37023020802,Burke,28655,3553,2455,0.6502,3363,69.0965381367858,202209131832
197,023,37023020500,"Census Tract 205, Burke County, North Carolina",37023020500,Burke,28655,2818,2633,0.6469,2696,93.4350603264727,202209131832
198,023,37023020201,"Census Tract 202.01, Burke County, North Carolina",37023020201,Burke,28641,6586,4149,0.4401,6405,62.9972669298512,202209131832
199,023,37023021400,"Census Tract 214, Burke County, North Carolina",37023021400,Burke,28655,4997,3734,0.9556,4596,74.7248349009406,202209131832
208,023,37023020100,"Census Tract 201, Burke County, North Carolina",37023020100,Burke,28645,4318,2470,0.8903,4260,57.2024085224641,202209131832
225,023,37023021301,"Census Tract 213.01, Burke County, North Carolina",37023021301,Burke,28655,5654,3931,0.7575,5496,69.5259992925363,202209131832
226,023,37023021203,"Census Tract 212.03, Burke County, North Carolina",37023021203,Burke,28090,4377,1981,0.6344,4164,45.2593100297007,202209131832
227,023,37023021202,"Census Tract 212.02, Burke County, North Carolina",37023021202,Burke,28602,4928,2049,0.7529,4627,41.5787337662338,202209131832
228,023,37023020801,"Census Tract 208.01, Burke County, North Carolina",37023020801,Burke,28619,5457,3059,0.6557,5305,56.056441268096,202209131832
245,023,37023020900,"Census Tract 209, Burke County, North Carolina",37023020900,Burke,28612,6901,4065,0.6317,6434,58.9045065932474,202209131832
246,023,37023021000,"Census Tract 210, Burke County, North Carolina",37023021000,Burke,28601,5070,2772,0.7344,4817,54.6745562130178,202209131832
247,023,37023020202,"Census Tract 202.02, Burke County, North Carolina",37023020202,Burke,28018,4222,3615,0.4771,4034,85.6229275225012,202209131832
248,023,37023020302,"Census Tract 203.02, Burke County, North Carolina",37023020302,Burke,28655,7403,4677,0.5164,7155,63.1770903687694,202209131832
249,023,37023020600,"Census Tract 206, Burke County, North Carolina",37023020600,Burke,28655,5573,4662,0.864,5148,83.6533285483581,202209131832
250,023,37023020301,"Census Tract 203.01, Burke County, North Carolina",37023020301,Burke,28628,4962,2832,0.7603,4627,57.0737605804111,202209131832
251,023,37023021201,"Census Tract 212.01, Burke County, North Carolina",37023021201,Burke,28612,3724,2241,0.5012,3507,60.1772287862513,202209131832
283,023,37023021302,"Census Tract 213.02, Burke County, North Carolina",37023021302,Burke,28612,3425,1990,0.5965,3319,58.1021897810219,202209131832
284,023,37023021100,"Census Tract 211, Burke County, North Carolina",37023021100,Burke,28601,6000,3328,0.6266,5753,55.4666666666667,202209131832
