OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,RatePer100K,Shape__Area,Shape__Length,DataGatherTS
1,27006,1721,11,14872,Advance,"",1157.20817643895,11572.0817643895,1744189234.37061,355282.663136038,202109150540
2,27007,270,1,2136,Ararat,"",1264.04494382022,12640.4494382022,592499585.594238,195922.003442792,202109150540
3,27009,379,4,2937,Belews Creek,"",1290.43241402792,12904.3241402792,618093097.011353,191244.647442635,202109150540
4,27011,714,7,5411,Boonville,"",1319.53428201811,13195.3428201811,1489580093.86462,316910.589814884,202109150540
5,27012,3578,55,28954,Clemmons,"",1235.75326379775,12357.5326379775,1176567385.86804,255774.303165276,202109150540
6,27013,917,12,6495,Cleveland,"",1411.85527328714,14118.5527328714,2066336247.98627,379169.285246239,202109150540
7,27014,139,4,957,Cooleemee,"",1452.45559038662,14524.5559038662,21479098.032959,22299.1178929161,202109150540
8,27016,206,3,1682,Danbury,"",1224.73246135553,12247.3246135553,1068209590.0686,211061.413302457,202109150540
9,27017,1437,19,9499,Dobson,"",1512.79082008632,15127.9082008632,2962951682.04883,566348.974052304,202109150540
10,27018,934,7,8221,East Bend,"",1136.11482787982,11361.1482787982,2331567909.96985,255811.974556888,202109150540
11,27019,446,1,4234,Germanton,"",1053.3774208786,10533.774208786,977414017.819214,270248.259734795,202109150540
12,27020,921,8,6104,Hamptonville,"",1508.84665792923,15088.4665792923,2114111622.36755,316969.486887135,202109150540
13,27021,2280,49,17979,King,"",1268.14617053229,12681.4617053229,1469376476.14172,210392.900707099,202109150540
14,27022,123,2,1512,Lawsonville,"",813.492063492063,8134.92063492064,918745327.278442,200803.000966771,202109150540
15,27023,1317,5,12775,Lewisville,"",1030.91976516634,10309.1976516634,807172159.002075,183078.980128527,202109150540
16,27024,389,3,2683,Lowgap,"",1449.8695490123,14498.695490123,1265827411.39758,278411.484773322,202109150540
17,27025,1244,32,11117,Madison,"",1119.00692632905,11190.0692632905,2714649364.33142,468723.596670606,202109150540
18,27027,414,19,4017,Mayodan,"",1030.61986557132,10306.1986557132,548179131.574585,172371.363079245,202109150540
19,27028,3622,39,28039,Mocksville,"",1291.77217447127,12917.7217447127,5475621774.30664,567238.136149725,202109150540
20,27030,5454,119,37641,Mount Airy,"",1448.95194070296,14489.5194070296,4824085732.75671,624989.724929863,202109150540
21,27040,1329,11,13150,Pfafftown,"",1010.6463878327,10106.463878327,763349953.536133,205025.773716105,202109150540
22,27041,947,8,8020,Pilot Mountain,"",1180.79800498753,11807.9800498753,1629462738.40637,324677.141569035,202109150540
23,27042,83,2,720,Pine Hall,"",1152.77777777778,11527.7777777778,290758639.069458,113971.243586081,202109150540
24,27043,703,7,6442,Pinnacle,"",1091.27600124185,10912.7600124185,1935795027.06067,395674.180712496,202109150540
25,27045,1275,10,9583,Rural Hall,"",1330.48106021079,13304.8106021079,666085549.25769,154538.589918543,202109150540
26,27046,189,1,1953,Sandy Ridge,"",967.741935483871,9677.41935483871,1237681699.0647,217125.573744555,202109150540
27,27047,147,2,1279,Siloam,"",1149.33541829554,11493.3541829554,576295820.815674,144984.839113672,202109150540
28,27048,909,12,8902,Stoneville,"",1021.1188496967,10211.188496967,2355000804.03674,325454.766660313,202109150540
29,27050,457,5,4084,Tobaccoville,"",1119.00097943193,11190.0097943193,703876500.567505,219088.1792708,202109150540
30,27051,955,8,8287,Walkertown,"",1152.40738506094,11524.0738506094,524680317.775635,151066.808563308,202109150540
31,27052,1239,24,10061,Walnut Cove,"",1231.48792366564,12314.8792366564,2710320219.82117,403203.611044297,202109150540
32,27053,273,2,3156,Westfield,"",865.019011406844,8650.19011406844,2152815477.55933,413464.446930882,202109150540
33,27054,424,5,2608,Woodleaf,"",1625.76687116564,16257.6687116564,778193820.583862,201172.963339102,202109150540
34,27055,2129,29,14521,Yadkinville,"",1466.15246883823,14661.5246883823,3115987965.39453,403366.49229781,202109150540
35,27101,2343,44,24321,Winston Salem,"",963.36499321574,9633.6499321574,356085731.400146,162957.922513793,202109150540
36,27103,3901,45,36071,Winston Salem,"",1081.47819578054,10814.7819578054,527249856.672729,146399.561156354,202109150540
37,27104,3112,41,29383,Winston Salem,"",1059.11581526733,10591.1581526733,337669863.683838,130394.134288752,202109150540
38,27105,5177,48,40186,Winston Salem,"",1288.25959289305,12882.5959289305,950547784.577881,208375.813794777,202109150540
39,27106,5313,62,51378,Winston Salem,"",1034.10019852855,10341.0019852855,787324720.967285,203893.681115083,202109150540
40,27107,6442,56,52432,Winston Salem,"",1228.63899908453,12286.3899908453,1859279716.41162,319111.813640457,202109150540
41,27127,4985,29,38510,Winston Salem,"",1294.46896909894,12944.6896909894,820319160.873047,213438.375685158,202109150540
42,27157,49,0,5,Winston Salem,"",,,827769.094482422,4216.57245655308,202109150540
43,27203,3273,60,21876,Asheboro,"",1496.16017553483,14961.6017553483,589408161.410522,188062.356665824,202109150540
44,27205,4628,53,34549,Asheboro,"",1339.54673073027,13395.4673073027,6255653514.79199,588011.232518038,202109150540
45,27207,414,2,3806,Bear Creek,"",1087.75617446138,10877.5617446138,2300194678.82397,473699.237818467,202109150540
46,27208,214,3,1691,Bennett,"",1265.5233589592,12655.233589592,1029479783.1405,215638.108979383,202109150540
47,27209,827,42,4151,Biscoe,"",1992.29101421344,19922.9101421344,1198089302.20734,259108.004034657,202109150540
48,27212,409,1,1600,Blanch,"",2556.25,25562.5,1328181375.12305,277007.39975067,202109150540
49,27214,1367,16,11747,Browns Summit,"",1163.7013705627,11637.013705627,1414533235.94788,324969.092830869,202109150540
50,27215,5698,79,44892,Burlington,"",1269.26846654192,12692.6846654192,1827823774.30115,298200.358945539,202109150540
51,27217,6244,108,39111,Burlington,"",1596.48180818696,15964.8180818696,3473433663.33496,513818.51476852,202109150540
52,27229,664,18,4014,Candor,"",1654.21026407574,16542.1026407574,2747739848.89313,367384.611313313,202109150540
53,27231,143,0,2048,Cedar Grove,"",698.2421875,6982.421875,987771348.581177,209108.769362036,202109150540
54,27233,400,4,3647,Climax,"",1096.79188374006,10967.9188374006,703252829.253662,187154.002103638,202109150540
55,27235,544,13,4575,Colfax,"",1189.07103825137,11890.7103825137,380654027.583252,148521.339190303,202109150540
56,27239,1215,17,9629,Denton,"",1261.81327240627,12618.1327240627,4319759872.9696,429373.198159064,202109150540
57,27242,273,5,2668,Eagle Springs,"",1023.2383808096,10232.383808096,1480408484.01825,321391.030328654,202109150540
58,27243,376,2,4665,Efland,"",806.002143622722,8060.02143622722,1142332751.10315,311755.144165646,202109150540
59,27244,2615,27,16259,Elon,"",1608.33999630974,16083.3999630974,1541989025.453,399696.340130384,202109150540
60,27248,547,6,4835,Franklinville,"",1131.33402275078,11313.3402275078,942909114.352783,215710.992817749,202109150540
61,27249,1507,13,13355,Gibsonville,"",1128.41632347435,11284.1632347435,1679803774.77087,397477.611919868,202109150540
62,27252,167,2,2264,Goldston,"",737.632508833922,7376.32508833922,1142470673.17163,220926.147155476,202109150540
63,27253,4530,57,31464,Graham,"",1439.7406559878,14397.406559878,2351372927.78931,521476.969804177,202109150540
64,27258,874,8,7740,Haw River,"",1129.19896640827,11291.9896640827,473631125.268677,312686.877842211,202109150540
65,27260,2795,46,25696,High Point,"",1087.71793275218,10877.1793275218,348441568.963501,133229.878739789,202109150540
66,27262,2617,65,24764,High Point,"",1056.77596511064,10567.7596511064,368730084.700928,171087.864383377,202109150540
67,27263,2641,42,22320,High Point,"",1183.24372759857,11832.4372759857,1121512604.52234,249658.228757679,202109150540
68,27265,5560,60,50038,High Point,"",1111.15552180343,11111.5552180343,1172957282.41284,307481.490778656,202109150540
69,27268,334,0,1695,High Point,"",1970.50147492625,19705.0147492625,2495618.64758301,8251.66869064816,202109150540
70,27278,2132,19,27181,Hillsborough,"",784.37143592951,7843.7143592951,2885765742.02771,502574.675043234,202109150540
71,27281,343,3,3710,Jackson Springs,"",924.528301886792,9245.28301886792,2095606802.2608,479969.724586594,202109150540
72,27282,1728,27,16597,Jamestown,"",1041.15201542447,10411.5201542447,404066994.873657,168803.970950205,202109150540
73,27283,334,5,2982,Julian,"",1120.05365526492,11200.5365526492,711286368.914917,161239.518798817,202109150540
74,27284,6659,85,56201,Kernersville,"",1184.85436202203,11848.5436202203,2233069317.10205,420748.080109325,202109150540
75,27288,2636,64,23585,Eden,"",1117.65952936188,11176.5952936188,1951079100.05676,304615.616752016,202109150540
76,27291,166,0,1538,Leasburg,"",1079.32379713914,10793.2379713914,1492904663.44434,314720.365319101,202109150540
77,27292,5393,44,41465,Lexington,"",1300.61497648619,13006.1497648619,4270233445.18579,407599.915340798,202109150540
78,27295,5512,66,39191,Lexington,"",1406.44535735245,14064.4535735245,3631502180.53174,466742.919509858,202109150540
79,27298,1165,12,10440,Liberty,"",1115.90038314176,11159.0038314176,2639148530.03284,431527.987760386,202109150540
80,27299,848,6,5254,Linwood,"",1614.00837457175,16140.0837457175,822543412.257813,203597.604040365,202109150540
81,27301,1339,21,10019,Mc Leansville,"",1336.46072462322,13364.6072462322,900133716.655151,287107.537324028,202109150540
82,27302,3487,23,32302,Mebane,"",1079.49972137948,10794.9972137948,3198656461.27478,644303.59427532,202109150540
83,27305,196,1,1585,Milton,"",1236.59305993691,12365.9305993691,687167820.539429,263836.485514183,202109150540
84,27306,911,20,5945,Mount Gilead,"",1532.38015138772,15323.8015138772,5305900334.83325,426306.558627535,202109150540
85,27310,788,4,8562,Oak Ridge,"",920.345713618314,9203.45713618313,526240082.103149,140986.043049622,202109150540
86,27311,383,4,3220,Pelham,"",1189.44099378882,11894.4099378882,1338371966.32642,293760.993606137,202109150540
87,27312,1307,26,22205,Pittsboro,"",588.606169781581,5886.06169781581,5005768374.64233,617961.777569282,202109150540
88,27313,704,24,7288,Pleasant Garden,"",965.971459934138,9659.71459934138,760352714.59021,181619.740165306,202109150540
89,27314,88,1,1138,Prospect Hill,"",773.286467486819,7732.86467486819,773578280.842896,162162.976448062,202109150540
