OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,Shape__Area,Shape__Length,DataGatherTS
1,27006,28,2,14872,Advance,,18.8273265196342,1744189234.37061,355282.663136038,202006111136
2,27007,6,0,2136,Ararat,,28.0898876404494,592499585.594238,195922.003442792,202006111136
3,27009,3,0,2937,Belews Creek,,10.2145045965271,618093097.011353,191244.647442635,202006111136
4,27011,20,0,5411,Boonville,,36.9617445943449,1489580093.86462,316910.589814884,202006111136
5,27012,50,0,28954,Clemmons,,17.2687711542447,1176567385.86804,255774.303165276,202006111136
6,27013,13,1,6495,Cleveland,,20.0153964588145,2066336247.98627,379169.285246239,202006111136
7,27014,1,0,957,Cooleemee,,10.4493207941484,21479098.032959,22299.1178929161,202006111136
8,27016,1,0,1682,Danbury,,5.94530321046373,1068209590.0686,211061.413302457,202006111136
9,27017,63,0,9499,Dobson,,66.3227708179808,2962951682.04883,566348.974052304,202006111136
10,27018,49,1,8221,East Bend,,59.6034545675709,2331567909.96985,255811.974556888,202006111136
11,27019,9,0,4234,Germanton,,21.2564950401512,977414017.819214,270248.259734795,202006111136
12,27020,39,2,6104,Hamptonville,,63.8925294888598,2114111622.36755,316969.486887135,202006111136
13,27021,39,0,17979,King,,21.6919739696312,1469376476.14172,210392.900707099,202006111136
14,27022,0,0,1512,Lawsonville,,0,918745327.278442,200803.000966771,202006111136
15,27023,29,1,12775,Lewisville,,22.7005870841487,807172159.002075,183078.980128527,202006111136
16,27024,5,0,2683,Lowgap,,18.6358553857622,1265827411.39758,278411.484773322,202006111136
17,27025,13,0,11117,Madison,,11.6938022847891,2714649364.33142,468723.596670606,202006111136
18,27027,2,0,4017,Mayodan,,4.97883993029624,548179131.574585,172371.363079245,202006111136
19,27028,98,0,28039,Mocksville,,34.9513178073398,5475621774.30664,567238.136149725,202006111136
20,27030,167,2,37641,Mount Airy,,44.3665152360458,4824085732.75671,624989.724929863,202006111136
21,27040,17,0,13150,Pfafftown,,12.9277566539924,763349953.536133,205025.773716105,202006111136
22,27041,5,0,8020,Pilot Mountain,,6.23441396508728,1629462738.40637,324677.141569035,202006111136
