OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,Shape__Area,Shape__Length,DataGatherTS
1,27006,103,3,14872,Advance,"",69.2576654115116,1744189234.37061,355282.663136038,202009041851
2,27007,27,0,2136,Ararat,"",126.404494382022,592499585.594238,195922.003442792,202009041851
3,27009,9,0,2937,Belews Creek,"",30.6435137895812,618093097.011353,191244.647442635,202009041851
4,27011,66,0,5411,Boonville,"",121.973757161338,1489580093.86462,316910.589814884,202009041851
5,27012,372,7,28954,Clemmons,"",128.47965738758,1176567385.86804,255774.303165276,202009041851
6,27013,86,2,6495,Cleveland,"",132.409545804465,2066336247.98627,379169.285246239,202009041851
7,27014,7,0,957,Cooleemee,"",73.1452455590387,21479098.032959,22299.1178929161,202009041851
8,27016,19,0,1682,Danbury,"",112.960760998811,1068209590.0686,211061.413302457,202009041851
9,27017,195,1,9499,Dobson,"",205.28476681756,2962951682.04883,566348.974052304,202009041851
10,27018,108,2,8221,East Bend,"",131.370879455054,2331567909.96985,255811.974556888,202009041851
11,27019,33,0,4234,Germanton,"",77.9404818138876,977414017.819214,270248.259734795,202009041851
12,27020,123,2,6104,Hamptonville,"",201.507208387942,2114111622.36755,316969.486887135,202009041851
13,27021,142,1,17979,King,"",78.9810334278881,1469376476.14172,210392.900707099,202009041851
14,27022,9,0,1512,Lawsonville,"",59.5238095238095,918745327.278442,200803.000966771,202009041851
15,27023,148,1,12775,Lewisville,"",115.851272015656,807172159.002075,183078.980128527,202009041851
16,27024,22,1,2683,Lowgap,"",81.9977636973537,1265827411.39758,278411.484773322,202009041851
17,27025,198,0,11117,Madison,"",178.105604029864,2714649364.33142,468723.596670606,202009041851
18,27027,30,0,4017,Mayodan,"",74.6825989544436,548179131.574585,172371.363079245,202009041851
19,27028,389,3,28039,Mocksville,"",138.735332929134,5475621774.30664,567238.136149725,202009041851
20,27030,587,10,37641,Mount Airy,"",155.946972715921,4824085732.75671,624989.724929863,202009041851
21,27040,117,1,13150,Pfafftown,"",88.9733840304182,763349953.536133,205025.773716105,202009041851
22,27041,81,0,8020,Pilot Mountain,"",100.997506234414,1629462738.40637,324677.141569035,202009041851
23,27042,9,1,720,Pine Hall,"",125,290758639.069458,113971.243586081,202009041851
24,27043,78,1,6442,Pinnacle,"",121.080409810618,1935795027.06067,395674.180712496,202009041851
25,27045,160,2,9583,Rural Hall,"",166.962329124491,666085549.25769,154538.589918543,202009041851
26,27046,8,0,1953,Sandy Ridge,"",40.9626216077829,1237681699.0647,217125.573744555,202009041851
27,27047,7,0,1279,Siloam,"",54.7302580140735,576295820.815674,144984.839113672,202009041851
28,27048,75,0,8902,Stoneville,"",84.2507301729948,2355000804.03674,325454.766660313,202009041851
29,27050,32,0,4084,Tobaccoville,"",78.3545543584721,703876500.567505,219088.1792708,202009041851
30,27051,91,1,8287,Walkertown,"",109.810546639315,524680317.775635,151066.808563308,202009041851
31,27052,72,0,10061,Walnut Cove,"",71.5634628764536,2710320219.82117,403203.611044297,202009041851
32,27053,17,0,3156,Westfield,"",53.8656527249683,2152815477.55933,413464.446930882,202009041851
33,27054,40,0,2608,Woodleaf,"",153.374233128834,778193820.583862,201172.963339102,202009041851
34,27055,290,2,14521,Yadkinville,"",199.710763721507,3115987965.39453,403366.49229781,202009041851
35,27101,287,6,24321,Winston Salem,"",118.005016241109,356085731.400146,162957.922513793,202009041851
36,27103,545,13,36071,Winston Salem,"",151.090904050345,527249856.672729,146399.561156354,202009041851
37,27104,409,11,29383,Winston Salem,"",139.196133818875,337669863.683838,130394.134288752,202009041851
