OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,RatePer100K,Shape__Area,Shape__Length,DataGatherTS
1,27006,667,3,14872,Advance,"",448.493813878429,4484.93813878429,1744189234.37061,355282.663136038,202101032111
2,27007,110,0,2136,Ararat,"",514.98127340824,5149.8127340824,592499585.594238,195922.003442792,202101032111
3,27009,142,1,2937,Belews Creek,"",483.486550902281,4834.86550902281,618093097.011353,191244.647442635,202101032111
4,27011,321,4,5411,Boonville,"",593.236000739235,5932.36000739235,1489580093.86462,316910.589814884,202101032111
5,27012,1649,27,28954,Clemmons,"",569.524072666989,5695.24072666989,1176567385.86804,255774.303165276,202101032111
6,27013,310,5,6495,Cleveland,"",477.290223248653,4772.90223248653,2066336247.98627,379169.285246239,202101032111
7,27014,44,0,957,Cooleemee,"",459.770114942529,4597.70114942529,21479098.032959,22299.1178929161,202101032111
8,27016,89,0,1682,Danbury,"",529.131985731272,5291.31985731272,1068209590.0686,211061.413302457,202101032111
9,27017,657,4,9499,Dobson,"",691.651752816086,6916.51752816086,2962951682.04883,566348.974052304,202101032111
10,27018,448,4,8221,East Bend,"",544.945870332076,5449.45870332076,2331567909.96985,255811.974556888,202101032111
11,27019,179,1,4234,Germanton,"",422.768068020784,4227.68068020784,977414017.819214,270248.259734795,202101032111
12,27020,421,4,6104,Hamptonville,"",689.711664482307,6897.11664482307,2114111622.36755,316969.486887135,202101032111
13,27021,838,15,17979,King,"",466.099338116692,4660.99338116692,1469376476.14172,210392.900707099,202101032111
14,27022,53,1,1512,Lawsonville,"",350.529100529101,3505.29100529101,918745327.278442,200803.000966771,202101032111
15,27023,618,2,12775,Lewisville,"",483.757338551859,4837.57338551859,807172159.002075,183078.980128527,202101032111
16,27024,155,3,2683,Lowgap,"",577.711516958628,5777.11516958628,1265827411.39758,278411.484773322,202101032111
17,27025,711,3,11117,Madison,"",639.561032652694,6395.61032652694,2714649364.33142,468723.596670606,202101032111
18,27027,262,1,4017,Mayodan,"",652.228030868808,6522.28030868808,548179131.574585,172371.363079245,202101032111
19,27028,1498,10,28039,Mocksville,"",534.255857912194,5342.55857912194,5475621774.30664,567238.136149725,202101032111
20,27030,2384,44,37641,Mount Airy,"",633.351930076247,6333.51930076247,4824085732.75671,624989.724929863,202101032111
21,27040,587,3,13150,Pfafftown,"",446.38783269962,4463.8783269962,763349953.536133,205025.773716105,202101032111
22,27041,378,5,8020,Pilot Mountain,"",471.321695760598,4713.21695760599,1629462738.40637,324677.141569035,202101032111
23,27042,51,1,720,Pine Hall,"",708.333333333333,7083.33333333333,290758639.069458,113971.243586081,202101032111
24,27043,317,4,6442,Pinnacle,"",492.083203973921,4920.83203973921,1935795027.06067,395674.180712496,202101032111
25,27045,567,5,9583,Rural Hall,"",591.672753834916,5916.72753834916,666085549.25769,154538.589918543,202101032111
