OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,RatePer100K,Shape__Area,Shape__Length,DataGatherTS
1,27006,2063,18,14872,Advance,"",1387.17052178591,13871.7052178591,1744189234.37061,355282.663136038,202112031640
2,27007,353,3,2136,Ararat,"",1652.62172284644,16526.2172284644,592499585.594238,195922.003442792,202112031640
3,27009,453,6,2937,Belews Creek,"",1542.39019407559,15423.9019407559,618093097.011353,191244.647442635,202112031640
4,27011,882,10,5411,Boonville,"",1630.01293661061,16300.1293661061,1489580093.86462,316910.589814884,202112031640
5,27012,4175,65,28954,Clemmons,"",1441.94239137943,14419.4239137943,1176567385.86804,255774.303165276,202112031640
6,27013,1069,13,6495,Cleveland,"",1645.88144726713,16458.8144726713,2066336247.98627,379169.285246239,202112031640
7,27014,176,6,957,Cooleemee,"",1839.08045977011,18390.8045977012,21479098.032959,22299.1178929161,202112031640
8,27016,292,4,1682,Danbury,"",1736.02853745541,17360.2853745541,1068209590.0686,211061.413302457,202112031640
9,27017,1748,23,9499,Dobson,"",1840.19370460048,18401.9370460048,2962951682.04883,566348.974052304,202112031640
10,27018,1147,11,8221,East Bend,"",1395.20739569395,13952.0739569395,2331567909.96985,255811.974556888,202112031640
11,27019,556,4,4234,Germanton,"",1313.17902692489,13131.7902692489,977414017.819214,270248.259734795,202112031640
12,27020,1118,11,6104,Hamptonville,"",1831.58584534731,18315.8584534731,2114111622.36755,316969.486887135,202112031640
13,27021,2791,59,17979,King,"",1552.36664998053,15523.6664998053,1469376476.14172,210392.900707099,202112031640
14,27022,178,3,1512,Lawsonville,"",1177.24867724868,11772.4867724868,918745327.278442,200803.000966771,202112031640
15,27023,1578,8,12775,Lewisville,"",1235.22504892368,12352.2504892368,807172159.002075,183078.980128527,202112031640
16,27024,449,4,2683,Lowgap,"",1673.49981364145,16734.9981364145,1265827411.39758,278411.484773322,202112031640
17,27025,1570,36,11117,Madison,"",1412.25150670145,14122.5150670145,2714649364.33142,468723.596670606,202112031640
18,27027,531,19,4017,Mayodan,"",1321.88200149365,13218.8200149365,548179131.574585,172371.363079245,202112031640
19,27028,4518,56,28039,Mocksville,"",1611.32708013838,16113.2708013838,5475621774.30664,567238.136149725,202112031640
20,27030,6761,148,37641,Mount Airy,"",1796.17969767009,17961.7969767009,4824085732.75671,624989.724929863,202112031640
21,27040,1588,13,13150,Pfafftown,"",1207.60456273764,12076.0456273764,763349953.536133,205025.773716105,202112031640
22,27041,1294,11,8020,Pilot Mountain,"",1613.46633416459,16134.6633416459,1629462738.40637,324677.141569035,202112031640
23,27042,97,2,720,Pine Hall,"",1347.22222222222,13472.2222222222,290758639.069458,113971.243586081,202112031640
24,27043,936,12,6442,Pinnacle,"",1452.96491772741,14529.6491772741,1935795027.06067,395674.180712496,202112031640
25,27045,1554,13,9583,Rural Hall,"",1621.62162162162,16216.2162162162,666085549.25769,154538.589918543,202112031640
26,27046,254,5,1953,Sandy Ridge,"",1300.56323604711,13005.6323604711,1237681699.0647,217125.573744555,202112031640
27,27047,188,2,1279,Siloam,"",1469.89835809226,14698.9835809226,576295820.815674,144984.839113672,202112031640
28,27048,1174,16,8902,Stoneville,"",1318.80476297461,13188.0476297461,2355000804.03674,325454.766660313,202112031640
29,27050,573,7,4084,Tobaccoville,"",1403.03623898139,14030.3623898139,703876500.567505,219088.1792708,202112031640
30,27051,1196,12,8287,Walkertown,"",1443.22432725956,14432.2432725956,524680317.775635,151066.808563308,202112031640
31,27052,1501,29,10061,Walnut Cove,"",1491.89941357718,14918.9941357718,2710320219.82117,403203.611044297,202112031640
32,27053,386,5,3156,Westfield,"",1223.06717363752,12230.6717363752,2152815477.55933,413464.446930882,202112031640
33,27054,479,9,2608,Woodleaf,"",1836.65644171779,18366.5644171779,778193820.583862,201172.963339102,202112031640
34,27055,2559,32,14521,Yadkinville,"",1762.27532539081,17622.7532539081,3115987965.39453,403366.49229781,202112031640
