OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,RatePer100K,Shape__Area,Shape__Length,DataGatherTS
1,27006,1816,14,14872,Advance,"",1221.08660570199,12210.8660570199,1744189234.37061,355282.663136038,202109271740
2,27007,286,1,2136,Ararat,"",1338.95131086142,13389.5131086142,592499585.594238,195922.003442792,202109271740
3,27009,400,4,2937,Belews Creek,"",1361.93394620361,13619.3394620361,618093097.011353,191244.647442635,202109271740
4,27011,777,7,5411,Boonville,"",1435.9637774903,14359.637774903,1489580093.86462,316910.589814884,202109271740
5,27012,3766,56,28954,Clemmons,"",1300.68384333771,13006.8384333771,1176567385.86804,255774.303165276,202109271740
6,27013,970,12,6495,Cleveland,"",1493.45650500385,14934.5650500385,2066336247.98627,379169.285246239,202109271740
7,27014,152,5,957,Cooleemee,"",1588.29676071055,15882.9676071055,21479098.032959,22299.1178929161,202109271740
8,27016,243,4,1682,Danbury,"",1444.70868014269,14447.0868014269,1068209590.0686,211061.413302457,202109271740
9,27017,1536,20,9499,Dobson,"",1617.01231708601,16170.1231708601,2962951682.04883,566348.974052304,202109271740
10,27018,994,9,8221,East Bend,"",1209.09864979929,12090.9864979929,2331567909.96985,255811.974556888,202109271740
11,27019,474,1,4234,Germanton,"",1119.50873878129,11195.0873878129,977414017.819214,270248.259734795,202109271740
12,27020,978,10,6104,Hamptonville,"",1602.22804718218,16022.2804718218,2114111622.36755,316969.486887135,202109271740
13,27021,2405,53,17979,King,"",1337.67172812726,13376.7172812726,1469376476.14172,210392.900707099,202109271740
14,27022,140,3,1512,Lawsonville,"",925.925925925926,9259.25925925926,918745327.278442,200803.000966771,202109271740
15,27023,1390,6,12775,Lewisville,"",1088.0626223092,10880.626223092,807172159.002075,183078.980128527,202109271740
16,27024,409,4,2683,Lowgap,"",1524.41297055535,15244.1297055535,1265827411.39758,278411.484773322,202109271740
17,27025,1336,32,11117,Madison,"",1201.76306557525,12017.6306557525,2714649364.33142,468723.596670606,202109271740
18,27027,451,19,4017,Mayodan,"",1122.7284042818,11227.284042818,548179131.574585,172371.363079245,202109271740
19,27028,3890,43,28039,Mocksville,"",1387.35332929134,13873.5332929134,5475621774.30664,567238.136149725,202109271740
20,27030,5807,129,37641,Mount Airy,"",1542.73265853723,15427.3265853723,4824085732.75671,624989.724929863,202109271740
21,27040,1402,13,13150,Pfafftown,"",1066.15969581749,10661.5969581749,763349953.536133,205025.773716105,202109271740
22,27041,1041,9,8020,Pilot Mountain,"",1298.00498753117,12980.0498753117,1629462738.40637,324677.141569035,202109271740
23,27042,88,2,720,Pine Hall,"",1222.22222222222,12222.2222222222,290758639.069458,113971.243586081,202109271740
24,27043,757,9,6442,Pinnacle,"",1175.10090034151,11751.0090034151,1935795027.06067,395674.180712496,202109271740
25,27045,1351,11,9583,Rural Hall,"",1409.78816654492,14097.8816654492,666085549.25769,154538.589918543,202109271740
26,27046,207,2,1953,Sandy Ridge,"",1059.90783410138,10599.0783410138,1237681699.0647,217125.573744555,202109271740
27,27047,158,2,1279,Siloam,"",1235.34010946052,12353.4010946052,576295820.815674,144984.839113672,202109271740
28,27048,968,12,8902,Stoneville,"",1087.39609076612,10873.9609076612,2355000804.03674,325454.766660313,202109271740
29,27050,484,5,4084,Tobaccoville,"",1185.11263467189,11851.1263467189,703876500.567505,219088.1792708,202109271740
30,27051,1027,8,8287,Walkertown,"",1239.29045492941,12392.9045492941,524680317.775635,151066.808563308,202109271740
31,27052,1311,26,10061,Walnut Cove,"",1303.05138654209,13030.5138654209,2710320219.82117,403203.611044297,202109271740
32,27053,294,3,3156,Westfield,"",931.558935361217,9315.58935361217,2152815477.55933,413464.446930882,202109271740
33,27054,442,5,2608,Woodleaf,"",1694.78527607362,16947.8527607362,778193820.583862,201172.963339102,202109271740
34,27055,2245,32,14521,Yadkinville,"",1546.03677432684,15460.3677432684,3115987965.39453,403366.49229781,202109271740
35,27101,2471,45,24321,Winston Salem,"",1015.99440812467,10159.9440812467,356085731.400146,162957.922513793,202109271740
36,27103,4095,47,36071,Winston Salem,"",1135.26101300213,11352.6101300213,527249856.672729,146399.561156354,202109271740
37,27104,3258,41,29383,Winston Salem,"",1108.80441071368,11088.0441071368,337669863.683838,130394.134288752,202109271740
38,27105,5491,52,40186,Winston Salem,"",1366.39625740308,13663.9625740308,950547784.577881,208375.813794777,202109271740
39,27106,5574,65,51378,Winston Salem,"",1084.90015181595,10849.0015181595,787324720.967285,203893.681115083,202109271740
40,27107,6842,59,52432,Winston Salem,"",1304.92828806836,13049.2828806836,1859279716.41162,319111.813640457,202109271740
41,27127,5243,29,38510,Winston Salem,"",1361.46455466113,13614.6455466113,820319160.873047,213438.375685158,202109271740
42,27157,50,0,5,Winston Salem,"",,,827769.094482422,4216.57245655308,202109271740
43,27203,3438,60,21876,Asheboro,"",1571.58529895776,15715.8529895776,589408161.410522,188062.356665824,202109271740
44,27205,4900,54,34549,Asheboro,"",1418.27549277837,14182.7549277837,6255653514.79199,588011.232518038,202109271740
45,27207,441,2,3806,Bear Creek,"",1158.69679453494,11586.9679453494,2300194678.82397,473699.237818467,202109271740
46,27208,230,3,1691,Bennett,"",1360.14192785334,13601.4192785334,1029479783.1405,215638.108979383,202109271740
47,27209,848,42,4151,Biscoe,"",2042.88123343773,20428.8123343773,1198089302.20734,259108.004034657,202109271740
48,27212,411,1,1600,Blanch,"",2568.75,25687.5,1328181375.12305,277007.39975067,202109271740
49,27214,1441,16,11747,Browns Summit,"",1226.69617774751,12266.9617774751,1414533235.94788,324969.092830869,202109271740
50,27215,6056,79,44892,Burlington,"",1349.01541477323,13490.1541477323,1827823774.30115,298200.358945539,202109271740
