OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,RatePer100K,Shape__Area,Shape__Length,DataGatherTS
1,27006,812,3,14872,Advance,"",545.992469069392,5459.92469069392,1744189234.37061,355282.663136038,202101200545
2,27007,161,0,2136,Ararat,"",753.74531835206,7537.4531835206,592499585.594238,195922.003442792,202101200545
3,27009,187,1,2937,Belews Creek,"",636.704119850187,6367.04119850187,618093097.011353,191244.647442635,202101200545
4,27011,403,4,5411,Boonville,"",744.779153576049,7447.79153576049,1489580093.86462,316910.589814884,202101200545
5,27012,2026,30,28954,Clemmons,"",699.730607169994,6997.30607169994,1176567385.86804,255774.303165276,202101200545
6,27013,403,5,6495,Cleveland,"",620.477290223249,6204.77290223249,2066336247.98627,379169.285246239,202101200545
7,27014,49,0,957,Cooleemee,"",512.016718913271,5120.16718913271,21479098.032959,22299.1178929161,202101200545
8,27016,104,0,1682,Danbury,"",618.311533888228,6183.11533888228,1068209590.0686,211061.413302457,202101200545
9,27017,805,6,9499,Dobson,"",847.457627118644,8474.57627118644,2962951682.04883,566348.974052304,202101200545
10,27018,527,4,8221,East Bend,"",641.041235859385,6410.41235859385,2331567909.96985,255811.974556888,202101200545
11,27019,229,1,4234,Germanton,"",540.859707132735,5408.59707132735,977414017.819214,270248.259734795,202101200545
12,27020,520,5,6104,Hamptonville,"",851.900393184797,8519.00393184797,2114111622.36755,316969.486887135,202101200545
13,27021,1118,27,17979,King,"",621.836587129429,6218.36587129429,1469376476.14172,210392.900707099,202101200545
14,27022,71,1,1512,Lawsonville,"",469.57671957672,4695.7671957672,918745327.278442,200803.000966771,202101200545
15,27023,727,3,12775,Lewisville,"",569.080234833659,5690.8023483366,807172159.002075,183078.980128527,202101200545
16,27024,203,3,2683,Lowgap,"",756.615728661946,7566.15728661946,1265827411.39758,278411.484773322,202101200545
17,27025,806,3,11117,Madison,"",725.015741656922,7250.15741656922,2714649364.33142,468723.596670606,202101200545
18,27027,294,1,4017,Mayodan,"",731.889469753547,7318.89469753547,548179131.574585,172371.363079245,202101200545
19,27028,1842,12,28039,Mocksville,"",656.942116337958,6569.42116337958,5475621774.30664,567238.136149725,202101200545
20,27030,2938,59,37641,Mount Airy,"",780.531866847321,7805.31866847321,4824085732.75671,624989.724929863,202101200545
21,27040,711,3,13150,Pfafftown,"",540.684410646388,5406.84410646388,763349953.536133,205025.773716105,202101200545
22,27041,491,6,8020,Pilot Mountain,"",612.219451371571,6122.19451371571,1629462738.40637,324677.141569035,202101200545
23,27042,58,1,720,Pine Hall,"",805.555555555556,8055.55555555556,290758639.069458,113971.243586081,202101200545
24,27043,381,5,6442,Pinnacle,"",591.431232536479,5914.31232536479,1935795027.06067,395674.180712496,202101200545
25,27045,684,5,9583,Rural Hall,"",713.7639570072,7137.639570072,666085549.25769,154538.589918543,202101200545
26,27046,109,1,1953,Sandy Ridge,"",558.115719406042,5581.15719406042,1237681699.0647,217125.573744555,202101200545
27,27047,83,0,1279,Siloam,"",648.944487881157,6489.44487881157,576295820.815674,144984.839113672,202101200545
28,27048,526,2,8902,Stoneville,"",590.878454279937,5908.78454279937,2355000804.03674,325454.766660313,202101200545
29,27050,208,2,4084,Tobaccoville,"",509.304603330069,5093.04603330069,703876500.567505,219088.1792708,202101200545
30,27051,514,5,8287,Walkertown,"",620.248582116568,6202.48582116568,524680317.775635,151066.808563308,202101200545
31,27052,624,11,10061,Walnut Cove,"",620.216678262598,6202.16678262598,2710320219.82117,403203.611044297,202101200545
32,27053,126,1,3156,Westfield,"",399.239543726236,3992.39543726236,2152815477.55933,413464.446930882,202101200545
33,27054,189,2,2608,Woodleaf,"",724.693251533742,7246.93251533742,778193820.583862,201172.963339102,202101200545
34,27055,1264,16,14521,Yadkinville,"",870.463466703395,8704.63466703395,3115987965.39453,403366.49229781,202101200545
35,27101,1274,31,24321,Winston Salem,"",523.827145265408,5238.27145265408,356085731.400146,162957.922513793,202101200545
36,27103,2179,22,36071,Winston Salem,"",604.086385184774,6040.86385184774,527249856.672729,146399.561156354,202101200545
37,27104,1797,24,29383,Winston Salem,"",611.57812340469,6115.7812340469,337669863.683838,130394.134288752,202101200545
38,27105,2880,24,40186,Winston Salem,"",716.667496142935,7166.67496142935,950547784.577881,208375.813794777,202101200545
39,27106,3000,24,51378,Winston Salem,"",583.907509050566,5839.07509050566,787324720.967285,203893.681115083,202101200545
40,27107,3629,29,52432,Winston Salem,"",692.134574305768,6921.34574305767,1859279716.41162,319111.813640457,202101200545
41,27127,2821,20,38510,Winston Salem,"",732.537003375747,7325.37003375747,820319160.873047,213438.375685158,202101200545
42,27157,28,0,5,Winston Salem,"",,,827769.094482422,4216.57245655308,202101200545
43,27203,1974,36,21876,Asheboro,"",902.358749314317,9023.58749314317,589408161.410522,188062.356665824,202101200545
44,27205,2528,32,34549,Asheboro,"",731.714376682393,7317.14376682393,6255653514.79199,588011.232518038,202101200545
