OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,Shape__Area,Shape__Length,DataGatherTS
1,27006,43,3,14872,Advance,,28.9133942980097,1744189234.37061,355282.663136038,202007080636
2,27007,13,0,2136,Ararat,,60.8614232209738,592499585.594238,195922.003442792,202007080636
3,27009,5,0,2937,Belews Creek,,17.0241743275451,618093097.011353,191244.647442635,202007080636
4,27011,36,0,5411,Boonville,,66.5311402698207,1489580093.86462,316910.589814884,202007080636
5,27012,167,0,28954,Clemmons,,57.6776956551772,1176567385.86804,255774.303165276,202007080636
6,27013,30,1,6495,Cleveland,,46.189376443418,2066336247.98627,379169.285246239,202007080636
7,27014,2,0,957,Cooleemee,,20.8986415882968,21479098.032959,22299.1178929161,202007080636
8,27016,4,0,1682,Danbury,,23.7812128418549,1068209590.0686,211061.413302457,202007080636
9,27017,114,0,9499,Dobson,,120.012632908727,2962951682.04883,566348.974052304,202007080636
10,27018,71,1,8221,East Bend,,86.3641892713782,2331567909.96985,255811.974556888,202007080636
11,27019,20,0,4234,Germanton,,47.2366556447803,977414017.819214,270248.259734795,202007080636
12,27020,63,2,6104,Hamptonville,,103.211009174312,2114111622.36755,316969.486887135,202007080636
13,27021,65,1,17979,King,,36.1532899493854,1469376476.14172,210392.900707099,202007080636
14,27022,1,0,1512,Lawsonville,,6.61375661375661,918745327.278442,200803.000966771,202007080636
15,27023,68,1,12775,Lewisville,,53.2289628180039,807172159.002075,183078.980128527,202007080636
16,27024,9,0,2683,Lowgap,,33.544539694372,1265827411.39758,278411.484773322,202007080636
17,27025,24,0,11117,Madison,,21.588558064226,2714649364.33142,468723.596670606,202007080636
18,27027,6,0,4017,Mayodan,,14.9365197908887,548179131.574585,172371.363079245,202007080636
19,27028,188,0,28039,Mocksville,,67.0494668140804,5475621774.30664,567238.136149725,202007080636
20,27030,256,2,37641,Mount Airy,,68.0109455115433,4824085732.75671,624989.724929863,202007080636
21,27040,36,0,13150,Pfafftown,,27.3764258555133,763349953.536133,205025.773716105,202007080636
22,27041,20,0,8020,Pilot Mountain,,24.9376558603491,1629462738.40637,324677.141569035,202007080636
23,27042,5,0,720,Pine Hall,,69.4444444444444,290758639.069458,113971.243586081,202007080636
24,27043,24,0,6442,Pinnacle,,37.2555107109593,1935795027.06067,395674.180712496,202007080636
25,27045,72,1,9583,Rural Hall,,75.1330481060211,666085549.25769,154538.589918543,202007080636
26,27046,2,0,1953,Sandy Ridge,,10.2406554019457,1237681699.0647,217125.573744555,202007080636
27,27047,4,0,1279,Siloam,,31.2744331508991,576295820.815674,144984.839113672,202007080636
28,27048,22,0,8902,Stoneville,,24.7135475174118,2355000804.03674,325454.766660313,202007080636
29,27050,12,0,4084,Tobaccoville,,29.382957884427,703876500.567505,219088.1792708,202007080636
30,27051,42,0,8287,Walkertown,,50.6817907566067,524680317.775635,151066.808563308,202007080636
31,27052,40,0,10061,Walnut Cove,,39.7574793758076,2710320219.82117,403203.611044297,202007080636
32,27053,5,0,3156,Westfield,,15.8428390367554,2152815477.55933,413464.446930882,202007080636
33,27054,18,0,2608,Woodleaf,,69.0184049079755,778193820.583862,201172.963339102,202007080636
34,27055,162,2,14521,Yadkinville,,111.562564561669,3115987965.39453,403366.49229781,202007080636
35,27101,140,0,24321,Winston Salem,,57.5634225566383,356085731.400146,162957.922513793,202007080636
36,27103,291,8,36071,Winston Salem,,80.6742258323861,527249856.672729,146399.561156354,202007080636
37,27104,234,4,29383,Winston Salem,,79.6378858523636,337669863.683838,130394.134288752,202007080636
38,27105,622,4,40186,Winston Salem,,154.780271736426,950547784.577881,208375.813794777,202007080636
39,27106,423,3,51378,Winston Salem,,82.3309587761299,787324720.967285,203893.681115083,202007080636
40,27107,694,7,52432,Winston Salem,,132.361916386939,1859279716.41162,319111.813640457,202007080636
41,27127,445,5,38510,Winston Salem,,115.554401454168,820319160.873047,213438.375685158,202007080636
42,27157,NA,NA,5,Winston Salem,Population <500 and Cases <5,NA,827769.094482422,4216.57245655308,202007080636
43,27203,409,15,21876,Asheboro,,186.962881696837,589408161.410522,188062.356665824,202007080636
44,27205,329,2,34549,Asheboro,,95.2270688008336,6255653514.79199,588011.232518038,202007080636
45,27207,42,1,3806,Bear Creek,,110.352075669995,2300194678.82397,473699.237818467,202007080636
46,27208,13,0,1691,Bennett,,76.8775872264932,1029479783.1405,215638.108979383,202007080636
47,27209,109,5,4151,Biscoe,,262.587328354613,1198089302.20734,259108.004034657,202007080636
48,27212,47,0,1600,Blanch,,293.75,1328181375.12305,277007.39975067,202007080636
49,27214,50,1,11747,Browns Summit,,42.5640589086575,1414533235.94788,324969.092830869,202007080636
50,27215,267,3,44892,Burlington,,59.4760759155306,1827823774.30115,298200.358945539,202007080636
51,27217,596,33,39111,Burlington,,152.386796553399,3473433663.33496,513818.51476852,202007080636
52,27229,78,0,4014,Candor,,194.319880418535,2747739848.89313,367384.611313313,202007080636
53,27231,5,0,2048,Cedar Grove,,24.4140625,987771348.581177,209108.769362036,202007080636
54,27233,9,0,3647,Climax,,24.6778173841514,703252829.253662,187154.002103638,202007080636
55,27235,14,0,4575,Colfax,,30.6010928961749,380654027.583252,148521.339190303,202007080636
56,27239,34,0,9629,Denton,,35.3100010385294,4319759872.9696,429373.198159064,202007080636
57,27242,11,0,2668,Eagle Springs,,41.2293853073463,1480408484.01825,321391.030328654,202007080636
58,27243,31,1,4665,Efland,,66.4523043944266,1142332751.10315,311755.144165646,202007080636
59,27244,36,0,16259,Elon,,22.1415831231933,1541989025.453,399696.340130384,202007080636
60,27248,30,1,4835,Franklinville,,62.047569803516,942909114.352783,215710.992817749,202007080636
61,27249,55,0,13355,Gibsonville,,41.183077499064,1679803774.77087,397477.611919868,202007080636
62,27252,9,1,2264,Goldston,,39.7526501766784,1142470673.17163,220926.147155476,202007080636
63,27253,210,1,31464,Graham,,66.742944317315,2351372927.78931,521476.969804177,202007080636
64,27258,42,0,7740,Haw River,,54.2635658914729,473631125.268677,312686.877842211,202007080636
65,27260,264,8,25696,High Point,,102.739726027397,348441568.963501,133229.878739789,202007080636
66,27262,180,4,24764,High Point,,72.6861573251494,368730084.700928,171087.864383377,202007080636
67,27263,120,1,22320,High Point,,53.7634408602151,1121512604.52234,249658.228757679,202007080636
68,27265,253,19,50038,High Point,,50.5615732043647,1172957282.41284,307481.490778656,202007080636
69,27268,1,0,1695,High Point,,5.89970501474926,2495618.64758301,8251.66869064816,202007080636
70,27278,152,0,27181,Hillsborough,,55.9214156947868,2885765742.02771,502574.675043234,202007080636
71,27281,23,0,3710,Jackson Springs,,61.9946091644205,2095606802.2608,479969.724586594,202007080636
72,27282,46,1,16597,Jamestown,,27.7158522624571,404066994.873657,168803.970950205,202007080636
73,27283,11,0,2982,Julian,,36.8879946344735,711286368.914917,161239.518798817,202007080636
74,27284,268,4,56201,Kernersville,,47.685984235156,2233069317.10205,420748.080109325,202007080636
75,27288,86,0,23585,Eden,,36.4638541445834,1951079100.05676,304615.616752016,202007080636
76,27291,1,0,1538,Leasburg,,6.50195058517555,1492904663.44434,314720.365319101,202007080636
77,27292,329,5,41465,Lexington,,79.344025081394,4270233445.18579,407599.915340798,202007080636
78,27295,261,10,39191,Lexington,,66.5969227628792,3631502180.53174,466742.919509858,202007080636
79,27298,68,0,10440,Liberty,,65.1340996168582,2639148530.03284,431527.987760386,202007080636
80,27299,29,0,5254,Linwood,,55.1960411115341,822543412.257813,203597.604040365,202007080636
81,27301,42,2,10019,Mc Leansville,,41.9203513324683,900133716.655151,287107.537324028,202007080636
82,27302,187,0,32302,Mebane,,57.8911522506346,3198656461.27478,644303.59427532,202007080636
83,27305,21,1,1585,Milton,,132.492113564669,687167820.539429,263836.485514183,202007080636
84,27306,41,2,5945,Mount Gilead,,68.9655172413793,5305900334.83325,426306.558627535,202007080636
85,27310,23,1,8562,Oak Ridge,,26.8628825040878,526240082.103149,140986.043049622,202007080636
86,27311,5,0,3220,Pelham,,15.527950310559,1338371966.32642,293760.993606137,202007080636
87,27312,127,18,22205,Pittsboro,,57.1943256023418,5005768374.64233,617961.777569282,202007080636
88,27313,85,16,7288,Pleasant Garden,,116.630076838639,760352714.59021,181619.740165306,202007080636
89,27314,4,0,1138,Prospect Hill,,35.1493848857645,773578280.842896,162162.976448062,202007080636
90,27315,2,0,2140,Providence,,9.34579439252336,697810511.310425,179457.95829655,202007080636
91,27316,124,9,7156,Ramseur,,173.281162660704,1975410509.03577,278228.393914438,202007080636
92,27317,122,3,17851,Randleman,,68.3435101674976,1700826686.43616,339539.515262609,202007080636
93,27320,106,2,38894,Reidsville,,27.2535609605595,6966725984.64832,658218.836963247,202007080636
94,27325,86,0,7676,Robbins,,112.037519541428,2401051783.47894,409075.895347679,202007080636
95,27326,17,1,3692,Ruffin,,46.0455037919827,1884156536.74561,359587.547530237,202007080636
96,27330,570,7,39529,Sanford,,144.197930633206,6011213414.18433,528161.840140257,202007080636
97,27332,337,3,33549,Sanford,,100.450087931086,2996782209.29614,417113.164836099,202007080636
98,27341,29,0,5820,Seagrove,,49.8281786941581,2678433259.4787,311632.157547413,202007080636
99,27343,4,0,1840,Semora,,21.7391304347826,1390260353.39624,348769.311430722,202007080636
100,27344,683,19,19290,Siler City,,354.069466044583,4591228058.44531,607903.308882544,202007080636
101,27349,12,0,5850,Snow Camp,,20.5128205128205,1831279532.651,381750.490582419,202007080636
102,27350,20,0,7508,Sophia,,26.638252530634,1066449848.573,204602.636460839,202007080636
103,27355,34,0,3196,Staley,,106.382978723404,1016358702.6969,245160.332752788,202007080636
104,27356,35,1,3513,Star,,99.6299459151722,1815293543.21783,348288.37985576,202007080636
105,27357,39,1,8325,Stokesdale,,46.8468468468468,1273124268.28796,223115.118835702,202007080636
106,27358,87,1,15960,Summerfield,,54.5112781954887,1557557662.14905,323017.176053331,202007080636
107,27360,306,0,48331,Thomasville,,63.3134013366162,2458732404.91687,372395.85217249,202007080636
108,27370,66,0,14622,Trinity,,45.137464095199,1663817222.16028,344702.900725307,202007080636
109,27371,86,1,7778,Troy,,110.568269478015,4076136455.00793,473833.643450898,202007080636
110,27376,41,1,9884,West End,,41.4811817078106,1781050002.06519,320932.333330313,202007080636
111,27377,51,0,9597,Whitsett,,53.14160675211,736936774.92627,183024.518653502,202007080636
112,27379,24,0,6057,Yanceyville,,39.6235760277365,2663338769.75159,422550.665080929,202007080636
113,27401,122,3,20221,Greensboro,,60.3333168488205,171748092.127686,100334.769337553,202007080636
114,27403,69,5,21278,Greensboro,,32.4278597612558,159396286.028687,87465.2545388649,202007080636
115,27405,513,9,52510,Greensboro,,97.6956770139021,886695637.391357,284328.526421691,202007080636
116,27406,344,30,60755,Greensboro,,56.620854250679,1894160074.00403,327705.317343953,202007080636
117,27407,365,8,49837,Greensboro,,73.2387583522283,840498790.451172,227731.576408348,202007080636
118,27408,62,0,17406,Greensboro,,35.6199011834999,221403500.549561,80148.1616765212,202007080636
119,27409,80,2,17953,Greensboro,,44.5607976382777,603872824.646484,239783.02449594,202007080636
120,27410,169,3,56968,Greensboro,,29.6657772784721,859363574.914917,272309.563854046,202007080636
121,27455,98,3,29197,Greensboro,,33.5650923040038,816075696.678345,198282.860420201,202007080636
122,27501,125,1,21338,Angier,,58.5809354203768,1683348454.90833,329143.189780915,202007080636
123,27502,168,1,43747,Apex,,38.4026333234279,840126405.51062,242725.298081049,202007080636
124,27503,22,0,7222,Bahama,,30.4624757684852,1054708975.44934,246183.053747647,202007080636
125,27504,140,1,16320,Benson,,85.7843137254902,2584462015.08862,486262.181304732,202007080636
126,27505,79,2,7308,Broadway,,108.100711548987,1509842573.20557,320128.840505679,202007080636
127,27507,11,0,2053,Bullock,,53.5801266439357,1354883649.98218,266873.357504053,202007080636
