OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,Shape__Area,Shape__Length,DataGatherTS
1,27006,31,3,14872,Advance,,20.8445400753093,1744189234.37061,355282.663136038,202006231736
2,27007,8,0,2136,Ararat,,37.4531835205993,592499585.594238,195922.003442792,202006231736
3,27009,4,0,2937,Belews Creek,,13.6193394620361,618093097.011353,191244.647442635,202006231736
4,27011,25,0,5411,Boonville,,46.2021807429311,1489580093.86462,316910.589814884,202006231736
5,27012,76,0,28954,Clemmons,,26.2485321544519,1176567385.86804,255774.303165276,202006231736
6,27013,20,1,6495,Cleveland,,30.7929176289453,2066336247.98627,379169.285246239,202006231736
7,27014,2,0,957,Cooleemee,,20.8986415882968,21479098.032959,22299.1178929161,202006231736
8,27016,3,0,1682,Danbury,,17.8359096313912,1068209590.0686,211061.413302457,202006231736
9,27017,88,0,9499,Dobson,,92.6413306663859,2962951682.04883,566348.974052304,202006231736
10,27018,58,1,8221,East Bend,,70.551027855492,2331567909.96985,255811.974556888,202006231736
11,27019,12,0,4234,Germanton,,28.3419933868682,977414017.819214,270248.259734795,202006231736
12,27020,49,2,6104,Hamptonville,,80.2752293577982,2114111622.36755,316969.486887135,202006231736
13,27021,49,1,17979,King,,27.254018577229,1469376476.14172,210392.900707099,202006231736
14,27022,1,0,1512,Lawsonville,,6.61375661375661,918745327.278442,200803.000966771,202006231736
15,27023,40,1,12775,Lewisville,,31.3111545988258,807172159.002075,183078.980128527,202006231736
16,27024,8,0,2683,Lowgap,,29.8173686172195,1265827411.39758,278411.484773322,202006231736
17,27025,19,0,11117,Madison,,17.0909418008456,2714649364.33142,468723.596670606,202006231736
18,27027,3,0,4017,Mayodan,,7.46825989544436,548179131.574585,172371.363079245,202006231736
19,27028,127,0,28039,Mocksville,,45.2940547095117,5475621774.30664,567238.136149725,202006231736
20,27030,215,2,37641,Mount Airy,,57.1185675194602,4824085732.75671,624989.724929863,202006231736
21,27040,24,0,13150,Pfafftown,,18.2509505703422,763349953.536133,205025.773716105,202006231736
22,27041,9,0,8020,Pilot Mountain,,11.2219451371571,1629462738.40637,324677.141569035,202006231736
23,27042,3,0,720,Pine Hall,,41.6666666666667,290758639.069458,113971.243586081,202006231736
24,27043,18,0,6442,Pinnacle,,27.9416330332195,1935795027.06067,395674.180712496,202006231736
25,27045,54,1,9583,Rural Hall,,56.3497860795158,666085549.25769,154538.589918543,202006231736
26,27046,1,0,1953,Sandy Ridge,,5.12032770097286,1237681699.0647,217125.573744555,202006231736
27,27047,3,0,1279,Siloam,,23.4558248631744,576295820.815674,144984.839113672,202006231736
28,27048,13,0,8902,Stoneville,,14.6034598966524,2355000804.03674,325454.766660313,202006231736
29,27050,8,0,4084,Tobaccoville,,19.588638589618,703876500.567505,219088.1792708,202006231736
30,27051,31,0,8287,Walkertown,,37.4079884155907,524680317.775635,151066.808563308,202006231736
31,27052,33,0,10061,Walnut Cove,,32.7999204850412,2710320219.82117,403203.611044297,202006231736
32,27053,5,0,3156,Westfield,,15.8428390367554,2152815477.55933,413464.446930882,202006231736
33,27054,6,0,2608,Woodleaf,,23.0061349693252,778193820.583862,201172.963339102,202006231736
34,27055,137,1,14521,Yadkinville,,94.3461194132635,3115987965.39453,403366.49229781,202006231736
35,27101,111,0,24321,Winston Salem,,45.6395707413346,356085731.400146,162957.922513793,202006231736
36,27103,219,3,36071,Winston Salem,,60.7135926367442,527249856.672729,146399.561156354,202006231736
37,27104,173,4,29383,Winston Salem,,58.8775822754654,337669863.683838,130394.134288752,202006231736
38,27105,516,2,40186,Winston Salem,,128.402926392276,950547784.577881,208375.813794777,202006231736
39,27106,330,3,51378,Winston Salem,,64.2298259955623,787324720.967285,203893.681115083,202006231736
40,27107,555,7,52432,Winston Salem,,105.85138846506,1859279716.41162,319111.813640457,202006231736
41,27127,330,4,38510,Winston Salem,,85.6920280446637,820319160.873047,213438.375685158,202006231736
42,27157,NA,NA,5,Winston Salem,Population <500 and Cases <5,NA,827769.094482422,4216.57245655308,202006231736
43,27203,354,12,21876,Asheboro,,161.821173889194,589408161.410522,188062.356665824,202006231736
44,27205,252,2,34549,Asheboro,,72.9398824857449,6255653514.79199,588011.232518038,202006231736
45,27207,35,1,3806,Bear Creek,,91.960063058329,2300194678.82397,473699.237818467,202006231736
