OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,Shape__Area,Shape__Length,DataGatherTS
1,27006,179,3,14872,Advance,"",120.360408821947,1744189234.37061,355282.663136038,202010230657
2,27007,39,0,2136,Ararat,"",182.584269662921,592499585.594238,195922.003442792,202010230657
3,27009,25,0,2937,Belews Creek,"",85.1208716377256,618093097.011353,191244.647442635,202010230657
4,27011,109,1,5411,Boonville,"",201.441508039179,1489580093.86462,316910.589814884,202010230657
5,27012,531,14,28954,Clemmons,"",183.394349658078,1176567385.86804,255774.303165276,202010230657
6,27013,129,4,6495,Cleveland,"",198.614318706697,2066336247.98627,379169.285246239,202010230657
7,27014,10,0,957,Cooleemee,"",104.493207941484,21479098.032959,22299.1178929161,202010230657
8,27016,23,0,1682,Danbury,"",136.741973840666,1068209590.0686,211061.413302457,202010230657
9,27017,265,1,9499,Dobson,"",278.976734393094,2962951682.04883,566348.974052304,202010230657
10,27018,147,2,8221,East Bend,"",178.810363702713,2331567909.96985,255811.974556888,202010230657
11,27019,53,1,4234,Germanton,"",125.177137458668,977414017.819214,270248.259734795,202010230657
12,27020,167,2,6104,Hamptonville,"",273.591087811271,2114111622.36755,316969.486887135,202010230657
13,27021,235,1,17979,King,"",130.708048278547,1469376476.14172,210392.900707099,202010230657
14,27022,20,0,1512,Lawsonville,"",132.275132275132,918745327.278442,200803.000966771,202010230657
15,27023,199,2,12775,Lewisville,"",155.772994129159,807172159.002075,183078.980128527,202010230657
16,27024,31,1,2683,Lowgap,"",115.542303391726,1265827411.39758,278411.484773322,202010230657
17,27025,337,2,11117,Madison,"",303.13933615184,2714649364.33142,468723.596670606,202010230657
18,27027,75,0,4017,Mayodan,"",186.706497386109,548179131.574585,172371.363079245,202010230657
19,27028,547,5,28039,Mocksville,"",195.085416740968,5475621774.30664,567238.136149725,202010230657
20,27030,848,15,37641,Mount Airy,"",225.286257006987,4824085732.75671,624989.724929863,202010230657
21,27040,150,1,13150,Pfafftown,"",114.068441064639,763349953.536133,205025.773716105,202010230657
22,27041,101,0,8020,Pilot Mountain,"",125.935162094763,1629462738.40637,324677.141569035,202010230657
23,27042,18,1,720,Pine Hall,"",250,290758639.069458,113971.243586081,202010230657
24,27043,102,1,6442,Pinnacle,"",158.335920521577,1935795027.06067,395674.180712496,202010230657
25,27045,210,3,9583,Rural Hall,"",219.138056975895,666085549.25769,154538.589918543,202010230657
26,27046,27,1,1953,Sandy Ridge,"",138.248847926267,1237681699.0647,217125.573744555,202010230657
27,27047,15,0,1279,Siloam,"",117.279124315872,576295820.815674,144984.839113672,202010230657
28,27048,178,1,8902,Stoneville,"",199.955066277241,2355000804.03674,325454.766660313,202010230657
29,27050,51,1,4084,Tobaccoville,"",124.877571008815,703876500.567505,219088.1792708,202010230657
30,27051,136,2,8287,Walkertown,"",164.112465307108,524680317.775635,151066.808563308,202010230657
31,27052,171,3,10061,Walnut Cove,"",169.963224331577,2710320219.82117,403203.611044297,202010230657
32,27053,22,1,3156,Westfield,"",69.7084917617237,2152815477.55933,413464.446930882,202010230657
33,27054,57,0,2608,Woodleaf,"",218.558282208589,778193820.583862,201172.963339102,202010230657
34,27055,414,2,14521,Yadkinville,"",285.104331657599,3115987965.39453,403366.49229781,202010230657
35,27101,379,13,24321,Winston Salem,"",155.832408206899,356085731.400146,162957.922513793,202010230657
36,27103,754,17,36071,Winston Salem,"",209.032186521028,527249856.672729,146399.561156354,202010230657
37,27104,553,11,29383,Winston Salem,"",188.204063574176,337669863.683838,130394.134288752,202010230657
38,27105,1164,9,40186,Winston Salem,"",289.653113024436,950547784.577881,208375.813794777,202010230657
39,27106,994,10,51378,Winston Salem,"",193.468021332088,787324720.967285,203893.681115083,202010230657
40,27107,1367,16,52432,Winston Salem,"",260.718645102228,1859279716.41162,319111.813640457,202010230657
41,27127,935,6,38510,Winston Salem,"",242.794079459881,820319160.873047,213438.375685158,202010230657
42,27157,11,0,5,Winston Salem,"",,827769.094482422,4216.57245655308,202010230657
43,27203,897,19,21876,Asheboro,"",410.038398244652,589408161.410522,188062.356665824,202010230657
44,27205,841,12,34549,Asheboro,"",243.422385597268,6255653514.79199,588011.232518038,202010230657
45,27207,111,1,3806,Bear Creek,"",291.644771413558,2300194678.82397,473699.237818467,202010230657
46,27208,47,0,1691,Bennett,"",277.942046126552,1029479783.1405,215638.108979383,202010230657
47,27209,330,22,4151,Biscoe,"",794.989159238738,1198089302.20734,259108.004034657,202010230657
48,27212,190,0,1600,Blanch,"",1187.5,1328181375.12305,277007.39975067,202010230657
49,27214,199,1,11747,Browns Summit,"",169.404954456457,1414533235.94788,324969.092830869,202010230657
50,27215,1043,10,44892,Burlington,"",232.335382696249,1827823774.30115,298200.358945539,202010230657
51,27217,1780,46,39111,Burlington,"",455.114929303776,3473433663.33496,513818.51476852,202010230657
52,27229,232,7,4014,Candor,"",577.977080219233,2747739848.89313,367384.611313313,202010230657
53,27231,26,0,2048,Cedar Grove,"",126.953125,987771348.581177,209108.769362036,202010230657
54,27233,34,0,3647,Climax,"",93.2273101179051,703252829.253662,187154.002103638,202010230657
55,27235,81,1,4575,Colfax,"",177.049180327869,380654027.583252,148521.339190303,202010230657
56,27239,158,4,9629,Denton,"",164.087651884931,4319759872.9696,429373.198159064,202010230657
57,27242,59,0,2668,Eagle Springs,"",221.139430284858,1480408484.01825,321391.030328654,202010230657
58,27243,80,1,4665,Efland,"",171.489817792069,1142332751.10315,311755.144165646,202010230657
