OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,Shape__Area,Shape__Length,DataGatherTS
1,27006,35,3,14872,Advance,,23.5341581495428,1744189234.37061,355282.663136038,202007011036
2,27007,10,0,2136,Ararat,,46.8164794007491,592499585.594238,195922.003442792,202007011036
3,27009,5,0,2937,Belews Creek,,17.0241743275451,618093097.011353,191244.647442635,202007011036
4,27011,31,0,5411,Boonville,,57.2907041212345,1489580093.86462,316910.589814884,202007011036
5,27012,108,0,28954,Clemmons,,37.3005456931685,1176567385.86804,255774.303165276,202007011036
6,27013,25,1,6495,Cleveland,,38.4911470361817,2066336247.98627,379169.285246239,202007011036
7,27014,2,0,957,Cooleemee,,20.8986415882968,21479098.032959,22299.1178929161,202007011036
8,27016,4,0,1682,Danbury,,23.7812128418549,1068209590.0686,211061.413302457,202007011036
9,27017,107,0,9499,Dobson,,112.643436151174,2962951682.04883,566348.974052304,202007011036
10,27018,70,1,8221,East Bend,,85.1477922393869,2331567909.96985,255811.974556888,202007011036
11,27019,19,0,4234,Germanton,,44.8748228625413,977414017.819214,270248.259734795,202007011036
12,27020,55,2,6104,Hamptonville,,90.1048492791612,2114111622.36755,316969.486887135,202007011036
13,27021,53,1,17979,King,,29.4788364202681,1469376476.14172,210392.900707099,202007011036
14,27022,1,0,1512,Lawsonville,,6.61375661375661,918745327.278442,200803.000966771,202007011036
15,27023,48,1,12775,Lewisville,,37.573385518591,807172159.002075,183078.980128527,202007011036
16,27024,9,0,2683,Lowgap,,33.544539694372,1265827411.39758,278411.484773322,202007011036
17,27025,21,0,11117,Madison,,18.8899883061977,2714649364.33142,468723.596670606,202007011036
18,27027,4,0,4017,Mayodan,,9.95767986059248,548179131.574585,172371.363079245,202007011036
19,27028,160,0,28039,Mocksville,,57.0633760119833,5475621774.30664,567238.136149725,202007011036
20,27030,235,2,37641,Mount Airy,,62.4319226375495,4824085732.75671,624989.724929863,202007011036
21,27040,27,0,13150,Pfafftown,,20.532319391635,763349953.536133,205025.773716105,202007011036
22,27041,11,0,8020,Pilot Mountain,,13.715710723192,1629462738.40637,324677.141569035,202007011036
23,27042,3,0,720,Pine Hall,,41.6666666666667,290758639.069458,113971.243586081,202007011036
24,27043,20,0,6442,Pinnacle,,31.0462589257994,1935795027.06067,395674.180712496,202007011036
25,27045,65,1,9583,Rural Hall,,67.8284462068246,666085549.25769,154538.589918543,202007011036
26,27046,2,0,1953,Sandy Ridge,,10.2406554019457,1237681699.0647,217125.573744555,202007011036
27,27047,4,0,1279,Siloam,,31.2744331508991,576295820.815674,144984.839113672,202007011036
28,27048,19,0,8902,Stoneville,,21.343518310492,2355000804.03674,325454.766660313,202007011036
29,27050,9,0,4084,Tobaccoville,,22.0372184133203,703876500.567505,219088.1792708,202007011036
30,27051,36,0,8287,Walkertown,,43.4415349342343,524680317.775635,151066.808563308,202007011036
31,27052,37,0,10061,Walnut Cove,,36.775668422622,2710320219.82117,403203.611044297,202007011036
32,27053,5,0,3156,Westfield,,15.8428390367554,2152815477.55933,413464.446930882,202007011036
33,27054,12,0,2608,Woodleaf,,46.0122699386503,778193820.583862,201172.963339102,202007011036
34,27055,153,1,14521,Yadkinville,,105.364644308243,3115987965.39453,403366.49229781,202007011036
35,27101,126,0,24321,Winston Salem,,51.8070803009745,356085731.400146,162957.922513793,202007011036
36,27103,256,7,36071,Winston Salem,,70.9711402511713,527249856.672729,146399.561156354,202007011036
37,27104,197,4,29383,Winston Salem,,67.0455705680155,337669863.683838,130394.134288752,202007011036
38,27105,567,2,40186,Winston Salem,,141.09391330314,950547784.577881,208375.813794777,202007011036
39,27106,381,3,51378,Winston Salem,,74.1562536494219,787324720.967285,203893.681115083,202007011036
40,27107,634,7,52432,Winston Salem,,120.918523039365,1859279716.41162,319111.813640457,202007011036
