OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,RatePer100K,Shape__Area,Shape__Length,DataGatherTS
1,27006,4257,22,14872,Advance,"",2862.42603550296,28624.2603550296,1744189234.37061,355282.663136038,202210032040
2,27007,722,9,2136,Ararat,"",3380.14981273408,33801.4981273408,592499585.594238,195922.003442792,202210032040
3,27009,802,9,2937,Belews Creek,"",2730.67756213824,27306.7756213824,618093097.011353,191244.647442635,202210032040
4,27011,1945,19,5411,Boonville,"",3594.52966180004,35945.2966180004,1489580093.86462,316910.589814884,202210032040
5,27012,8994,87,28954,Clemmons,"",3106.30655522553,31063.0655522553,1176567385.86804,255774.303165276,202210032040
6,27013,1868,14,6495,Cleveland,"",2876.0585065435,28760.585065435,2066336247.98627,379169.285246239,202210032040
7,27014,323,6,957,Cooleemee,"",3375.13061650993,33751.3061650993,21479098.032959,22299.1178929161,202210032040
8,27016,650,11,1682,Danbury,"",3864.44708680143,38644.4708680143,1068209590.0686,211061.413302457,202210032040
9,27017,3409,35,9499,Dobson,"",3588.79882092852,35887.9882092852,2962951682.04883,566348.974052303,202210032040
10,27018,2503,16,8221,East Bend,"",3044.64177107408,30446.4177107408,2331567909.96985,255811.974556888,202210032040
11,27019,1050,8,4234,Germanton,"",2479.92442135097,24799.2442135097,977414017.819214,270248.259734795,202210032040
12,27020,2158,14,6104,Hamptonville,"",3535.38663171691,35353.8663171691,2114111622.36755,316969.486887135,202210032040
13,27021,5881,92,17979,King,"",3271.03843372824,32710.3843372824,1469376476.14172,210392.900707099,202210032040
14,27022,377,4,1512,Lawsonville,"",2493.38624338624,24933.8624338624,918745327.278442,200803.000966771,202210032040
15,27023,3598,16,12775,Lewisville,"",2816.43835616438,28164.3835616438,807172159.002075,183078.980128526,202210032040
16,27024,871,9,2683,Lowgap,"",3246.36600819978,32463.6600819978,1265827411.39758,278411.484773322,202210032040
17,27025,2968,51,11117,Madison,"",2669.78501394261,26697.8501394261,2714649364.33142,468723.596670607,202210032040
18,27027,1073,23,4017,Mayodan,"",2671.14762260393,26711.4762260393,548179131.574585,172371.363079245,202210032040
19,27028,8720,87,28039,Mocksville,"",3109.95399265309,31099.5399265309,5475621774.30664,567238.136149726,202210032040
20,27030,13143,224,37641,Mount Airy,"",3491.67131585239,34916.7131585239,4824085732.75671,624989.724929864,202210032040
21,27040,3520,21,13150,Pfafftown,"",2676.80608365019,26768.0608365019,763349953.536133,205025.773716105,202210032040
22,27041,2497,31,8020,Pilot Mountain,"",3113.46633416459,31134.6633416459,1629462738.40637,324677.141569035,202210032040
23,27042,190,3,720,Pine Hall,"",2638.88888888889,26388.8888888889,290758639.069458,113971.243586081,202210032040
24,27043,1929,16,6442,Pinnacle,"",2994.41167339336,29944.1167339336,1935795027.06067,395674.180712495,202210032040
25,27045,3253,24,9583,Rural Hall,"",3394.55285401231,33945.5285401231,666085549.25769,154538.589918543,202210032040
26,27046,498,7,1953,Sandy Ridge,"",2549.92319508449,25499.2319508449,1237681699.0647,217125.573744555,202210032040
27,27047,418,3,1279,Siloam,"",3268.17826426896,32681.7826426896,576295820.815674,144984.839113672,202210032040
28,27048,2293,27,8902,Stoneville,"",2575.8256571557,25758.256571557,2355000804.03674,325454.766660312,202210032040
29,27050,1157,14,4084,Tobaccoville,"",2833.00685602351,28330.0685602351,703876500.567505,219088.1792708,202210032040
