OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,Shape__Area,Shape__Length,DataGatherTS
62,27252,5,1,2264,Goldston,,1142470673.17163,220926.147155476,202006031936
63,27253,51,1,31464,Graham,,2351372927.78931,521476.969804177,202006031936
64,27258,14,0,7740,Haw River,,473631125.268677,312686.877842211,202006031936
65,27260,159,5,25696,High Point,,348441568.963501,133229.878739789,202006031936
66,27262,92,1,24764,High Point,,368730084.700928,171087.864383377,202006031936
67,27263,58,0,22320,High Point,,1121512604.52234,249658.228757679,202006031936
68,27265,141,10,50038,High Point,,1172957282.41284,307481.490778656,202006031936
69,27268,1,0,1695,High Point,,2495618.64758301,8251.66869064816,202006031936
70,27278,47,0,27181,Hillsborough,,2885765742.02771,502574.675043234,202006031936
71,27281,15,0,3710,Jackson Springs,,2095606802.2608,479969.724586594,202006031936
72,27282,13,1,16597,Jamestown,,404066994.873657,168803.970950205,202006031936
73,27283,7,0,2982,Julian,,711286368.914917,161239.518798817,202006031936
74,27284,107,2,56201,Kernersville,,2233069317.10205,420748.080109325,202006031936
75,27288,38,0,23585,Eden,,1951079100.05676,304615.616752016,202006031936
76,27291,1,0,1538,Leasburg,,1492904663.44434,314720.365319101,202006031936
77,27292,91,2,41465,Lexington,,4270233445.18579,407599.915340798,202006031936
78,27295,120,10,39191,Lexington,,3631502180.53174,466742.919509858,202006031936
79,27298,50,0,10440,Liberty,,2639148530.03284,431527.987760386,202006031936
80,27299,11,0,5254,Linwood,,822543412.257813,203597.604040365,202006031936
81,27301,14,2,10019,Mc Leansville,,900133716.655151,287107.537324028,202006031936
82,27302,51,0,32302,Mebane,,3198656461.27478,644303.59427532,202006031936
83,27305,17,1,1585,Milton,,687167820.539429,263836.485514183,202006031936
84,27306,19,1,5945,Mount Gilead,,5305900334.83325,426306.558627535,202006031936
85,27310,9,1,8562,Oak Ridge,,526240082.103149,140986.043049622,202006031936
86,27311,2,0,3220,Pelham,,1338371966.32642,293760.993606137,202006031936
87,27312,103,17,22205,Pittsboro,,5005768374.64233,617961.777569282,202006031936
88,27313,65,14,7288,Pleasant Garden,,760352714.59021,181619.740165306,202006031936
89,27314,0,0,1138,Prospect Hill,,773578280.842896,162162.976448062,202006031936
90,27315,1,0,2140,Providence,,697810511.310425,179457.95829655,202006031936
91,27316,74,1,7156,Ramseur,,1975410509.03577,278228.393914438,202006031936
92,27317,54,2,17851,Randleman,,1700826686.43616,339539.515262609,202006031936
93,27320,27,2,38894,Reidsville,,6966725984.64832,658218.836963247,202006031936
94,27325,32,0,7676,Robbins,,2401051783.47894,409075.895347679,202006031936
95,27326,6,0,3692,Ruffin,,1884156536.74561,359587.547530237,202006031936
96,27330,349,4,39529,Sanford,,6011213414.18433,528161.840140257,202006031936
97,27332,161,1,33549,Sanford,,2996782209.29614,417113.164836099,202006031936
98,27340,NA,NA,34,Saxapahaw,Population <500 and Cases <5,694758.987792969,3852.87240074502,202006031936
99,27341,15,0,5820,Seagrove,,2678433259.4787,311632.157547413,202006031936
100,27343,1,0,1840,Semora,,1390260353.39624,348769.311430722,202006031936
101,27344,462,5,19290,Siler City,,4591228058.44531,607903.308882544,202006031936
102,27349,6,0,5850,Snow Camp,,1831279532.651,381750.490582419,202006031936
103,27350,4,0,7508,Sophia,,1066449848.573,204602.636460839,202006031936
104,27355,23,0,3196,Staley,,1016358702.6969,245160.332752788,202006031936
105,27356,21,1,3513,Star,,1815293543.21783,348288.37985576,202006031936
106,27357,18,1,8325,Stokesdale,,1273124268.28796,223115.118835702,202006031936
107,27358,20,1,15960,Summerfield,,1557557662.14905,323017.176053331,202006031936
108,27360,131,0,48331,Thomasville,,2458732404.91687,372395.85217249,202006031936
109,27370,27,0,14622,Trinity,,1663817222.16028,344702.900725307,202006031936
110,27371,23,0,7778,Troy,,4076136455.00793,473833.643450898,202006031936
111,27376,15,0,9884,West End,,1781050002.06519,320932.333330313,202006031936
112,27377,17,0,9597,Whitsett,,736936774.92627,183024.518653502,202006031936
113,27379,9,0,6057,Yanceyville,,2663338769.75159,422550.665080929,202006031936
114,27401,52,2,20221,Greensboro,,171748092.127686,100334.769337553,202006031936
115,27403,27,1,21278,Greensboro,,159396286.028687,87465.2545388649,202006031936
116,27405,245,6,52510,Greensboro,,886695637.391357,284328.526421691,202006031936
117,27406,99,10,60755,Greensboro,,1894160074.00403,327705.317343953,202006031936
118,27407,157,5,49837,Greensboro,,840498790.451172,227731.576408348,202006031936
119,27408,17,0,17406,Greensboro,,221403500.549561,80148.1616765212,202006031936
120,27409,30,2,17953,Greensboro,,603872824.646484,239783.02449594,202006031936
121,27410,44,3,56968,Greensboro,,859363574.914917,272309.563854046,202006031936
122,27411,0,0,847,Greensboro,,713742.998291016,5860.23208289576,202006031936
123,27412,0,0,1886,Greensboro,,4771290.83532715,13054.7888333439,202006031936
124,27455,37,2,29197,Greensboro,,816075696.678345,198282.860420201,202006031936
125,27498,NA,NA,13,Greensboro,Population <500 and Cases <5,3369264.12316895,7774.18760349114,202006031936
126,27501,32,1,21338,Angier,,1683348454.90833,329143.189780915,202006031936
127,27502,78,1,43747,Apex,,840126405.51062,242725.298081049,202006031936
128,27503,14,0,7222,Bahama,,1054708975.44934,246183.053747647,202006031936
129,27504,46,1,16320,Benson,,2584462015.08862,486262.181304732,202006031936
130,27505,34,2,7308,Broadway,,1509842573.20557,320128.840505679,202006031936
131,27507,9,0,2053,Bullock,,1354883649.98218,266873.357504053,202006031936
132,27508,3,0,2340,Bunn,,312599782.273071,114289.902416244,202006031936
133,27509,174,13,6935,Butner,,507253453.414795,156294.942704551,202006031936
134,27510,32,2,14543,Carrboro,,88705554.5671387,57867.6032694508,202006031936
135,27511,44,2,34041,Cary,,333520579.048462,98702.6527265331,202006031936
136,27513,52,1,49003,Cary,,474399121.186279,162336.294574525,202006031936
137,27514,91,16,32847,Chapel Hill,,579057212.663452,190879.985276748,202006031936
138,27516,55,3,44117,Chapel Hill,,2564236091.9281,438904.079251583,202006031936
139,27517,55,0,28831,Chapel Hill,,1520140847.99951,299162.993678501,202006031936
140,27518,19,0,22765,Cary,,262665807.612671,130741.025823352,202006031936
141,27519,44,1,59960,Cary,,609072010.422363,166930.324843009,202006031936
142,27520,139,14,43958,Clayton,,1962402119.35425,374945.851452289,202006031936
143,27521,9,0,7149,Coats,,721041350.168091,174373.299688566,202006031936
144,27522,33,0,13652,Creedmoor,,2172960809.67273,361578.814896966,202006031936
145,27523,9,0,12782,Apex,,1210964088.06177,294058.887697931,202006031936
146,27524,35,0,13532,Four Oaks,,3831785222.9375,530912.577014992,202006031936
147,27525,32,0,15534,Franklinton,,2660281050.9928,421324.476104612,202006031936
148,27526,42,0,54027,Fuquay Varina,,2787678657.25134,460586.982042285,202006031936
149,27527,44,0,30234,Clayton,,1261348608.45837,213730.175971786,202006031936
150,27529,81,1,53854,Garner,,1666161335.17407,336033.618547781,202006031936
151,27530,145,3,40212,Goldsboro,,2920081393.96802,465673.796837526,202006031936
152,27531,1,0,666,Goldsboro,,123956304.007813,71472.4653387502,202006031936
153,27534,137,1,31819,Goldsboro,,1995982542.31616,394454.137280507,202006031936
154,27536,206,19,16459,Henderson,,359552678.037964,148817.062353839,202006031936
155,27537,125,3,25321,Henderson,,5545289733.50195,795404.906342346,202006031936
156,27539,27,1,26567,Apex,,805959451.628174,335082.894750929,202006031936
157,27540,28,1,39075,Holly Springs,,1299006108.57275,339054.617126205,202006031936
158,27541,3,0,4044,Hurdle Mills,,1979862536.66309,328579.598479954,202006031936
159,27542,15,1,10043,Kenly,,2499059670.1123,366253.348192187,202006031936
160,27544,9,0,4291,Kittrell,,1645813165.28467,322022.503716068,202006031936
161,27545,113,13,30327,Knightdale,,885541868.759766,219250.012614228,202006031936
162,27546,106,20,22436,Lillington,,3433026188.83105,510775.88711738,202006031936
163,27549,99,21,25224,Louisburg,,6636124442.18066,817297.028533166,202006031936
164,27551,3,0,2205,Macon,,2443966870.98499,402849.299843212,202006031936
165,27553,9,0,2030,Manson,,1245206626.07959,217969.561788749,202006031936
166,27556,NA,NA,298,Middleburg,Population <500 and Cases <5,67850312.0914307,63490.7222823736,202006031936
167,27557,11,0,9214,Middlesex,,2046463550.40088,338861.342265204,202006031936
168,27559,1,0,2874,Moncure,,1458825370.29968,366837.077035256,202006031936
169,27560,32,1,33691,Morrisville,,794384947.373291,268297.11970144,202006031936
170,27562,6,0,2791,New Hill,,1862081556.93738,349507.762295745,202006031936
171,27563,25,1,5312,Norlina,,1943381370.69177,412640.540954252,202006031936
172,27565,107,1,26057,Oxford,,9219811779.9552,826827.222809144,202006031936
173,27569,17,0,8984,Princeton,,2107084820.73511,313917.550563748,202006031936
174,27571,5,0,7385,Rolesville,,149121249.193359,94251.9264704589,202006031936
175,27572,6,0,7316,Rougemont,,3003228111.9873,397658.617230022,202006031936
176,27573,22,1,11561,Roxboro,,501787874.430542,219611.309648669,202006031936
177,27574,18,0,15232,Roxboro,,5527133817.3114,691755.452465683,202006031936
178,27576,62,1,20197,Selma,,2407427117.65723,339571.106645256,202006031936
179,27577,92,0,25214,Smithfield,,2877290650.99841,416726.966278933,202006031936
180,27581,8,0,3956,Stem,,1038615853.81189,246789.101888964,202006031936
181,27583,15,0,7012,Timberlake,,1327957318.65857,326956.719649922,202006031936
182,27587,99,6,74087,Wake Forest,,3132804734.81897,700749.84181148,202006031936
183,27589,24,1,8312,Warrenton,,4790731000.68542,626837.217934379,202006031936
184,27591,47,0,23448,Wendell,,1913446220.02844,380727.392057269,202006031936
185,27592,35,1,17368,Willow Spring,,1090932847.86865,312475.180771683,202006031936
186,27596,22,0,18655,Youngsville,,1519151285.28821,344366.073155402,202006031936
187,27597,51,1,25494,Zebulon,,3191967656.80884,568385.679042481,202006031936
188,27599,NA,NA,0,Chapel Hill,Population <500 and Cases <5,4275416.30163574,15555.1510255833,202006031936
189,27601,24,0,12139,Raleigh,,49970514.2080078,41226.7428180515,202006031936
190,27603,96,0,55479,Raleigh,,1420350588.63403,346107.072534996,202006031936
191,27604,167,2,47645,Raleigh,,550434833.049927,194088.121184431,202006031936
192,27605,5,0,5253,Raleigh,,26954475.7900391,26465.2700663817,202006031936
193,27606,68,1,47938,Raleigh,,750229681.939209,267151.497057326,202006031936
194,27607,21,0,30296,Raleigh,,519162282.902344,200611.380547666,202006031936
195,27608,7,0,11603,Raleigh,,91889809.9622803,55583.7467967219,202006031936
196,27609,77,2,38631,Raleigh,,310136046.756592,95880.163026763,202006031936
197,27610,382,8,74203,Raleigh,,1211166911.84558,327751.489063642,202006031936
198,27612,41,2,39208,Raleigh,,428868509.332275,164483.082879678,202006031936
199,27613,39,0,46521,Raleigh,,675406849.409912,184431.643996557,202006031936
200,27614,31,0,37689,Raleigh,,829063194.918701,218912.319813944,202006031936
201,27615,50,0,46038,Raleigh,,525952454.993774,134192.839940925,202006031936
202,27616,153,2,55260,Raleigh,,646426991.218628,201092.505637391,202006031936
203,27617,28,0,19511,Raleigh,,230483847.672241,125016.743498849,202006031936
204,27701,119,2,26489,Durham,,147212202.097778,89264.6755119976,202006031936
205,27703,265,3,61351,Durham,,1376809528.09961,349864.156739061,202006031936
206,27704,321,3,39369,Durham,,1307759376.10449,279407.953507315,202006031936
207,27705,403,31,48078,Durham,,1155101566.94189,288440.086812307,202006031936
208,27706,NA,NA,10,Durham,Population <500 and Cases <5,1281872.18347168,6816.757693542,202006031936
209,27707,220,2,47036,Durham,,551326002.510864,228660.826032165,202006031936
210,27708,1,0,4635,Durham,,24140532.868042,39624.2440738689,202006031936
211,27709,NA,NA,4,Durham,Population <500 and Cases <5,166810196.870483,93465.8554704913,202006031936
212,27710,NA,NA,0,Durham,Population <500 and Cases <5,3645590.83996582,9509.21127183631,202006031936
213,27711,NA,NA,62,Durham,Population <500 and Cases <5,11690491.0200195,25227.7794868175,202006031936
214,27712,117,17,22055,Durham,,952678558.948486,239427.124284805,202006031936
215,27713,158,3,53996,Durham,,1004016276.63342,186930.768828538,202006031936
216,27801,54,3,21556,Rocky Mount,,1947625744.14368,298032.749540484,202006031936
217,27803,42,2,22337,Rocky Mount,,1209689022.16736,314786.382274833,202006031936
218,27804,77,0,29160,Rocky Mount,,1207912397.80139,237805.719395058,202006031936
219,27805,11,0,3769,Aulander,,3260348789.01416,427031.578041759,202006031936
220,27806,1,0,2441,Aurora,,3806890944.80762,575449.481817415,202006031936
221,27807,23,0,6940,Bailey,,1393278091.89233,266050.599193056,202006031936
222,27808,4,0,2481,Bath,,1375581489.5946,320371.987641635,202006031936
223,27809,26,1,5254,Battleboro,,2127311815.53979,418206.140952668,202006031936
224,27810,0,0,4224,Belhaven,,5320714553.85889,863428.562860575,202006031936
225,27812,9,0,2951,Bethel,,1796512894.90283,307599.921723871,202006031936
226,27813,2,0,687,Black Creek,,17954681.8726807,21851.3845296183,202006031936
227,27814,1,0,1801,Blounts Creek,,2084052221.88855,349050.345630614,202006031936
228,27816,3,0,2634,Castalia,,1727056405.90051,269780.663460198,202006031936
229,27817,5,0,7777,Chocowinity,,3011254799.10022,441922.251479678,202006031936
230,27818,4,0,1269,Como,,1775223218.97412,291672.91933713,202006031936
231,27820,15,2,3292,Conway,,1787180209.86865,300570.413456991,202006031936
232,27821,NA,NA,343,Edward,Population <500 and Cases <5,180879118.265869,102716.617789089,202006031936
233,27822,31,1,9119,Elm City,,2421416079.34338,500329.938801193,202006031936
234,27823,24,0,7812,Enfield,,5279947738.18738,591795.38238411,202006031936
235,27824,0,0,1540,Engelhard,,5755622445.56714,766498.765242208,202006031936
236,27826,0,0,1245,Fairfield,,5502010014.61365,681909.128335756,202006031936
237,27827,NA,NA,99,Falkland,Population <500 and Cases <5,6818760.54968262,12365.1347191574,202006031936
238,27828,15,0,9031,Farmville,,1954373169.79175,304535.643741104,202006031936
239,27829,5,0,1872,Fountain,,1242859232.87109,276952.810668188,202006031936
240,27830,11,1,4858,Fremont,,1661392631.86707,301522.072838785,202006031936
241,27831,9,0,3588,Garysburg,,1733783751.73071,369102.732751728,202006031936
242,27832,23,0,2912,Gaston,,1029571544.94922,217897.088475999,202006031936
243,27834,146,0,57505,Greenville,,5082356628.8689,890421.476518531,202006031936
244,27837,5,0,6506,Grimesland,,1710764546.60681,462288.004070908,202006031936
245,27839,6,0,3702,Halifax,,3728459644.54443,454921.143892168,202006031936
246,27840,5,1,535,Hamilton,,127567387.286499,59155.8177418193,202006031936
247,27841,NA,NA,84,Hassell,Population <500 and Cases <5,5972995.94189453,12505.2057352129,202006031936
248,27842,2,0,1436,Henrico,,414285932.678223,116849.514846702,202006031936
249,27843,3,0,946,Hobgood,,1458584246.23853,232329.162988765,202006031936
250,27844,10,0,3039,Hollister,,1251113401.94934,274076.283965929,202006031936
251,27845,2,0,2841,Jackson,,2842001076.66528,416912.567186113,202006031936
252,27846,3,0,3069,Jamesville,,3050744149.28796,442133.927899832,202006031936
253,27847,6,0,1071,Kelford,,1048559305.60547,265580.578438826,202006031936
254,27849,3,0,1483,Lewiston Woodville,,2062202839.65674,367759.436044123,202006031936
255,27850,11,0,7413,Littleton,,5554617534.52942,570792.398502674,202006031936
256,27851,18,0,5595,Lucama,,1253082833.57764,200836.347936783,202006031936
257,27852,10,0,3454,Macclesfield,,1418996205.83582,268041.951522527,202006031936
258,27853,NA,NA,436,Margarettsville,Population <500 and Cases <5,1061331085.73535,233986.055045062,202006031936
259,27855,15,1,6105,Murfreesboro,,1379257056.24951,246550.621363096,202006031936
260,27856,31,1,17301,Nashville,,3696764195.94336,508647.139191863,202006031936
261,27857,4,0,1601,Oak City,,2180191629.70935,354763.313675516,202006031936
262,27858,58,1,58170,Greenville,,1683129152.90881,395293.630437,202006031936
263,27860,2,0,2062,Pantego,,4384086912.80859,475177.331131482,202006031936
264,27862,1,0,945,Pendleton,,1337735767.81812,305131.144563485,202006031936
265,27863,27,0,12670,Pikeville,,1822358483.62146,414140.550515842,202006031936
266,27864,39,1,4823,Pinetops,,1058515929.69434,223861.53375515,202006031936
267,27865,2,0,2003,Pinetown,,3183419700.15735,407140.115990912,202006031936
268,27866,8,1,672,Pleasant Hill,,548856343.547363,183824.668332886,202006031936
269,27869,51,10,2167,Rich Square,,2314340977.34839,283794.508144883,202006031936
270,27870,100,1,26633,Roanoke Rapids,,1958976214.39966,237465.130853914,202006031936
271,27871,19,1,4466,Robersonville,,2640265625.23401,370404.169208956,202006031936
272,27872,NA,NA,429,Roxobel,Population <500 and Cases <5,78668396.3901367,60062.9164687203,202006031936
273,27874,7,0,4766,Scotland Neck,,3988089594.78687,425091.541566969,202006031936
274,27875,0,0,511,Scranton,,1462926064.75208,668994.049821798,202006031936
275,27876,4,0,1290,Seaboard,,1161065802.28784,286123.221519332,202006031936
276,27880,3,0,3280,Sims,,661768421.449585,178936.521495753,202006031936
277,27881,NA,NA,323,Speed,Population <500 and Cases <5,45624486.2655029,35379.3892263349,202006031936
278,27882,20,0,7927,Spring Hope,,2721376125.90833,404465.358087667,202006031936
279,27883,13,1,4361,Stantonsburg,,2149873597.18677,378850.12800901,202006031936
280,27884,1,0,1545,Stokes,,1118165618.53992,178810.199825372,202006031936
281,27885,1,0,859,Swanquarter,,3236637890.30994,778832.459471456,202006031936
282,27886,80,5,21595,Tarboro,,5534275751.92761,530150.851444626,202006031936
283,27888,9,0,2803,Walstonburg,,1661899290.0293,260588.447365408,202006031936
284,27889,23,0,27543,Washington,,4746901259.41052,624948.845007958,202006031936
285,27890,14,0,2398,Weldon,,250295126.203369,88214.5142201125,202006031936
286,27891,9,2,5011,Whitakers,,3802342458.24487,551887.618669609,202006031936
287,27892,43,2,14363,Williamston,,4740161664.64209,528153.604658045,202006031936
288,27893,209,7,40647,Wilson,,3134674028.43115,441390.734015219,202006031936
289,27896,71,0,21212,Wilson,,1013992738.34033,260787.736893695,202006031936
290,27897,27,1,2467,Woodland,,1262848506.99878,250563.523857377,202006031936
291,27909,95,12,40958,Elizabeth City,,6356628470.42627,720925.199090358,202006031936
292,27910,101,3,11609,Ahoskie,,3854004911.8667,558805.248838311,202006031936
293,27915,1,0,758,Avon,,132797325.68457,159985.858445685,202006031936
294,27916,1,0,554,Aydlett,,175446906.710938,88834.9392660151,202006031936
295,27917,1,0,1084,Barco,,583346697.773926,150643.300800981,202006031936
296,27919,0,0,1211,Belvidere,,1805677755.21484,260299.205087965,202006031936
297,27920,0,0,1415,Buxton,,251417477.481567,169552.58818934,202006031936
298,27921,0,0,5366,Camden,,2216306760.15601,371309.805402765,202006031936
299,27922,1,0,1107,Cofield,,1372106941.59424,230585.938382193,202006031936
300,27923,0,0,990,Coinjock,,442853112.258789,222994.427279021,202006031936
301,27924,27,0,3509,Colerain,,2545571117.46045,325068.518729581,202006031936
302,27925,5,0,4164,Columbia,,9421043776.67224,822613.133571787,202006031936
303,27926,3,0,1965,Corapeake,,1084179276.0813,176947.978129327,202006031936
304,27927,0,0,613,Corolla,,685869287.21875,1266393.74615984,202006031936
305,27928,3,0,1888,Creswell,,3736346955.86023,344143.792077436,202006031936
306,27929,1,0,1949,Currituck,,352573124.774658,146317.944454099,202006031936
307,27932,23,1,12644,Edenton,,3509551689.6084,391797.495792958,202006031936
308,27935,4,1,1674,Eure,,1443577833.21069,213483.780281898,202006031936
309,27936,0,0,961,Frisco,,134638106.065186,108288.074251882,202006031936
310,27937,8,0,4253,Gates,,2407949124.70361,290137.740864669,202006031936
311,27938,2,0,1430,Gatesville,,1202645918.03784,229961.178585235,202006031936
312,27939,0,0,3370,Grandy,,296874050.40332,237784.484514939,202006031936
313,27941,0,0,670,Harbinger,,66348159.842041,42125.3614314887,202006031936
314,27942,1,0,936,Harrellsville,,927451831.666504,150762.800286803,202006031936
315,27943,NA,NA,491,Hatteras,Population <500 and Cases <5,82146889.1915283,162150.406610954,202006031936
316,27944,19,1,12230,Hertford,,5013940953.42065,828274.577378666,202006031936
317,27946,4,0,1089,Hobbsville,,1234977495.96777,250163.996071758,202006031936
318,27947,0,0,845,Jarvisburg,,181991023.044922,117825.87149715,202006031936
319,27948,2,0,12518,Kill Devil Hills,,288939959.776123,266090.270790261,202006031936
320,27949,7,0,7235,Kitty Hawk,,426732703.740967,296487.581606319,202006031936
321,27950,1,0,2183,Knotts Island,,1009906812.90234,393684.159837613,202006031936
322,27953,0,0,992,Manns Harbor,,4841742826.08521,775886.839802653,202006031936
323,27954,0,0,6405,Manteo,,346159524.466309,171104.045001834,202006031936
324,27956,NA,NA,328,Maple,Population <500 and Cases <5,91616147.3259277,62675.9008746753,202006031936
325,27957,7,0,1419,Merry Hill,,1345289022.66797,219570.3989813,202006031936
326,27958,9,0,12061,Moyock,,2191273226.67993,258895.732965411,202006031936
327,27959,5,1,2451,Nags Head,,464337538.219238,468359.824712585,202006031936
328,27960,0,0,899,Ocracoke,,272996211.932129,221416.979930584,202006031936
329,27962,17,0,7439,Plymouth,,2248894843.11377,323982.422404071,202006031936
330,27964,0,0,653,Point Harbor,,40700993.1791992,29044.1496807834,202006031936
331,27965,0,0,611,Poplar Branch,,362463348.010742,286670.577035681,202006031936
332,27966,1,0,1473,Powells Point,,310362212.773438,140593.315765635,202006031936
333,27968,NA,NA,413,Rodanthe,Population <500 and Cases <5,255307311.38855,376970.397727617,202006031936
334,27970,12,3,3214,Roper,,3979984913.95898,386215.845703473,202006031936
335,27972,NA,NA,196,Salvo,Population <500 and Cases <5,25839959.5158691,77591.8753697891,202006031936
336,27973,0,0,1493,Shawboro,,1350823542.63281,279776.313560853,202006031936
337,27974,0,0,1375,Shiloh,,1282875105.52026,448552.234751615,202006031936
338,27976,2,0,3561,South Mills,,2739484648.62012,348819.066033239,202006031936
339,27978,NA,NA,221,Stumpy Point,Population <500 and Cases <5,3250437066.68713,488663.160212976,202006031936
340,27979,2,0,1813,Sunbury,,2196378526.26221,272849.595585558,202006031936
341,27980,0,0,2075,Tyner,,1319096560.03711,208839.628959427,202006031936
342,27981,0,0,1863,Wanchese,,183167116.380371,177755.254740471,202006031936
343,27982,NA,NA,0,Waves,Population <500 and Cases <5,5381164.09509277,11228.317119066,202006031936
344,27983,61,2,10633,Windsor,,9431469996.22351,861662.756904591,202006031936
345,27986,24,0,2650,Winton,,374234308.870117,153016.850399202,202006031936
346,28001,37,4,28360,Albemarle,,3791255242.38873,479491.354130006,202006031936
347,28006,0,0,1136,Alexis,,126883649.701416,88485.0702727942,202006031936
348,28012,25,0,24276,Belmont,,865729022.118042,170607.841876971,202006031936
349,28016,17,0,14526,Bessemer City,,1271825919.55414,236943.686135101,202006031936
350,28018,6,0,5943,Bostic,,2694770404.83051,433562.153950885,202006031936
351,28020,1,0,2464,Casar,,1475633951.64899,260515.821792163,202006031936
352,28021,21,0,13436,Cherryville,,1626380587.60425,391038.422631114,202006031936
353,28023,23,0,14843,China Grove,,1273875684.14087,277795.952246167,202006031936
354,28025,118,4,55325,Concord,,2992149162.05573,466210.81613651,202006031936
