OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,RatePer100K,Shape__Area,Shape__Length,DataGatherTS
1,27006,1147,3,14872,Advance,"",771.247982786444,7712.47982786444,1744189234.37061,355282.663136038,202103091558
2,27007,204,0,2136,Ararat,"",955.056179775281,9550.56179775281,592499585.594238,195922.003442792,202103091558
3,27009,250,1,2937,Belews Creek,"",851.208716377256,8512.08716377256,618093097.011353,191244.647442635,202103091558
4,27011,507,7,5411,Boonville,"",936.980225466642,9369.80225466642,1489580093.86462,316910.589814884,202103091558
5,27012,2554,47,28954,Clemmons,"",882.088830558817,8820.88830558817,1176567385.86804,255774.303165276,202103091558
6,27013,543,6,6495,Cleveland,"",836.027713625866,8360.27713625866,2066336247.98627,379169.285246239,202103091558
7,27014,66,1,957,Cooleemee,"",689.655172413793,6896.55172413793,21479098.032959,22299.1178929161,202103091558
8,27016,138,2,1682,Danbury,"",820.451843043995,8204.51843043995,1068209590.0686,211061.413302457,202103091558
9,27017,979,9,9499,Dobson,"",1030.63480366354,10306.3480366354,2962951682.04883,566348.974052304,202103091558
10,27018,646,4,8221,East Bend,"",785.792482666342,7857.92482666342,2331567909.96985,255811.974556888,202103091558
11,27019,296,1,4234,Germanton,"",699.102503542749,6991.02503542749,977414017.819214,270248.259734795,202103091558
12,27020,619,5,6104,Hamptonville,"",1014.08912188729,10140.8912188729,2114111622.36755,316969.486887135,202103091558
13,27021,1588,43,17979,King,"",883.252683686523,8832.52683686523,1469376476.14172,210392.900707099,202103091558
14,27022,81,2,1512,Lawsonville,"",535.714285714286,5357.14285714286,918745327.278442,200803.000966771,202103091558
15,27023,899,3,12775,Lewisville,"",703.718199608611,7037.18199608611,807172159.002075,183078.980128527,202103091558
16,27024,262,3,2683,Lowgap,"",976.51882221394,9765.1882221394,1265827411.39758,278411.484773322,202103091558
17,27025,935,7,11117,Madison,"",841.054241252136,8410.54241252136,2714649364.33142,468723.596670606,202103091558
18,27027,338,7,4017,Mayodan,"",841.423948220065,8414.23948220065,548179131.574585,172371.363079245,202103091558
19,27028,2370,27,28039,Mocksville,"",845.251257177503,8452.51257177503,5475621774.30664,567238.136149725,202103091558
20,27030,3885,85,37641,Mount Airy,"",1032.11923168885,10321.1923168885,4824085732.75671,624989.724929863,202103091558
21,27040,923,7,13150,Pfafftown,"",701.901140684411,7019.01140684411,763349953.536133,205025.773716105,202103091558
22,27041,652,6,8020,Pilot Mountain,"",812.967581047382,8129.67581047382,1629462738.40637,324677.141569035,202103091558
23,27042,63,2,720,Pine Hall,"",875,8750,290758639.069458,113971.243586081,202103091558
24,27043,475,5,6442,Pinnacle,"",737.348649487737,7373.48649487737,1935795027.06067,395674.180712496,202103091558
25,27045,916,7,9583,Rural Hall,"",955.859334237713,9558.59334237713,666085549.25769,154538.589918543,202103091558
26,27046,142,1,1953,Sandy Ridge,"",727.086533538146,7270.86533538146,1237681699.0647,217125.573744555,202103091558
27,27047,103,0,1279,Siloam,"",805.316653635653,8053.16653635653,576295820.815674,144984.839113672,202103091558
28,27048,628,5,8902,Stoneville,"",705.45944731521,7054.5944731521,2355000804.03674,325454.766660313,202103091558
29,27050,274,3,4084,Tobaccoville,"",670.910871694417,6709.10871694417,703876500.567505,219088.1792708,202103091558
30,27051,627,5,8287,Walkertown,"",756.606733437915,7566.06733437915,524680317.775635,151066.808563308,202103091558
31,27052,840,20,10061,Walnut Cove,"",834.907066891959,8349.07066891959,2710320219.82117,403203.611044297,202103091558
32,27053,176,1,3156,Westfield,"",557.66793409379,5576.6793409379,2152815477.55933,413464.446930882,202103091558
33,27054,258,4,2608,Woodleaf,"",989.263803680982,9892.63803680982,778193820.583862,201172.963339102,202103091558
34,27055,1553,24,14521,Yadkinville,"",1069.48557261897,10694.8557261897,3115987965.39453,403366.49229781,202103091558
35,27101,1622,32,24321,Winston Salem,"",666.913367049052,6669.13367049052,356085731.400146,162957.922513793,202103091558
36,27103,2751,37,36071,Winston Salem,"",762.662526683485,7626.62526683485,527249856.672729,146399.561156354,202103091558
37,27104,2303,30,29383,Winston Salem,"",783.786543239288,7837.86543239288,337669863.683838,130394.134288752,202103091558
38,27105,3590,33,40186,Winston Salem,"",893.345941372617,8933.45941372617,950547784.577881,208375.813794777,202103091558
39,27106,3924,47,51378,Winston Salem,"",763.751021838141,7637.51021838141,787324720.967285,203893.681115083,202103091558
40,27107,4381,38,52432,Winston Salem,"",835.558437595362,8355.58437595362,1859279716.41162,319111.813640457,202103091558
41,27127,3516,24,38510,Winston Salem,"",913.009607894053,9130.09607894053,820319160.873047,213438.375685158,202103091558
42,27157,40,0,5,Winston Salem,"",,,827769.094482422,4216.57245655308,202103091558
43,27203,2567,48,21876,Asheboro,"",1173.43207167672,11734.3207167672,589408161.410522,188062.356665824,202103091558
44,27205,3384,44,34549,Asheboro,"",979.478421951431,9794.78421951431,6255653514.79199,588011.232518038,202103091558
45,27207,259,2,3806,Bear Creek,"",680.504466631634,6805.04466631634,2300194678.82397,473699.237818467,202103091558
46,27208,137,1,1691,Bennett,"",810.171496156121,8101.71496156121,1029479783.1405,215638.108979383,202103091558
47,27209,678,40,4151,Biscoe,"",1633.34136352686,16333.4136352686,1198089302.20734,259108.004034657,202103091558
48,27212,372,1,1600,Blanch,"",2325,23250,1328181375.12305,277007.39975067,202103091558
49,27214,891,6,11747,Browns Summit,"",758.491529752277,7584.91529752277,1414533235.94788,324969.092830869,202103091558
50,27215,3940,62,44892,Burlington,"",877.661944221688,8776.61944221688,1827823774.30115,298200.358945539,202103091558
51,27217,4669,87,39111,Burlington,"",1193.78180051648,11937.8180051648,3473433663.33496,513818.51476852,202103091558
52,27229,518,17,4014,Candor,"",1290.48330842053,12904.8330842053,2747739848.89313,367384.611313313,202103091558
53,27231,109,0,2048,Cedar Grove,"",532.2265625,5322.265625,987771348.581177,209108.769362036,202103091558
54,27233,259,2,3647,Climax,"",710.172744721689,7101.72744721689,703252829.253662,187154.002103638,202103091558
55,27235,380,6,4575,Colfax,"",830.601092896175,8306.01092896175,380654027.583252,148521.339190303,202103091558
56,27239,755,12,9629,Denton,"",784.089728943816,7840.89728943816,4319759872.9696,429373.198159064,202103091558
57,27242,165,4,2668,Eagle Springs,"",618.440779610195,6184.40779610195,1480408484.01825,321391.030328654,202103091558
58,27243,250,3,4665,Efland,"",535.905680600214,5359.05680600214,1142332751.10315,311755.144165646,202103091558
59,27244,1715,18,16259,Elon,"",1054.8004182299,10548.004182299,1541989025.453,399696.340130384,202103091558
60,27248,354,5,4835,Franklinville,"",732.161323681489,7321.61323681489,942909114.352783,215710.992817749,202103091558
61,27249,990,7,13355,Gibsonville,"",741.295394983152,7412.95394983152,1679803774.77087,397477.611919868,202103091558
62,27252,104,2,2264,Goldston,"",459.363957597173,4593.63957597173,1142470673.17163,220926.147155476,202103091558
63,27253,3133,41,31464,Graham,"",995.741164505467,9957.41164505467,2351372927.78931,521476.969804177,202103091558
64,27258,612,8,7740,Haw River,"",790.697674418605,7906.97674418605,473631125.268677,312686.877842211,202103091558
65,27260,1931,36,25696,High Point,"",751.478829389788,7514.78829389788,348441568.963501,133229.878739789,202103091558
66,27262,1833,42,24764,High Point,"",740.187368761105,7401.87368761105,368730084.700928,171087.864383377,202103091558
67,27263,1908,32,22320,High Point,"",854.838709677419,8548.38709677419,1121512604.52234,249658.228757679,202103091558
68,27265,3821,47,50038,High Point,"",763.619649066709,7636.19649066709,1172957282.41284,307481.490778656,202103091558
69,27268,263,0,1695,High Point,"",1551.62241887906,15516.2241887906,2495618.64758301,8251.66869064816,202103091558
70,27278,1533,17,27181,Hillsborough,"",563.996909605975,5639.96909605975,2885765742.02771,502574.675043234,202103091558
71,27281,242,0,3710,Jackson Springs,"",652.291105121294,6522.91105121294,2095606802.2608,479969.724586594,202103091558
72,27282,1243,22,16597,Jamestown,"",748.930529613786,7489.30529613786,404066994.873657,168803.970950205,202103091558
73,27283,215,2,2982,Julian,"",720.992622401073,7209.92622401073,711286368.914917,161239.518798817,202103091558
74,27284,4525,60,56201,Kernersville,"",805.145815910749,8051.45815910749,2233069317.10205,420748.080109325,202103091558
75,27288,1693,21,23585,Eden,"",717.829128683485,7178.29128683485,1951079100.05676,304615.616752016,202103091558
76,27291,120,0,1538,Leasburg,"",780.234070221066,7802.34070221066,1492904663.44434,314720.365319101,202103091558
77,27292,3374,31,41465,Lexington,"",813.698299770891,8136.98299770891,4270233445.18579,407599.915340798,202103091558
78,27295,3511,44,39191,Lexington,"",895.868949503713,8958.68949503713,3631502180.53174,466742.919509858,202103091558
79,27298,724,9,10440,Liberty,"",693.486590038314,6934.86590038314,2639148530.03284,431527.987760386,202103091558
80,27299,516,4,5254,Linwood,"",982.108869432813,9821.08869432813,822543412.257813,203597.604040365,202103091558
81,27301,918,16,10019,Mc Leansville,"",916.259107695379,9162.59107695379,900133716.655151,287107.537324028,202103091558
82,27302,2240,12,32302,Mebane,"",693.45551359049,6934.5551359049,3198656461.27478,644303.59427532,202103091558
83,27305,149,1,1585,Milton,"",940.06309148265,9400.6309148265,687167820.539429,263836.485514183,202103091558
84,27306,619,15,5945,Mount Gilead,"",1041.21110176619,10412.1110176619,5305900334.83325,426306.558627535,202103091558
85,27310,574,3,8562,Oak Ridge,"",670.404111188975,6704.04111188975,526240082.103149,140986.043049622,202103091558
86,27311,243,0,3220,Pelham,"",754.658385093168,7546.58385093168,1338371966.32642,293760.993606137,202103091558
87,27312,870,25,22205,Pittsboro,"",391.803647827066,3918.03647827066,5005768374.64233,617961.777569282,202103091558
88,27313,455,19,7288,Pleasant Garden,"",624.313940724479,6243.13940724479,760352714.59021,181619.740165306,202103091558
89,27314,57,1,1138,Prospect Hill,"",500.878734622144,5008.78734622144,773578280.842896,162162.976448062,202103091558
90,27315,112,0,2140,Providence,"",523.364485981308,5233.64485981308,697810511.310425,179457.95829655,202103091558
91,27316,651,13,7156,Ramseur,"",909.726103968698,9097.26103968698,1975410509.03577,278228.393914438,202103091558
92,27317,1628,20,17851,Randleman,"",911.99372584169,9119.93725841689,1700826686.43616,339539.515262609,202103091558
93,27320,2813,20,38894,Reidsville,"",723.247801717489,7232.47801717489,6966725984.64832,658218.836963247,202103091558
94,27325,695,5,7676,Robbins,"",905.419489317353,9054.19489317353,2401051783.47894,409075.895347679,202103091558
95,27326,263,2,3692,Ruffin,"",712.351029252438,7123.51029252438,1884156536.74561,359587.547530237,202103091558
96,27330,3578,48,39529,Sanford,"",905.158238255458,9051.58238255458,6011213414.18433,528161.840140257,202103091558
97,27332,2567,25,33549,Sanford,"",765.149482845987,7651.49482845986,2996782209.29614,417113.164836099,202103091558
98,27341,455,2,5820,Seagrove,"",781.786941580756,7817.86941580756,2678433259.4787,311632.157547413,202103091558
99,27343,119,0,1840,Semora,"",646.739130434783,6467.39130434783,1390260353.39624,348769.311430722,202103091558
100,27344,1761,30,19290,Siler City,"",912.908242612753,9129.08242612753,4591228058.44531,607903.308882544,202103091558
101,27349,427,5,5850,Snow Camp,"",729.91452991453,7299.1452991453,1831279532.651,381750.490582419,202103091558
102,27350,543,6,7508,Sophia,"",723.228556206713,7232.28556206713,1066449848.573,204602.636460839,202103091558
