OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,RatePer100K,Shape__Area,Shape__Length,DataGatherTS
1,27006,605,3,14872,Advance,"",406.804733727811,4068.04733727811,1744189234.37061,355282.663136038,202012300204
2,27007,100,0,2136,Ararat,"",468.164794007491,4681.64794007491,592499585.594238,195922.003442792,202012300204
3,27009,123,1,2937,Belews Creek,"",418.79468845761,4187.9468845761,618093097.011353,191244.647442635,202012300204
4,27011,285,4,5411,Boonville,"",526.704860469414,5267.04860469414,1489580093.86462,316910.589814884,202012300204
5,27012,1529,26,28954,Clemmons,"",528.079021896802,5280.79021896802,1176567385.86804,255774.303165276,202012300204
6,27013,274,5,6495,Cleveland,"",421.862971516551,4218.62971516551,2066336247.98627,379169.285246239,202012300204
7,27014,37,0,957,Cooleemee,"",386.62486938349,3866.2486938349,21479098.032959,22299.1178929161,202012300204
8,27016,80,0,1682,Danbury,"",475.624256837099,4756.24256837099,1068209590.0686,211061.413302457,202012300204
9,27017,624,4,9499,Dobson,"",656.911253816191,6569.11253816191,2962951682.04883,566348.974052304,202012300204
10,27018,421,4,8221,East Bend,"",512.103150468313,5121.03150468313,2331567909.96985,255811.974556888,202012300204
11,27019,156,1,4234,Germanton,"",368.445914029287,3684.45914029287,977414017.819214,270248.259734795,202012300204
12,27020,377,4,6104,Hamptonville,"",617.627785058978,6176.27785058978,2114111622.36755,316969.486887135,202012300204
13,27021,760,11,17979,King,"",422.715390177429,4227.15390177429,1469376476.14172,210392.900707099,202012300204
14,27022,49,1,1512,Lawsonville,"",324.074074074074,3240.74074074074,918745327.278442,200803.000966771,202012300204
15,27023,574,2,12775,Lewisville,"",449.315068493151,4493.15068493151,807172159.002075,183078.980128527,202012300204
16,27024,136,3,2683,Lowgap,"",506.895266492732,5068.95266492732,1265827411.39758,278411.484773322,202012300204
17,27025,677,3,11117,Madison,"",608.977242061707,6089.77242061707,2714649364.33142,468723.596670606,202012300204
18,27027,246,0,4017,Mayodan,"",612.397311426438,6123.97311426438,548179131.574585,172371.363079245,202012300204
19,27028,1373,10,28039,Mocksville,"",489.675095402832,4896.75095402832,5475621774.30664,567238.136149725,202012300204
20,27030,2190,33,37641,Mount Airy,"",581.81238543078,5818.1238543078,4824085732.75671,624989.724929863,202012300204
21,27040,536,2,13150,Pfafftown,"",407.604562737643,4076.04562737643,763349953.536133,205025.773716105,202012300204
22,27041,333,5,8020,Pilot Mountain,"",415.211970074813,4152.11970074813,1629462738.40637,324677.141569035,202012300204
23,27042,48,1,720,Pine Hall,"",666.666666666667,6666.66666666667,290758639.069458,113971.243586081,202012300204
24,27043,293,3,6442,Pinnacle,"",454.827693262962,4548.27693262962,1935795027.06067,395674.180712496,202012300204
25,27045,528,5,9583,Rural Hall,"",550.975686110821,5509.75686110821,666085549.25769,154538.589918543,202012300204
26,27046,86,1,1953,Sandy Ridge,"",440.348182283666,4403.48182283666,1237681699.0647,217125.573744555,202012300204
27,27047,62,0,1279,Siloam,"",484.753713838937,4847.53713838937,576295820.815674,144984.839113672,202012300204
28,27048,444,2,8902,Stoneville,"",498.764322624129,4987.64322624129,2355000804.03674,325454.766660313,202012300204
29,27050,177,2,4084,Tobaccoville,"",433.398628795299,4333.98628795299,703876500.567505,219088.1792708,202012300204
30,27051,382,3,8287,Walkertown,"",460.962954024376,4609.62954024376,524680317.775635,151066.808563308,202012300204
31,27052,437,9,10061,Walnut Cove,"",434.350462180698,4343.50462180698,2710320219.82117,403203.611044297,202012300204
32,27053,80,1,3156,Westfield,"",253.485424588086,2534.85424588086,2152815477.55933,413464.446930882,202012300204
33,27054,128,2,2608,Woodleaf,"",490.79754601227,4907.9754601227,778193820.583862,201172.963339102,202012300204
34,27055,1024,12,14521,Yadkinville,"",705.1855932787,7051.855932787,3115987965.39453,403366.49229781,202012300204
35,27101,1014,27,24321,Winston Salem,"",416.923646231652,4169.23646231652,356085731.400146,162957.922513793,202012300204
36,27103,1717,20,36071,Winston Salem,"",476.005655512739,4760.05655512739,527249856.672729,146399.561156354,202012300204
37,27104,1415,20,29383,Winston Salem,"",481.570976414934,4815.70976414934,337669863.683838,130394.134288752,202012300204
38,27105,2461,21,40186,Winston Salem,"",612.402329169362,6124.02329169362,950547784.577881,208375.813794777,202012300204
39,27106,2369,22,51378,Winston Salem,"",461.092296313597,4610.92296313597,787324720.967285,203893.681115083,202012300204
40,27107,2903,23,52432,Winston Salem,"",553.669514800122,5536.69514800122,1859279716.41162,319111.813640457,202012300204
41,27127,2199,17,38510,Winston Salem,"",571.020514152168,5710.20514152168,820319160.873047,213438.375685158,202012300204
42,27157,18,0,5,Winston Salem,"",,,827769.094482422,4216.57245655308,202012300204
43,27203,1601,26,21876,Asheboro,"",731.852258182483,7318.52258182483,589408161.410522,188062.356665824,202012300204
44,27205,1945,23,34549,Asheboro,"",562.968537439579,5629.68537439579,6255653514.79199,588011.232518038,202012300204
45,27207,163,2,3806,Bear Creek,"",428.271150814503,4282.71150814503,2300194678.82397,473699.237818467,202012300204
46,27208,79,0,1691,Bennett,"",467.179183914843,4671.79183914843,1029479783.1405,215638.108979383,202012300204
47,27209,455,24,4151,Biscoe,"",1096.12141652614,10961.2141652614,1198089302.20734,259108.004034657,202012300204
