OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,Shape__Area,Shape__Length,DataGatherTS
38,27105,34,0,40186,Winston Salem,,950547784.577881,208375.813794777,202005110706
39,27106,33,1,51378,Winston Salem,,787324720.967285,203893.681115083,202005110706
40,27107,69,1,52432,Winston Salem,,1859279716.41162,319111.813640457,202005110706
41,27127,36,0,38510,Winston Salem,,820319160.873047,213438.375685158,202005110706
42,27157,NA,NA,5,Winston Salem,Population <500 and Cases <5,827769.094482422,4216.57245655308,202005110706
43,27203,105,2,21876,Asheboro,,589408161.410522,188062.356665824,202005110706
44,27205,71,2,34549,Asheboro,,6255653514.79199,588011.232518036,202005110706
45,27207,13,0,3806,Bear Creek,,2300194678.82397,473699.237818467,202005110706
46,27208,7,0,1691,Bennett,,1029479783.1405,215638.108979383,202005110706
47,27209,15,2,4151,Biscoe,,1198089302.20734,259108.004034657,202005110706
48,27212,15,0,1600,Blanch,,1328181375.12305,277007.399750669,202005110706
49,27214,6,1,11747,Browns Summit,,1414533235.94788,324969.09283087,202005110706
50,27215,26,3,44892,Burlington,,1827823774.30115,298200.358945539,202005110706
51,27217,85,2,39111,Burlington,,3473433663.33496,513818.51476852,202005110706
52,27229,6,0,4014,Candor,,2747739848.89313,367384.611313312,202005110706
53,27231,0,0,2048,Cedar Grove,,987771348.581177,209108.769362036,202005110706
54,27233,1,0,3647,Climax,,703252829.253662,187154.002103638,202005110706
55,27235,0,0,4575,Colfax,,380654027.583252,148521.339190303,202005110706
56,27239,11,0,9629,Denton,,4319759872.9696,429373.198159064,202005110706
57,27242,0,0,2668,Eagle Springs,,1480408484.01825,321391.030328654,202005110706
58,27243,7,0,4665,Efland,,1142332751.10315,311755.144165646,202005110706
59,27244,2,0,16259,Elon,,1541989025.453,399696.340130384,202005110706
60,27248,11,0,4835,Franklinville,,942909114.352783,215710.992817749,202005110706
61,27249,6,0,13355,Gibsonville,,1679803774.77087,397477.611919868,202005110706
62,27252,4,1,2264,Goldston,,1142470673.17163,220926.147155476,202005110706
63,27253,29,0,31464,Graham,,2351372927.78931,521476.969804176,202005110706
64,27258,5,0,7740,Haw River,,473631125.268677,312686.877842212,202005110706
65,27260,92,5,25696,High Point,,348441568.963501,133229.878739789,202005110706
66,27262,40,1,24764,High Point,,368730084.700928,171087.864383377,202005110706
67,27263,25,0,22320,High Point,,1121512604.52234,249658.228757679,202005110706
68,27265,69,4,50038,High Point,,1172957282.41284,307481.490778656,202005110706
69,27268,1,0,1695,High Point,,2495618.64758301,8251.66869064816,202005110706
70,27278,32,0,27181,Hillsborough,,2885765742.02771,502574.675043234,202005110706
71,27281,4,0,3710,Jackson Springs,,2095606802.2608,479969.724586593,202005110706
72,27282,7,0,16597,Jamestown,,404066994.873657,168803.970950205,202005110706
73,27283,2,0,2982,Julian,,711286368.914917,161239.518798817,202005110706
74,27284,31,1,56201,Kernersville,,2233069317.10205,420748.080109325,202005110706
75,27288,8,0,23585,Eden,,1951079100.05676,304615.616752016,202005110706
76,27291,1,0,1538,Leasburg,,1492904663.44434,314720.365319101,202005110706
77,27292,28,1,41465,Lexington,,4270233445.18579,407599.9153408,202005110706
78,27295,72,8,39191,Lexington,,3631502180.53174,466742.919509857,202005110706
79,27298,21,0,10440,Liberty,,2639148530.03284,431527.987760385,202005110706
80,27299,6,0,5254,Linwood,,822543412.257813,203597.604040365,202005110706
81,27301,8,2,10019,Mc Leansville,,900133716.655151,287107.537324028,202005110706
82,27302,25,0,32302,Mebane,,3198656461.27478,644303.59427532,202005110706
83,27305,12,1,1585,Milton,,687167820.539429,263836.485514183,202005110706
84,27306,7,0,5945,Mount Gilead,,5305900334.83325,426306.558627535,202005110706
85,27310,6,1,8562,Oak Ridge,,526240082.103149,140986.043049622,202005110706
86,27311,0,0,3220,Pelham,,1338371966.32642,293760.993606137,202005110706
87,27312,89,6,22205,Pittsboro,,5005768374.64233,617961.777569281,202005110706
88,27313,30,4,7288,Pleasant Garden,,760352714.59021,181619.740165306,202005110706
89,27314,0,0,1138,Prospect Hill,,773578280.842896,162162.976448062,202005110706
90,27315,1,0,2140,Providence,,697810511.310425,179457.95829655,202005110706
91,27316,37,1,7156,Ramseur,,1975410509.03577,278228.393914437,202005110706
92,27317,35,1,17851,Randleman,,1700826686.43616,339539.515262609,202005110706
93,27320,13,2,38894,Reidsville,,6966725984.64832,658218.836963247,202005110706
94,27325,4,0,7676,Robbins,,2401051783.47894,409075.895347679,202005110706
95,27326,5,0,3692,Ruffin,,1884156536.74561,359587.547530237,202005110706
96,27330,201,1,39529,Sanford,,6011213414.18433,528161.840140257,202005110706
97,27332,84,0,33549,Sanford,,2996782209.29614,417113.164836099,202005110706
98,27340,NA,NA,34,Saxapahaw,Population <500 and Cases <5,694758.987792969,3852.87240074502,202005110706
99,27341,6,0,5820,Seagrove,,2678433259.4787,311632.157547413,202005110706
100,27343,1,0,1840,Semora,,1390260353.39624,348769.311430722,202005110706
101,27344,295,1,19290,Siler City,,4591228058.44531,607903.308882544,202005110706
102,27349,5,0,5850,Snow Camp,,1831279532.651,381750.490582419,202005110706
103,27350,2,0,7508,Sophia,,1066449848.573,204602.636460839,202005110706
104,27355,17,0,3196,Staley,,1016358702.6969,245160.332752788,202005110706
105,27356,4,0,3513,Star,,1815293543.21783,348288.37985576,202005110706
106,27357,14,1,8325,Stokesdale,,1273124268.28796,223115.118835702,202005110706
107,27358,8,1,15960,Summerfield,,1557557662.14905,323017.17605333,202005110706
108,27360,49,0,48331,Thomasville,,2458732404.91687,372395.85217249,202005110706
109,27370,14,0,14622,Trinity,,1663817222.16028,344702.900725307,202005110706
110,27371,6,0,7778,Troy,,4076136455.00793,473833.643450898,202005110706
111,27376,7,0,9884,West End,,1781050002.06519,320932.333330313,202005110706
112,27377,11,0,9597,Whitsett,,736936774.92627,183024.518653502,202005110706
113,27379,6,0,6057,Yanceyville,,2663338769.75159,422550.665080929,202005110706
114,27401,21,1,20221,Greensboro,,171748092.127686,100334.769337553,202005110706
115,27403,14,1,21278,Greensboro,,159396286.028687,87465.254538865,202005110706
116,27405,59,4,52510,Greensboro,,886695637.391357,284328.526421691,202005110706
117,27406,46,5,60755,Greensboro,,1894160074.00403,327705.317343953,202005110706
118,27407,73,5,49837,Greensboro,,840498790.451172,227731.576408348,202005110706
119,27408,9,0,17406,Greensboro,,221403500.549561,80148.1616765212,202005110706
120,27409,12,1,17953,Greensboro,,603872824.646484,239783.02449594,202005110706
121,27410,22,0,56968,Greensboro,,859363574.914917,272309.563854046,202005110706
122,27411,0,0,847,Greensboro,,713742.998291016,5860.23208289576,202005110706
123,27412,0,0,1886,Greensboro,,4771290.83532715,13054.7888333439,202005110706
124,27455,15,1,29197,Greensboro,,816075696.678345,198282.860420201,202005110706
125,27498,NA,NA,13,Greensboro,Population <500 and Cases <5,3369264.12316895,7774.18760349114,202005110706
126,27501,19,1,21338,Angier,,1683348454.90833,329143.18978091597,202005110706
127,27502,32,0,43747,Apex,,840126405.51062,242725.298081049,202005110706
128,27503,6,0,7222,Bahama,,1054708975.44934,246183.053747647,202005110706
129,27504,24,1,16320,Benson,,2584462015.08862,486262.181304732,202005110706
130,27505,26,0,7308,Broadway,,1509842573.20557,320128.840505679,202005110706
131,27507,3,0,2053,Bullock,,1354883649.98218,266873.357504053,202005110706
132,27508,3,0,2340,Bunn,,312599782.273071,114289.902416244,202005110706
133,27509,115,8,6935,Butner,,507253453.414795,156294.942704551,202005110706
134,27510,17,0,14543,Carrboro,,88705554.5671387,57867.6032694508,202005110706
135,27511,22,0,34041,Cary,,333520579.048462,98702.6527265331,202005110706
136,27513,34,0,49003,Cary,,474399121.186279,162336.294574525,202005110706
137,27514,64,11,32847,Chapel Hill,,579057212.663452,190879.985276747,202005110706
138,27516,40,3,44117,Chapel Hill,,2564236091.9281,438904.079251583,202005110706
139,27517,41,0,28831,Chapel Hill,,1520140847.99951,299162.993678501,202005110706
140,27518,13,0,22765,Cary,,262665807.612671,130741.025823352,202005110706
141,27519,33,1,59960,Cary,,609072010.422363,166930.324843009,202005110706
142,27520,79,14,43958,Clayton,,1962402119.35425,374945.851452289,202005110706
143,27521,6,0,7149,Coats,,721041350.168091,174373.299688566,202005110706
144,27522,21,0,13652,Creedmoor,,2172960809.67273,361578.814896965,202005110706
145,27523,6,0,12782,Apex,,1210964088.06177,294058.887697931,202005110706
146,27524,7,0,13532,Four Oaks,,3831785222.9375,530912.577014993,202005110706
147,27525,10,0,15534,Franklinton,,2660281050.9928,421324.476104612,202005110706
148,27526,24,0,54027,Fuquay Varina,,2787678657.25134,460586.982042285,202005110706
149,27527,17,0,30234,Clayton,,1261348608.45837,213730.175971786,202005110706
150,27529,30,0,53854,Garner,,1666161335.17407,336033.618547781,202005110706
151,27530,525,4,40212,Goldsboro,,2938137113.36951,449856.425263796,202005110706
152,27531,0,0,666,Goldsboro,,123956304.007813,71472.4653387501,202005110706
153,27534,64,0,31819,Goldsboro,,1995982542.31616,394454.137280507,202005110706
154,27536,102,9,16459,Henderson,,359552678.037964,148817.062353839,202005110706
155,27537,56,3,25321,Henderson,,5545289733.50195,795404.906342347,202005110706
156,27539,16,1,26567,Apex,,805959451.628174,335082.894750929,202005110706
157,27540,19,0,39075,Holly Springs,,1299006108.57275,339054.617126206,202005110706
158,27541,2,0,4044,Hurdle Mills,,1979862536.66309,328579.598479954,202005110706
159,27542,6,0,10043,Kenly,,2499059670.1123,366253.348192187,202005110706
160,27544,3,0,4291,Kittrell,,1645813165.28467,322022.503716068,202005110706
161,27545,76,11,30327,Knightdale,,885541868.759766,219250.012614228,202005110706
162,27546,86,10,22436,Lillington,,3433026188.83105,510775.88711738,202005110706
163,27549,74,20,25224,Louisburg,,6636124442.18066,817297.028533168,202005110706
164,27551,1,0,2205,Macon,,2443966870.98499,402849.299843211,202005110706
165,27553,5,0,2030,Manson,,1245206626.07959,217969.561788749,202005110706
166,27556,NA,NA,298,Middleburg,Population <500 and Cases <5,67850312.0914307,63490.7222823736,202005110706
167,27557,2,0,9214,Middlesex,,2046463550.40088,338861.342265204,202005110706
168,27559,0,0,2874,Moncure,,1458825370.29968,366837.077035256,202005110706
169,27560,19,0,33691,Morrisville,,794384947.373291,268297.11970144,202005110706
170,27562,1,0,2791,New Hill,,1862081556.93738,349507.762295745,202005110706
171,27563,10,0,5312,Norlina,,1943381370.69177,412640.540954252,202005110706
172,27565,40,0,26057,Oxford,,9219811779.9552,826827.222809142,202005110706
173,27569,9,0,8984,Princeton,,2107084820.73511,313917.550563748,202005110706
174,27571,4,0,7385,Rolesville,,149121249.193359,94251.9264704589,202005110706
175,27572,3,0,7316,Rougemont,,3003228111.9873,397658.617230022,202005110706
176,27573,13,1,11561,Roxboro,,501787874.430542,219611.309648669,202005110706
177,27574,9,0,15232,Roxboro,,5527133817.3114,691755.452465683,202005110706
178,27576,22,1,20197,Selma,,2407427117.65723,339571.106645256,202005110706
179,27577,21,0,25214,Smithfield,,2877290650.99841,416726.966278934,202005110706
180,27581,6,0,3956,Stem,,1038615853.81189,246789.101888964,202005110706
181,27583,9,0,7012,Timberlake,,1327957318.65857,326956.719649922,202005110706
182,27587,53,3,74087,Wake Forest,,3132804734.81897,700749.84181148,202005110706
183,27589,2,0,8312,Warrenton,,4790731000.68542,626837.217934379,202005110706
184,27591,22,0,23448,Wendell,,1913446220.02844,380727.392057269,202005110706
185,27592,25,0,17368,Willow Spring,,1090932847.86865,312475.180771683,202005110706
186,27596,16,0,18655,Youngsville,,1519151285.28821,344366.073155402,202005110706
187,27597,22,1,25494,Zebulon,,3191967656.80884,568385.67904248,202005110706
188,27599,NA,NA,0,Chapel Hill,Population <500 and Cases <5,4275416.30163574,15555.1510255833,202005110706
189,27601,18,0,12139,Raleigh,,49970514.2080078,41226.7428180515,202005110706
190,27603,48,0,55479,Raleigh,,1420350588.63403,346107.072534996,202005110706
191,27604,62,1,47645,Raleigh,,550434833.049927,194088.121184431,202005110706
192,27605,4,0,5253,Raleigh,,26954475.7900391,26465.2700663817,202005110706
193,27606,34,0,47938,Raleigh,,750229681.939209,267151.497057326,202005110706
194,27607,15,0,30296,Raleigh,,519162282.902344,200611.380547666,202005110706
195,27608,6,0,11603,Raleigh,,91889809.9622803,55583.7467967219,202005110706
196,27609,42,1,38631,Raleigh,,310136046.756592,95880.163026763,202005110706
197,27610,228,5,74203,Raleigh,,1211166911.84558,327751.489063642,202005110706
198,27612,24,2,39208,Raleigh,,428868509.332275,164483.082879678,202005110706
199,27613,23,0,46521,Raleigh,,675406849.409912,184431.643996557,202005110706
200,27614,22,0,37689,Raleigh,,829063194.918701,218912.319813944,202005110706
201,27615,33,0,46038,Raleigh,,525952454.993774,134192.839940925,202005110706
202,27616,65,1,55260,Raleigh,,646426991.218628,201092.505637391,202005110706
203,27617,18,0,19511,Raleigh,,230483847.672241,125016.743498849,202005110706
204,27701,29,1,26489,Durham,,147212202.097778,89264.6755119977,202005110706
205,27703,85,2,61351,Durham,,1376809528.09961,349864.156739061,202005110706
206,27704,112,1,39369,Durham,,1307759376.10449,279407.953507315,202005110706
207,27705,265,27,48078,Durham,,1155101566.94189,288440.086812307,202005110706
208,27706,NA,NA,10,Durham,Population <500 and Cases <5,1281872.18347168,6816.757693542,202005110706
209,27707,90,1,47036,Durham,,551326002.510864,228660.826032165,202005110706
210,27708,0,0,4635,Durham,,24140532.868042,39624.2440738689,202005110706
211,27709,NA,NA,4,Durham,Population <500 and Cases <5,166810196.870483,93465.8554704913,202005110706
212,27710,NA,NA,0,Durham,Population <500 and Cases <5,3645590.83996582,9509.21127183631,202005110706
213,27711,NA,NA,62,Durham,Population <500 and Cases <5,11690491.0200195,25227.7794868175,202005110706
214,27712,62,13,22055,Durham,,952678558.948486,239427.124284805,202005110706
215,27713,75,2,53996,Durham,,1004016276.63342,186930.768828538,202005110706
216,27801,29,1,21556,Rocky Mount,,1947625744.14368,298032.749540483,202005110706
217,27803,28,2,22337,Rocky Mount,,1209689022.16736,314786.382274833,202005110706
218,27804,53,0,29160,Rocky Mount,,1207912397.80139,237805.719395058,202005110706
219,27805,6,0,3769,Aulander,,3260348789.01416,427031.57804176,202005110706
220,27806,1,0,2441,Aurora,,3806890944.80762,575449.481817415,202005110706
221,27807,6,0,6940,Bailey,,1393278091.89233,266050.599193056,202005110706
222,27808,2,0,2481,Bath,,1375581489.5946,320371.987641635,202005110706
223,27809,21,1,5254,Battleboro,,2127311815.53979,418206.140952668,202005110706
224,27810,0,0,4224,Belhaven,,5320714553.85889,863428.562860574,202005110706
225,27812,2,0,2951,Bethel,,1796512894.90283,307599.92172387,202005110706
226,27813,2,0,687,Black Creek,,17954681.8726807,21851.3845296183,202005110706
227,27814,1,0,1801,Blounts Creek,,2084052221.88855,349050.345630614,202005110706
228,27816,2,0,2634,Castalia,,1727056405.90051,269780.663460198,202005110706
229,27817,4,0,7777,Chocowinity,,3011254799.10022,441922.251479678,202005110706
230,27818,2,0,1269,Como,,1775223218.97412,291672.91933713,202005110706
231,27820,12,1,3292,Conway,,1787180209.86865,300570.413456991,202005110706
232,27821,NA,NA,343,Edward,Population <500 and Cases <5,180879118.265869,102716.617789089,202005110706
233,27822,15,1,9119,Elm City,,2421416079.34338,500329.938801193,202005110706
234,27823,16,0,7812,Enfield,,5279947738.18738,591795.38238411,202005110706
235,27824,0,0,1540,Engelhard,,5755622445.56714,766498.765242208,202005110706
236,27826,0,0,1245,Fairfield,,5502010014.61365,681909.128335756,202005110706
237,27827,NA,NA,99,Falkland,Population <500 and Cases <5,6818760.54968262,12365.1347191574,202005110706
238,27828,8,0,9031,Farmville,,1954373169.79175,304535.643741104,202005110706
239,27829,3,0,1872,Fountain,,1242859232.87109,276952.810668188,202005110706
240,27830,6,0,4858,Fremont,,1661392631.86707,301522.072838785,202005110706
241,27831,6,0,3588,Garysburg,,1733783751.73071,369102.732751728,202005110706
242,27832,18,0,2912,Gaston,,1029571544.94922,217897.088475999,202005110706
243,27834,71,0,57505,Greenville,,5082356628.8689,890421.476518531,202005110706
244,27837,3,0,6506,Grimesland,,1710764546.60681,462288.004070908,202005110706
245,27839,3,0,3702,Halifax,,3728459644.54443,454921.143892168,202005110706
246,27840,2,0,535,Hamilton,,127567387.286499,59155.8177418193,202005110706
247,27841,NA,NA,84,Hassell,Population <500 and Cases <5,5972995.94189453,12505.2057352129,202005110706
248,27842,2,0,1436,Henrico,,414285932.678223,116849.514846702,202005110706
249,27843,0,0,946,Hobgood,,1458584246.23853,232329.162988765,202005110706
250,27844,9,0,3039,Hollister,,1251113401.94934,274076.283965929,202005110706
251,27845,3,0,2841,Jackson,,2842001076.66528,416912.567186113,202005110706
252,27846,0,0,3069,Jamesville,,3050744149.28796,442133.927899832,202005110706
253,27847,1,0,1071,Kelford,,1048559305.60547,265580.578438826,202005110706
254,27849,2,0,1483,Lewiston Woodville,,2062202839.65674,367759.436044124,202005110706
255,27850,4,0,7413,Littleton,,5554617534.52942,570792.398502674,202005110706
256,27851,13,0,5595,Lucama,,1253082833.57764,200836.347936783,202005110706
257,27852,9,0,3454,Macclesfield,,1418996205.83582,268041.951522527,202005110706
258,27853,NA,NA,436,Margarettsville,Population <500 and Cases <5,1061331085.73535,233986.055045062,202005110706
259,27855,8,1,6105,Murfreesboro,,1379257056.24951,246550.621363096,202005110706
260,27856,20,1,17301,Nashville,,3696764195.94336,508647.139191863,202005110706
261,27857,0,0,1601,Oak City,,2180191629.70935,354763.313675516,202005110706
262,27858,34,1,58170,Greenville,,1683129152.90881,395293.630437,202005110706
263,27860,2,0,2062,Pantego,,4384086912.80859,475177.331131482,202005110706
264,27862,0,0,945,Pendleton,,1337735767.81812,305131.144563485,202005110706
265,27863,6,0,12670,Pikeville,,1822358483.62146,414140.550515841,202005110706
266,27864,28,1,4823,Pinetops,,1058515929.69434,223861.53375515,202005110706
267,27865,2,0,2003,Pinetown,,3183419700.15735,407140.115990912,202005110706
268,27866,1,0,672,Pleasant Hill,,548856343.547363,183824.668332886,202005110706
269,27869,24,5,2167,Rich Square,,2314340977.34839,283794.508144883,202005110706
270,27870,38,1,26633,Roanoke Rapids,,1958976214.39966,237465.130853914,202005110706
271,27871,12,1,4466,Robersonville,,2640265625.23401,370404.169208956,202005110706
272,27872,NA,NA,429,Roxobel,Population <500 and Cases <5,78668396.3901367,60062.9164687203,202005110706
273,27874,2,0,4766,Scotland Neck,,3988089594.78687,425091.541566968,202005110706
274,27875,0,0,511,Scranton,,1462926064.75208,668994.049821799,202005110706
275,27876,5,0,1290,Seaboard,,1161065802.28784,286123.221519332,202005110706
276,27880,2,0,3280,Sims,,661768421.449585,178936.521495753,202005110706
277,27881,NA,NA,323,Speed,Population <500 and Cases <5,45624486.2655029,35379.3892263349,202005110706
278,27882,7,0,7927,Spring Hope,,2721376125.90833,404465.358087667,202005110706
279,27883,10,1,4361,Stantonsburg,,2149873597.18677,378850.12800901,202005110706
280,27884,0,0,1545,Stokes,,1118165618.53992,178810.199825372,202005110706
281,27885,1,0,859,Swanquarter,,3236637890.30994,778832.459471456,202005110706
282,27886,67,4,21595,Tarboro,,5534275751.92761,530150.851444626,202005110706
283,27888,3,0,2803,Walstonburg,,1661899290.0293,260588.447365408,202005110706
284,27889,13,0,27543,Washington,,4746901259.41052,624948.845007957,202005110706
285,27890,2,0,2398,Weldon,,250295126.203369,88214.5142201125,202005110706
286,27891,4,1,5011,Whitakers,,3802342458.24487,551887.618669608,202005110706
287,27892,16,0,14363,Williamston,,4740161664.64209,528153.604658044,202005110706
288,27893,121,5,40647,Wilson,,3134674028.43115,441390.734015218,202005110706
289,27896,36,0,21212,Wilson,,1013992738.34033,260787.736893695,202005110706
290,27897,27,1,2467,Woodland,,1262848506.99878,250563.523857377,202005110706
291,27909,64,3,40958,Elizabeth City,,6356628470.42627,720925.199090357,202005110706
292,27910,21,1,11609,Ahoskie,,3854004911.8667,558805.248838312,202005110706
293,27915,1,0,758,Avon,,132797325.68457,159985.858445685,202005110706
294,27916,0,0,554,Aydlett,,175446906.710938,88834.9392660151,202005110706
295,27917,0,0,1084,Barco,,583346697.773926,150643.300800981,202005110706
296,27919,0,0,1211,Belvidere,,1805677755.21484,260299.205087965,202005110706
297,27920,0,0,1415,Buxton,,251417477.481567,169552.58818934,202005110706
298,27921,0,0,5366,Camden,,2216306760.15601,371309.805402765,202005110706
299,27922,1,0,1107,Cofield,,1372106941.59424,230585.938382193,202005110706
300,27923,0,0,990,Coinjock,,442853112.258789,222994.427279021,202005110706
301,27924,13,0,3509,Colerain,,2545571117.46045,325068.518729581,202005110706
302,27925,5,0,4164,Columbia,,9421043776.67224,822613.133571787,202005110706
303,27926,2,0,1965,Corapeake,,1084179276.0813,176947.978129327,202005110706
304,27927,0,0,613,Corolla,,685869287.21875,1266393.74615984,202005110706
305,27928,2,0,1888,Creswell,,3736346955.86023,344143.792077435,202005110706
306,27929,1,0,1949,Currituck,,352573124.774658,146317.944454099,202005110706
307,27932,15,1,12644,Edenton,,3509551689.6084,391797.495792958,202005110706
308,27935,0,0,1674,Eure,,1443577833.21069,213483.780281898,202005110706
309,27936,0,0,961,Frisco,,134638106.065186,108288.074251882,202005110706
310,27937,4,0,4253,Gates,,2407949124.70361,290137.740864669,202005110706
311,27938,2,0,1430,Gatesville,,1202645918.03784,229961.178585235,202005110706
312,27939,0,0,3370,Grandy,,296874050.40332,237784.484514939,202005110706
313,27941,0,0,670,Harbinger,,66348159.842041,42125.3614314887,202005110706
314,27942,0,0,936,Harrellsville,,927451831.666504,150762.800286803,202005110706
315,27943,NA,NA,491,Hatteras,Population <500 and Cases <5,82146889.1915283,162150.406610954,202005110706
316,27944,14,1,12230,Hertford,,5013940953.42065,828274.577378666,202005110706
317,27946,2,0,1089,Hobbsville,,1234977495.96777,250163.996071758,202005110706
318,27947,0,0,845,Jarvisburg,,181991023.044922,117825.87149715,202005110706
319,27948,1,0,12518,Kill Devil Hills,,288939959.776123,266090.270790261,202005110706
320,27949,5,0,7235,Kitty Hawk,,426732703.740967,296487.581606319,202005110706
321,27950,1,0,2183,Knotts Island,,1009906812.90234,393684.159837613,202005110706
322,27953,0,0,992,Manns Harbor,,4841742826.08521,775886.839802652,202005110706
323,27954,0,0,6405,Manteo,,346159524.466309,171104.045001834,202005110706
324,27956,NA,NA,328,Maple,Population <500 and Cases <5,91616147.3259277,62675.9008746753,202005110706
325,27957,2,0,1419,Merry Hill,,1345289022.66797,219570.3989813,202005110706
326,27958,6,0,12061,Moyock,,2191273226.67993,258895.732965411,202005110706
327,27959,5,1,2451,Nags Head,,464337538.219238,468359.824712585,202005110706
328,27960,0,0,899,Ocracoke,,272996211.932129,221416.979930584,202005110706
329,27962,13,0,7439,Plymouth,,2248894843.11377,323982.422404071,202005110706
330,27964,0,0,653,Point Harbor,,40700993.1791992,29044.1496807834,202005110706
331,27965,0,0,611,Poplar Branch,,362463348.010742,286670.577035681,202005110706
332,27966,1,0,1473,Powells Point,,310362212.773438,140593.315765635,202005110706
333,27968,NA,NA,413,Rodanthe,Population <500 and Cases <5,255307311.38855,376970.397727617,202005110706
334,27970,9,3,3214,Roper,,3979984913.95898,386215.845703473,202005110706
335,27972,NA,NA,196,Salvo,Population <500 and Cases <5,25839959.5158691,77591.875369789,202005110706
336,27973,0,0,1493,Shawboro,,1350823542.63281,279776.313560853,202005110706
337,27974,0,0,1375,Shiloh,,1282875105.52026,448552.234751615,202005110706
338,27976,1,0,3561,South Mills,,2739484648.62012,348819.066033239,202005110706
339,27978,NA,NA,221,Stumpy Point,Population <500 and Cases <5,3250437066.68713,488663.160212976,202005110706
340,27979,1,0,1813,Sunbury,,2196378526.26221,272849.595585558,202005110706
341,27980,0,0,2075,Tyner,,1319096560.03711,208839.628959427,202005110706
342,27981,0,0,1863,Wanchese,,183167116.380371,177755.254740471,202005110706
343,27982,NA,NA,0,Waves,Population <500 and Cases <5,5381164.09509277,11228.317119066,202005110706
344,27983,35,1,10633,Windsor,,9431469996.22351,861662.756904591,202005110706
345,27986,21,0,2650,Winton,,374234308.870117,153016.850399202,202005110706
346,28001,14,4,28360,Albemarle,,3791255242.38873,479491.354130006,202005110706
347,28006,0,0,1136,Alexis,,126883649.701416,88485.0702727943,202005110706
348,28012,17,0,24276,Belmont,,865729022.118042,170607.841876971,202005110706
349,28016,10,0,14526,Bessemer City,,1271825919.55414,236943.686135101,202005110706
350,28018,5,0,5943,Bostic,,2694770404.83051,433562.153950884,202005110706
351,28020,0,0,2464,Casar,,1475633951.64899,260515.821792163,202005110706
352,28021,13,0,13436,Cherryville,,1626380587.60425,391038.422631114,202005110706
353,28023,16,0,14843,China Grove,,1273875684.14087,277795.952246167,202005110706
354,28025,81,2,55325,Concord,,2992149162.05573,466210.81613651,202005110706
