OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,Shape__Area,Shape__Length,DataGatherTS
1,27006,29,2,14872,Advance,,19.4997310381926,1744189234.37061,355282.663136038,202006201936
2,27007,8,0,2136,Ararat,,37.4531835205993,592499585.594238,195922.003442792,202006201936
3,27009,4,0,2937,Belews Creek,,13.6193394620361,618093097.011353,191244.647442635,202006201936
4,27011,25,0,5411,Boonville,,46.2021807429311,1489580093.86462,316910.589814884,202006201936
5,27012,74,0,28954,Clemmons,,25.5577813082821,1176567385.86804,255774.303165276,202006201936
6,27013,17,1,6495,Cleveland,,26.1739799846035,2066336247.98627,379169.285246239,202006201936
7,27014,2,0,957,Cooleemee,,20.8986415882968,21479098.032959,22299.1178929161,202006201936
8,27016,3,0,1682,Danbury,,17.8359096313912,1068209590.0686,211061.413302457,202006201936
9,27017,85,0,9499,Dobson,,89.4831034845773,2962951682.04883,566348.974052304,202006201936
10,27018,58,1,8221,East Bend,,70.551027855492,2331567909.96985,255811.974556888,202006201936
11,27019,9,0,4234,Germanton,,21.2564950401512,977414017.819214,270248.259734795,202006201936
12,27020,48,2,6104,Hamptonville,,78.6369593709043,2114111622.36755,316969.486887135,202006201936
13,27021,46,0,17979,King,,25.5854051949497,1469376476.14172,210392.900707099,202006201936
14,27022,1,0,1512,Lawsonville,,6.61375661375661,918745327.278442,200803.000966771,202006201936
15,27023,35,1,12775,Lewisville,,27.3972602739726,807172159.002075,183078.980128527,202006201936
16,27024,8,0,2683,Lowgap,,29.8173686172195,1265827411.39758,278411.484773322,202006201936
17,27025,19,0,11117,Madison,,17.0909418008456,2714649364.33142,468723.596670606,202006201936
18,27027,2,0,4017,Mayodan,,4.97883993029624,548179131.574585,172371.363079245,202006201936
19,27028,123,0,28039,Mocksville,,43.8674703092122,5475621774.30664,567238.136149725,202006201936
20,27030,212,2,37641,Mount Airy,,56.3215642517468,4824085732.75671,624989.724929863,202006201936
21,27040,24,0,13150,Pfafftown,,18.2509505703422,763349953.536133,205025.773716105,202006201936
22,27041,9,0,8020,Pilot Mountain,,11.2219451371571,1629462738.40637,324677.141569035,202006201936
23,27042,3,0,720,Pine Hall,,41.6666666666667,290758639.069458,113971.243586081,202006201936
24,27043,15,0,6442,Pinnacle,,23.2846941943496,1935795027.06067,395674.180712496,202006201936
25,27045,50,1,9583,Rural Hall,,52.1757278514035,666085549.25769,154538.589918543,202006201936
26,27046,1,0,1953,Sandy Ridge,,5.12032770097286,1237681699.0647,217125.573744555,202006201936
27,27047,2,0,1279,Siloam,,15.6372165754496,576295820.815674,144984.839113672,202006201936
28,27048,12,0,8902,Stoneville,,13.4801168276792,2355000804.03674,325454.766660313,202006201936
29,27050,7,0,4084,Tobaccoville,,17.1400587659158,703876500.567505,219088.1792708,202006201936
30,27051,28,0,8287,Walkertown,,33.7878605044045,524680317.775635,151066.808563308,202006201936
31,27052,32,0,10061,Walnut Cove,,31.8059835006461,2710320219.82117,403203.611044297,202006201936
32,27053,5,0,3156,Westfield,,15.8428390367554,2152815477.55933,413464.446930882,202006201936
33,27054,6,0,2608,Woodleaf,,23.0061349693252,778193820.583862,201172.963339102,202006201936
34,27055,129,1,14521,Yadkinville,,88.8368569657737,3115987965.39453,403366.49229781,202006201936
35,27101,99,0,24321,Winston Salem,,40.7055630936228,356085731.400146,162957.922513793,202006201936
36,27103,214,3,36071,Winston Salem,,59.3274375537135,527249856.672729,146399.561156354,202006201936
37,27104,162,4,29383,Winston Salem,,55.1339209747133,337669863.683838,130394.134288752,202006201936
38,27105,503,2,40186,Winston Salem,,125.167968944409,950547784.577881,208375.813794777,202006201936
39,27106,312,3,51378,Winston Salem,,60.7263809412589,787324720.967285,203893.681115083,202006201936
40,27107,536,7,52432,Winston Salem,,102.227647238328,1859279716.41162,319111.813640457,202006201936
41,27127,314,3,38510,Winston Salem,,81.5372630485588,820319160.873047,213438.375685158,202006201936
42,27157,NA,NA,5,Winston Salem,Population <500 and Cases <5,NA,827769.094482422,4216.57245655308,202006201936
43,27203,347,11,21876,Asheboro,,158.621320168221,589408161.410522,188062.356665824,202006201936
44,27205,239,2,34549,Asheboro,,69.1771107702104,6255653514.79199,588011.232518038,202006201936
45,27207,32,1,3806,Bear Creek,,84.0777719390436,2300194678.82397,473699.237818467,202006201936
46,27208,12,0,1691,Bennett,,70.9639266706091,1029479783.1405,215638.108979383,202006201936
47,27209,85,3,4151,Biscoe,,204.769934955432,1198089302.20734,259108.004034657,202006201936
48,27212,46,0,1600,Blanch,,287.5,1328181375.12305,277007.39975067,202006201936
49,27214,36,1,11747,Browns Summit,,30.6461224142334,1414533235.94788,324969.092830869,202006201936
50,27215,174,3,44892,Burlington,,38.7596899224806,1827823774.30115,298200.358945539,202006201936
51,27217,437,31,39111,Burlington,,111.733271969523,3473433663.33496,513818.51476852,202006201936
52,27229,48,0,4014,Candor,,119.581464872945,2747739848.89313,367384.611313313,202006201936
53,27231,3,0,2048,Cedar Grove,,14.6484375,987771348.581177,209108.769362036,202006201936
54,27233,7,0,3647,Climax,,19.1938579654511,703252829.253662,187154.002103638,202006201936
55,27235,9,0,4575,Colfax,,19.672131147541,380654027.583252,148521.339190303,202006201936
56,27239,22,0,9629,Denton,,22.8476477308132,4319759872.9696,429373.198159064,202006201936
57,27242,8,0,2668,Eagle Springs,,29.9850074962519,1480408484.01825,321391.030328654,202006201936
58,27243,14,1,4665,Efland,,30.010718113612,1142332751.10315,311755.144165646,202006201936
59,27244,23,0,16259,Elon,,14.1460114398179,1541989025.453,399696.340130384,202006201936
60,27248,24,1,4835,Franklinville,,49.6380558428128,942909114.352783,215710.992817749,202006201936
61,27249,36,0,13355,Gibsonville,,26.9561961812055,1679803774.77087,397477.611919868,202006201936
62,27252,7,1,2264,Goldston,,30.9187279151943,1142470673.17163,220926.147155476,202006201936
63,27253,140,1,31464,Graham,,44.4952962115434,2351372927.78931,521476.969804177,202006201936
64,27258,25,0,7740,Haw River,,32.2997416020672,473631125.268677,312686.877842211,202006201936
65,27260,195,7,25696,High Point,,75.887297633873,348441568.963501,133229.878739789,202006201936
66,27262,129,3,24764,High Point,,52.0917460830237,368730084.700928,171087.864383377,202006201936
67,27263,84,1,22320,High Point,,37.6344086021505,1121512604.52234,249658.228757679,202006201936
68,27265,191,16,50038,High Point,,38.1709900475638,1172957282.41284,307481.490778656,202006201936
69,27268,1,0,1695,High Point,,5.89970501474926,2495618.64758301,8251.66869064816,202006201936
70,27278,90,0,27181,Hillsborough,,33.1113645561238,2885765742.02771,502574.675043234,202006201936
71,27281,17,0,3710,Jackson Springs,,45.822102425876,2095606802.2608,479969.724586594,202006201936
72,27282,32,1,16597,Jamestown,,19.280592878231,404066994.873657,168803.970950205,202006201936
73,27283,8,0,2982,Julian,,26.8276324614353,711286368.914917,161239.518798817,202006201936
74,27284,190,4,56201,Kernersville,,33.8072276294016,2233069317.10205,420748.080109325,202006201936
75,27288,58,0,23585,Eden,,24.5919016323935,1951079100.05676,304615.616752016,202006201936
76,27291,1,0,1538,Leasburg,,6.50195058517555,1492904663.44434,314720.365319101,202006201936
77,27292,190,5,41465,Lexington,,45.8217774026287,4270233445.18579,407599.915340798,202006201936
78,27295,173,9,39191,Lexington,,44.1427878849736,3631502180.53174,466742.919509858,202006201936
79,27298,62,0,10440,Liberty,,59.3869731800766,2639148530.03284,431527.987760386,202006201936
80,27299,21,0,5254,Linwood,,39.9695470118005,822543412.257813,203597.604040365,202006201936
81,27301,27,2,10019,Mc Leansville,,26.9487972851582,900133716.655151,287107.537324028,202006201936
82,27302,112,0,32302,Mebane,,34.6727756795245,3198656461.27478,644303.59427532,202006201936
83,27305,19,1,1585,Milton,,119.8738170347,687167820.539429,263836.485514183,202006201936
84,27306,26,2,5945,Mount Gilead,,43.7342304457527,5305900334.83325,426306.558627535,202006201936
85,27310,19,1,8562,Oak Ridge,,22.191076851203,526240082.103149,140986.043049622,202006201936
86,27311,2,0,3220,Pelham,,6.2111801242236,1338371966.32642,293760.993606137,202006201936
87,27312,118,18,22205,Pittsboro,,53.1411844179239,5005768374.64233,617961.777569282,202006201936
88,27313,74,16,7288,Pleasant Garden,,101.536772777168,760352714.59021,181619.740165306,202006201936
89,27314,2,0,1138,Prospect Hill,,17.5746924428822,773578280.842896,162162.976448062,202006201936
90,27315,1,0,2140,Providence,,4.67289719626168,697810511.310425,179457.95829655,202006201936
91,27316,112,8,7156,Ramseur,,156.512017887088,1975410509.03577,278228.393914438,202006201936
92,27317,82,2,17851,Randleman,,45.9358019158591,1700826686.43616,339539.515262609,202006201936
93,27320,58,2,38894,Reidsville,,14.912325808608,6966725984.64832,658218.836963247,202006201936
94,27325,61,0,7676,Robbins,,79.4684731631058,2401051783.47894,409075.895347679,202006201936
95,27326,13,0,3692,Ruffin,,35.2112676056338,1884156536.74561,359587.547530237,202006201936
96,27330,481,6,39529,Sanford,,121.682815148372,6011213414.18433,528161.840140257,202006201936
97,27332,241,3,33549,Sanford,,71.8352260872157,2996782209.29614,417113.164836099,202006201936
98,27341,20,0,5820,Seagrove,,34.3642611683849,2678433259.4787,311632.157547413,202006201936
99,27343,3,0,1840,Semora,,16.304347826087,1390260353.39624,348769.311430722,202006201936
100,27344,596,14,19290,Siler City,,308.968377397615,4591228058.44531,607903.308882544,202006201936
101,27349,10,0,5850,Snow Camp,,17.0940170940171,1831279532.651,381750.490582419,202006201936
102,27350,12,0,7508,Sophia,,15.9829515183804,1066449848.573,204602.636460839,202006201936
103,27355,26,0,3196,Staley,,81.351689612015,1016358702.6969,245160.332752788,202006201936
104,27356,31,1,3513,Star,,88.2436663820097,1815293543.21783,348288.37985576,202006201936
105,27357,32,1,8325,Stokesdale,,38.4384384384384,1273124268.28796,223115.118835702,202006201936
106,27358,52,1,15960,Summerfield,,32.5814536340852,1557557662.14905,323017.176053331,202006201936
107,27360,219,0,48331,Thomasville,,45.3125323291469,2458732404.91687,372395.85217249,202006201936
108,27370,48,0,14622,Trinity,,32.8272466146902,1663817222.16028,344702.900725307,202006201936
109,27371,52,0,7778,Troy,,66.8552327076369,4076136455.00793,473833.643450898,202006201936
