OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,RatePer100K,Shape__Area,Shape__Length,DataGatherTS
1,27006,1969,16,14872,Advance,"",1323.96449704142,13239.6449704142,1744189234.37061,355282.663136038,202111071740
2,27007,332,3,2136,Ararat,"",1554.30711610487,15543.0711610487,592499585.594238,195922.003442792,202111071740
3,27009,433,6,2937,Belews Creek,"",1474.29349676541,14742.9349676541,618093097.011353,191244.647442635,202111071740
4,27011,844,10,5411,Boonville,"",1559.78562188135,15597.8562188135,1489580093.86462,316910.589814884,202111071740
5,27012,4008,62,28954,Clemmons,"",1384.26469572425,13842.6469572425,1176567385.86804,255774.303165276,202111071740
6,27013,1029,13,6495,Cleveland,"",1584.29561200924,15842.9561200924,2066336247.98627,379169.285246239,202111071740
7,27014,170,5,957,Cooleemee,"",1776.38453500522,17763.8453500522,21479098.032959,22299.1178929161,202111071740
8,27016,279,4,1682,Danbury,"",1658.73959571938,16587.3959571938,1068209590.0686,211061.413302457,202111071740
9,27017,1666,22,9499,Dobson,"",1753.86882829772,17538.6882829772,2962951682.04883,566348.974052304,202111071740
10,27018,1075,11,8221,East Bend,"",1307.62680939059,13076.2680939059,2331567909.96985,255811.974556888,202111071740
11,27019,532,3,4234,Germanton,"",1256.49504015116,12564.9504015116,977414017.819214,270248.259734795,202111071740
12,27020,1050,11,6104,Hamptonville,"",1720.18348623853,17201.8348623853,2114111622.36755,316969.486887135,202111071740
13,27021,2613,57,17979,King,"",1453.36225596529,14533.6225596529,1469376476.14172,210392.900707099,202111071740
14,27022,169,3,1512,Lawsonville,"",1117.72486772487,11177.2486772487,918745327.278442,200803.000966771,202111071740
15,27023,1487,8,12775,Lewisville,"",1163.99217221135,11639.9217221135,807172159.002075,183078.980128527,202111071740
16,27024,440,4,2683,Lowgap,"",1639.95527394707,16399.5527394707,1265827411.39758,278411.484773322,202111071740
17,27025,1478,35,11117,Madison,"",1329.49536745525,13294.9536745525,2714649364.33142,468723.596670606,202111071740
18,27027,507,19,4017,Mayodan,"",1262.1359223301,12621.359223301,548179131.574585,172371.363079245,202111071740
19,27028,4324,54,28039,Mocksville,"",1542.13773672385,15421.3773672385,5475621774.30664,567238.136149725,202111071740
20,27030,6438,144,37641,Mount Airy,"",1710.36901251295,17103.6901251295,4824085732.75671,624989.724929863,202111071740
21,27040,1513,13,13150,Pfafftown,"",1150.57034220532,11505.7034220532,763349953.536133,205025.773716105,202111071740
22,27041,1208,11,8020,Pilot Mountain,"",1506.23441396509,15062.3441396509,1629462738.40637,324677.141569035,202111071740
23,27042,94,2,720,Pine Hall,"",1305.55555555556,13055.5555555556,290758639.069458,113971.243586081,202111071740
24,27043,874,11,6442,Pinnacle,"",1356.72151505744,13567.2151505744,1935795027.06067,395674.180712496,202111071740
25,27045,1463,13,9583,Rural Hall,"",1526.66179693207,15266.6179693207,666085549.25769,154538.589918543,202111071740
26,27046,244,5,1953,Sandy Ridge,"",1249.35995903738,12493.5995903738,1237681699.0647,217125.573744555,202111071740
27,27047,176,2,1279,Siloam,"",1376.07505863956,13760.7505863956,576295820.815674,144984.839113672,202111071740
28,27048,1115,13,8902,Stoneville,"",1252.52752190519,12525.2752190519,2355000804.03674,325454.766660313,202111071740
29,27050,538,7,4084,Tobaccoville,"",1317.33594515181,13173.3594515181,703876500.567505,219088.1792708,202111071740
30,27051,1146,12,8287,Walkertown,"",1382.88886207313,13828.8886207313,524680317.775635,151066.808563308,202111071740
31,27052,1448,29,10061,Walnut Cove,"",1439.22075340423,14392.2075340423,2710320219.82117,403203.611044297,202111071740
32,27053,358,5,3156,Westfield,"",1134.34727503169,11343.4727503169,2152815477.55933,413464.446930882,202111071740
33,27054,470,7,2608,Woodleaf,"",1802.1472392638,18021.472392638,778193820.583862,201172.963339102,202111071740
34,27055,2412,32,14521,Yadkinville,"",1661.04262791819,16610.4262791819,3115987965.39453,403366.49229781,202111071740
35,27101,2653,50,24321,Winston Salem,"",1090.8268574483,10908.268574483,356085731.400146,162957.922513793,202111071740
36,27103,4453,49,36071,Winston Salem,"",1234.50971694713,12345.0971694713,527249856.672729,146399.561156354,202111071740
37,27104,3466,45,29383,Winston Salem,"",1179.59364258245,11795.9364258245,337669863.683838,130394.134288752,202111071740
38,27105,5892,58,40186,Winston Salem,"",1466.18225252576,14661.8225252576,950547784.577881,208375.813794777,202111071740
39,27106,5997,66,51378,Winston Salem,"",1167.23111059208,11672.3111059208,787324720.967285,203893.681115083,202111071740
40,27107,7368,70,52432,Winston Salem,"",1405.24870308209,14052.4870308209,1859279716.41162,319111.813640457,202111071740
41,27127,5619,36,38510,Winston Salem,"",1459.10153206959,14591.0153206959,820319160.873047,213438.375685158,202111071740
42,27157,52,0,5,Winston Salem,"",104000,1040000,827769.094482422,4216.57245655308,202111071740
43,27203,3739,61,21876,Asheboro,"",1709.17900895959,17091.7900895959,589408161.410522,188062.356665824,202111071740
44,27205,5350,59,34549,Asheboro,"",1548.52528293149,15485.2528293149,6255653514.79199,588011.232518038,202111071740
45,27207,474,2,3806,Bear Creek,"",1245.40199684708,12454.0199684708,2300194678.82397,473699.237818467,202111071740
46,27208,241,4,1691,Bennett,"",1425.19219396807,14251.9219396807,1029479783.1405,215638.108979383,202111071740
47,27209,891,43,4151,Biscoe,"",2146.47072994459,21464.7072994459,1198089302.20734,259108.004034657,202111071740
48,27212,423,1,1600,Blanch,"",2643.75,26437.5,1328181375.12305,277007.39975067,202111071740
49,27214,1578,17,11747,Browns Summit,"",1343.32169915723,13433.2169915723,1414533235.94788,324969.092830869,202111071740
50,27215,6652,91,44892,Burlington,"",1481.77849059966,14817.7849059966,1827823774.30115,298200.358945539,202111071740
51,27217,7071,117,39111,Burlington,"",1807.93127253202,18079.3127253202,3473433663.33496,513818.51476852,202111071740
52,27229,723,18,4014,Candor,"",1801.19581464873,18011.9581464873,2747739848.89313,367384.611313313,202111071740
53,27231,172,1,2048,Cedar Grove,"",839.84375,8398.4375,987771348.581177,209108.769362036,202111071740
54,27233,479,5,3647,Climax,"",1313.40828077872,13134.0828077872,703252829.253662,187154.002103638,202111071740
55,27235,593,14,4575,Colfax,"",1296.17486338798,12961.7486338798,380654027.583252,148521.339190303,202111071740
56,27239,1401,21,9629,Denton,"",1454.97974867588,14549.7974867588,4319759872.9696,429373.198159064,202111071740
57,27242,300,5,2668,Eagle Springs,"",1124.43778110945,11244.3778110945,1480408484.01825,321391.030328654,202111071740
58,27243,441,4,4665,Efland,"",945.337620578778,9453.37620578778,1142332751.10315,311755.144165646,202111071740
59,27244,2955,29,16259,Elon,"",1817.45494802878,18174.5494802878,1541989025.453,399696.340130384,202111071740
60,27248,663,7,4835,Franklinville,"",1371.2512926577,13712.512926577,942909114.352783,215710.992817749,202111071740
61,27249,1798,21,13355,Gibsonville,"",1346.31224260577,13463.1224260577,1679803774.77087,397477.611919868,202111071740
62,27252,191,2,2264,Goldston,"",843.639575971731,8436.39575971731,1142470673.17163,220926.147155476,202111071740
63,27253,5157,66,31464,Graham,"",1639.01601830664,16390.1601830664,2351372927.78931,521476.969804177,202111071740
64,27258,1016,10,7740,Haw River,"",1312.66149870801,13126.6149870801,473631125.268677,312686.877842211,202111071740
65,27260,3284,52,25696,High Point,"",1278.0199252802,12780.199252802,348441568.963501,133229.878739789,202111071740
66,27262,3029,71,24764,High Point,"",1223.14650298821,12231.4650298821,368730084.700928,171087.864383377,202111071740
67,27263,3100,51,22320,High Point,"",1388.88888888889,13888.8888888889,1121512604.52234,249658.228757679,202111071740
68,27265,6347,71,50038,High Point,"",1268.43598864863,12684.3598864863,1172957282.41284,307481.490778656,202111071740
