OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,RatePer100K,Shape__Area,Shape__Length,DataGatherTS
1,27006,1114,3,14872,Advance,"",749.058633674018,7490.58633674018,1744189234.37061,355282.663136038,202102241152
2,27007,199,0,2136,Ararat,"",931.647940074906,9316.47940074906,592499585.594238,195922.003442792,202102241152
3,27009,247,1,2937,Belews Creek,"",840.994211780729,8409.94211780729,618093097.011353,191244.647442635,202102241152
4,27011,498,7,5411,Boonville,"",920.347440399187,9203.47440399187,1489580093.86462,316910.589814884,202102241152
5,27012,2497,43,28954,Clemmons,"",862.402431442978,8624.02431442978,1176567385.86804,255774.303165276,202102241152
6,27013,523,6,6495,Cleveland,"",805.234795996921,8052.34795996921,2066336247.98627,379169.285246239,202102241152
7,27014,63,1,957,Cooleemee,"",658.307210031348,6583.07210031348,21479098.032959,22299.1178929161,202102241152
8,27016,131,2,1682,Danbury,"",778.834720570749,7788.34720570749,1068209590.0686,211061.413302457,202102241152
9,27017,959,8,9499,Dobson,"",1009.57995578482,10095.7995578482,2962951682.04883,566348.974052304,202102241152
10,27018,629,4,8221,East Bend,"",765.113733122491,7651.13733122491,2331567909.96985,255811.974556888,202102241152
11,27019,288,1,4234,Germanton,"",680.207841284837,6802.07841284837,977414017.819214,270248.259734795,202102241152
12,27020,604,5,6104,Hamptonville,"",989.515072083879,9895.15072083879,2114111622.36755,316969.486887135,202102241152
13,27021,1553,36,17979,King,"",863.785527559931,8637.85527559931,1469376476.14172,210392.900707099,202102241152
14,27022,78,1,1512,Lawsonville,"",515.873015873016,5158.73015873016,918745327.278442,200803.000966771,202102241152
15,27023,878,3,12775,Lewisville,"",687.279843444227,6872.79843444227,807172159.002075,183078.980128527,202102241152
16,27024,258,3,2683,Lowgap,"",961.61013790533,9616.1013790533,1265827411.39758,278411.484773322,202102241152
17,27025,925,7,11117,Madison,"",832.059008725376,8320.59008725376,2714649364.33142,468723.596670606,202102241152
18,27027,331,6,4017,Mayodan,"",823.998008464028,8239.98008464028,548179131.574585,172371.363079245,202102241152
19,27028,2301,23,28039,Mocksville,"",820.642676272335,8206.42676272335,5475621774.30664,567238.136149725,202102241152
20,27030,3780,82,37641,Mount Airy,"",1004.22411731888,10042.2411731888,4824085732.75671,624989.724929863,202102241152
21,27040,898,7,13150,Pfafftown,"",682.889733840304,6828.89733840304,763349953.536133,205025.773716105,202102241152
22,27041,641,6,8020,Pilot Mountain,"",799.25187032419,7992.5187032419,1629462738.40637,324677.141569035,202102241152
23,27042,62,2,720,Pine Hall,"",861.111111111111,8611.11111111111,290758639.069458,113971.243586081,202102241152
24,27043,464,5,6442,Pinnacle,"",720.273207078547,7202.73207078547,1935795027.06067,395674.180712496,202102241152
25,27045,880,7,9583,Rural Hall,"",918.292810184702,9182.92810184702,666085549.25769,154538.589918543,202102241152
26,27046,139,1,1953,Sandy Ridge,"",711.725550435228,7117.25550435228,1237681699.0647,217125.573744555,202102241152
27,27047,101,0,1279,Siloam,"",789.679437060203,7896.79437060203,576295820.815674,144984.839113672,202102241152
28,27048,605,4,8902,Stoneville,"",679.622556728825,6796.22556728825,2355000804.03674,325454.766660313,202102241152
29,27050,268,3,4084,Tobaccoville,"",656.219392752204,6562.19392752204,703876500.567505,219088.1792708,202102241152
30,27051,608,5,8287,Walkertown,"",733.679256667069,7336.79256667069,524680317.775635,151066.808563308,202102241152
31,27052,813,18,10061,Walnut Cove,"",808.070768313289,8080.70768313289,2710320219.82117,403203.611044297,202102241152
32,27053,172,1,3156,Westfield,"",544.993662864385,5449.93662864385,2152815477.55933,413464.446930882,202102241152
33,27054,256,2,2608,Woodleaf,"",981.59509202454,9815.9509202454,778193820.583862,201172.963339102,202102241152
34,27055,1508,22,14521,Yadkinville,"",1038.49597135184,10384.9597135184,3115987965.39453,403366.49229781,202102241152
35,27101,1564,33,24321,Winston Salem,"",643.065663418445,6430.65663418445,356085731.400146,162957.922513793,202102241152
36,27103,2689,34,36071,Winston Salem,"",745.474203653905,7454.74203653905,527249856.672729,146399.561156354,202102241152
37,27104,2229,28,29383,Winston Salem,"",758.601912670592,7586.01912670592,337669863.683838,130394.134288752,202102241152
38,27105,3494,33,40186,Winston Salem,"",869.457024834519,8694.5702483452,950547784.577881,208375.813794777,202102241152
39,27106,3787,45,51378,Winston Salem,"",737.085912258165,7370.85912258165,787324720.967285,203893.681115083,202102241152
40,27107,4266,36,52432,Winston Salem,"",813.625267012511,8136.25267012511,1859279716.41162,319111.813640457,202102241152
