OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,Shape__Area,Shape__Length,DataGatherTS
71,27281,4,0,3710,Jackson Springs,,2095606802.2608,479969.724586593,202005180206
72,27282,8,0,16597,Jamestown,,404066994.873657,168803.970950205,202005180206
73,27283,5,0,2982,Julian,,711286368.914917,161239.518798817,202005180206
74,27284,51,1,56201,Kernersville,,2233069317.10205,420748.080109325,202005180206
75,27288,12,0,23585,Eden,,1951079100.05676,304615.616752016,202005180206
76,27291,1,0,1538,Leasburg,,1492904663.44434,314720.365319101,202005180206
77,27292,40,1,41465,Lexington,,4270233445.18579,407599.9153408,202005180206
78,27295,88,9,39191,Lexington,,3631502180.53174,466742.919509857,202005180206
79,27298,33,0,10440,Liberty,,2639148530.03284,431527.987760385,202005180206
80,27299,10,0,5254,Linwood,,822543412.257813,203597.604040365,202005180206
81,27301,8,2,10019,Mc Leansville,,900133716.655151,287107.537324028,202005180206
82,27302,29,0,32302,Mebane,,3198656461.27478,644303.59427532,202005180206
83,27305,13,1,1585,Milton,,687167820.539429,263836.485514183,202005180206
84,27306,9,0,5945,Mount Gilead,,5305900334.83325,426306.558627535,202005180206
85,27310,6,1,8562,Oak Ridge,,526240082.103149,140986.043049622,202005180206
86,27311,0,0,3220,Pelham,,1338371966.32642,293760.993606137,202005180206
87,27312,89,17,22205,Pittsboro,,5005768374.64233,617961.777569281,202005180206
88,27313,39,7,7288,Pleasant Garden,,760352714.59021,181619.740165306,202005180206
89,27314,0,0,1138,Prospect Hill,,773578280.842896,162162.976448062,202005180206
90,27315,1,0,2140,Providence,,697810511.310425,179457.95829655,202005180206
91,27316,43,1,7156,Ramseur,,1975410509.03577,278228.393914437,202005180206
92,27317,41,1,17851,Randleman,,1700826686.43616,339539.515262609,202005180206
93,27320,13,2,38894,Reidsville,,6966725984.64832,658218.836963247,202005180206
94,27325,4,0,7676,Robbins,,2401051783.47894,409075.895347679,202005180206
95,27326,5,0,3692,Ruffin,,1884156536.74561,359587.547530237,202005180206
96,27330,233,3,39529,Sanford,,6011213414.18433,528161.840140257,202005180206
97,27332,104,0,33549,Sanford,,2996782209.29614,417113.164836099,202005180206
98,27340,NA,NA,34,Saxapahaw,Population <500 and Cases <5,694758.987792969,3852.87240074502,202005180206
99,27341,11,0,5820,Seagrove,,2678433259.4787,311632.157547413,202005180206
100,27343,1,0,1840,Semora,,1390260353.39624,348769.311430722,202005180206
101,27344,343,1,19290,Siler City,,4591228058.44531,607903.308882544,202005180206
102,27349,5,0,5850,Snow Camp,,1831279532.651,381750.490582419,202005180206
103,27350,2,0,7508,Sophia,,1066449848.573,204602.636460839,202005180206
104,27355,19,0,3196,Staley,,1016358702.6969,245160.332752788,202005180206
105,27356,4,1,3513,Star,,1815293543.21783,348288.37985576,202005180206
106,27357,14,1,8325,Stokesdale,,1273124268.28796,223115.118835702,202005180206
107,27358,9,1,15960,Summerfield,,1557557662.14905,323017.17605333,202005180206
108,27360,80,0,48331,Thomasville,,2458732404.91687,372395.85217249,202005180206
109,27370,20,0,14622,Trinity,,1663817222.16028,344702.900725307,202005180206
110,27371,9,0,7778,Troy,,4076136455.00793,473833.643450898,202005180206
111,27376,7,0,9884,West End,,1781050002.06519,320932.333330313,202005180206
112,27377,11,0,9597,Whitsett,,736936774.92627,183024.518653502,202005180206
113,27379,6,0,6057,Yanceyville,,2663338769.75159,422550.665080929,202005180206
114,27401,33,2,20221,Greensboro,,171748092.127686,100334.769337553,202005180206
115,27403,18,1,21278,Greensboro,,159396286.028687,87465.254538865,202005180206
116,27405,132,4,52510,Greensboro,,886695637.391357,284328.526421691,202005180206
117,27406,59,9,60755,Greensboro,,1894160074.00403,327705.317343953,202005180206
118,27407,97,5,49837,Greensboro,,840498790.451172,227731.576408348,202005180206
119,27408,9,0,17406,Greensboro,,221403500.549561,80148.1616765212,202005180206
120,27409,15,1,17953,Greensboro,,603872824.646484,239783.02449594,202005180206
121,27410,26,0,56968,Greensboro,,859363574.914917,272309.563854046,202005180206
122,27411,0,0,847,Greensboro,,713742.998291016,5860.23208289576,202005180206
123,27412,0,0,1886,Greensboro,,4771290.83532715,13054.7888333439,202005180206
124,27455,22,2,29197,Greensboro,,816075696.678345,198282.860420201,202005180206
125,27498,NA,NA,13,Greensboro,Population <500 and Cases <5,3369264.12316895,7774.18760349114,202005180206
126,27501,19,1,21338,Angier,,1683348454.90833,329143.18978091597,202005180206
127,27502,44,0,43747,Apex,,840126405.51062,242725.298081049,202005180206
128,27503,9,0,7222,Bahama,,1054708975.44934,246183.053747647,202005180206
129,27504,28,1,16320,Benson,,2584462015.08862,486262.181304732,202005180206
130,27505,27,0,7308,Broadway,,1509842573.20557,320128.840505679,202005180206
131,27507,4,0,2053,Bullock,,1354883649.98218,266873.357504053,202005180206
132,27508,3,0,2340,Bunn,,312599782.273071,114289.902416244,202005180206
133,27509,122,8,6935,Butner,,507253453.414795,156294.942704551,202005180206
134,27510,22,1,14543,Carrboro,,88705554.5671387,57867.6032694508,202005180206
135,27511,26,1,34041,Cary,,333520579.048462,98702.6527265331,202005180206
136,27513,37,1,49003,Cary,,474399121.186279,162336.294574525,202005180206
137,27514,70,14,32847,Chapel Hill,,579057212.663452,190879.985276747,202005180206
138,27516,44,3,44117,Chapel Hill,,2564236091.9281,438904.079251583,202005180206
139,27517,45,0,28831,Chapel Hill,,1520140847.99951,299162.993678501,202005180206
140,27518,16,0,22765,Cary,,262665807.612671,130741.025823352,202005180206
141,27519,36,1,59960,Cary,,609072010.422363,166930.324843009,202005180206
142,27520,91,14,43958,Clayton,,1962402119.35425,374945.851452289,202005180206
143,27521,7,0,7149,Coats,,721041350.168091,174373.299688566,202005180206
144,27522,23,0,13652,Creedmoor,,2172960809.67273,361578.814896965,202005180206
145,27523,7,0,12782,Apex,,1210964088.06177,294058.887697931,202005180206
146,27524,9,0,13532,Four Oaks,,3831785222.9375,530912.577014993,202005180206
147,27525,11,0,15534,Franklinton,,2660281050.9928,421324.476104612,202005180206
148,27526,29,0,54027,Fuquay Varina,,2787678657.25134,460586.982042285,202005180206
149,27527,18,0,30234,Clayton,,1261348608.45837,213730.175971786,202005180206
150,27529,39,0,53854,Garner,,1666161335.17407,336033.618547781,202005180206
151,27530,546,4,40212,Goldsboro,,2938137113.36951,449856.425263796,202005180206
152,27531,1,0,666,Goldsboro,,123956304.007813,71472.4653387501,202005180206
153,27534,81,0,31819,Goldsboro,,1995982542.31616,394454.137280507,202005180206
154,27536,128,13,16459,Henderson,,359552678.037964,148817.062353839,202005180206
155,27537,62,3,25321,Henderson,,5545289733.50195,795404.906342347,202005180206
156,27539,17,1,26567,Apex,,805959451.628174,335082.894750929,202005180206
157,27540,20,0,39075,Holly Springs,,1299006108.57275,339054.617126206,202005180206
158,27541,2,0,4044,Hurdle Mills,,1979862536.66309,328579.598479954,202005180206
159,27542,6,1,10043,Kenly,,2499059670.1123,366253.348192187,202005180206
160,27544,3,0,4291,Kittrell,,1645813165.28467,322022.503716068,202005180206
161,27545,88,11,30327,Knightdale,,885541868.759766,219250.012614228,202005180206
162,27546,98,13,22436,Lillington,,3433026188.83105,510775.88711738,202005180206
163,27549,83,20,25224,Louisburg,,6636124442.18066,817297.028533168,202005180206
164,27551,1,0,2205,Macon,,2443966870.98499,402849.299843211,202005180206
165,27553,5,0,2030,Manson,,1245206626.07959,217969.561788749,202005180206
166,27556,NA,NA,298,Middleburg,Population <500 and Cases <5,67850312.0914307,63490.7222823736,202005180206
167,27557,3,0,9214,Middlesex,,2046463550.40088,338861.342265204,202005180206
168,27559,0,0,2874,Moncure,,1458825370.29968,366837.077035256,202005180206
169,27560,19,0,33691,Morrisville,,794384947.373291,268297.11970144,202005180206
170,27562,1,0,2791,New Hill,,1862081556.93738,349507.762295745,202005180206
171,27563,14,0,5312,Norlina,,1943381370.69177,412640.540954252,202005180206
172,27565,59,0,26057,Oxford,,9219811779.9552,826827.222809142,202005180206
173,27569,11,0,8984,Princeton,,2107084820.73511,313917.550563748,202005180206
174,27571,4,0,7385,Rolesville,,149121249.193359,94251.9264704589,202005180206
175,27572,3,0,7316,Rougemont,,3003228111.9873,397658.617230022,202005180206
176,27573,12,1,11561,Roxboro,,501787874.430542,219611.309648669,202005180206
177,27574,9,0,15232,Roxboro,,5527133817.3114,691755.452465683,202005180206
178,27576,25,1,20197,Selma,,2407427117.65723,339571.106645256,202005180206
179,27577,34,0,25214,Smithfield,,2877290650.99841,416726.966278934,202005180206
180,27581,6,0,3956,Stem,,1038615853.81189,246789.101888964,202005180206
181,27583,10,0,7012,Timberlake,,1327957318.65857,326956.719649922,202005180206
182,27587,68,3,74087,Wake Forest,,3132804734.81897,700749.84181148,202005180206
183,27589,3,0,8312,Warrenton,,4790731000.68542,626837.217934379,202005180206
184,27591,25,0,23448,Wendell,,1913446220.02844,380727.392057269,202005180206
185,27592,25,0,17368,Willow Spring,,1090932847.86865,312475.180771683,202005180206
186,27596,16,0,18655,Youngsville,,1519151285.28821,344366.073155402,202005180206
187,27597,29,1,25494,Zebulon,,3191967656.80884,568385.67904248,202005180206
188,27599,NA,NA,0,Chapel Hill,Population <500 and Cases <5,4275416.30163574,15555.1510255833,202005180206
189,27601,19,0,12139,Raleigh,,49970514.2080078,41226.7428180515,202005180206
190,27603,57,0,55479,Raleigh,,1420350588.63403,346107.072534996,202005180206
191,27604,73,1,47645,Raleigh,,550434833.049927,194088.121184431,202005180206
192,27605,4,0,5253,Raleigh,,26954475.7900391,26465.2700663817,202005180206
193,27606,34,1,47938,Raleigh,,750229681.939209,267151.497057326,202005180206
194,27607,16,0,30296,Raleigh,,519162282.902344,200611.380547666,202005180206
195,27608,6,0,11603,Raleigh,,91889809.9622803,55583.7467967219,202005180206
196,27609,52,1,38631,Raleigh,,310136046.756592,95880.163026763,202005180206
197,27610,266,8,74203,Raleigh,,1211166911.84558,327751.489063642,202005180206
198,27612,29,2,39208,Raleigh,,428868509.332275,164483.082879678,202005180206
199,27613,26,0,46521,Raleigh,,675406849.409912,184431.643996557,202005180206
200,27614,23,0,37689,Raleigh,,829063194.918701,218912.319813944,202005180206
201,27615,34,0,46038,Raleigh,,525952454.993774,134192.839940925,202005180206
202,27616,92,1,55260,Raleigh,,646426991.218628,201092.505637391,202005180206
203,27617,20,0,19511,Raleigh,,230483847.672241,125016.743498849,202005180206
204,27701,33,1,26489,Durham,,147212202.097778,89264.6755119977,202005180206
205,27703,106,2,61351,Durham,,1376809528.09961,349864.156739061,202005180206
206,27704,133,1,39369,Durham,,1307759376.10449,279407.953507315,202005180206
207,27705,278,27,48078,Durham,,1155101566.94189,288440.086812307,202005180206
208,27706,NA,NA,10,Durham,Population <500 and Cases <5,1281872.18347168,6816.757693542,202005180206
209,27707,111,1,47036,Durham,,551326002.510864,228660.826032165,202005180206
210,27708,0,0,4635,Durham,,24140532.868042,39624.2440738689,202005180206
211,27709,NA,NA,4,Durham,Population <500 and Cases <5,166810196.870483,93465.8554704913,202005180206
212,27710,NA,NA,0,Durham,Population <500 and Cases <5,3645590.83996582,9509.21127183631,202005180206
213,27711,NA,NA,62,Durham,Population <500 and Cases <5,11690491.0200195,25227.7794868175,202005180206
214,27712,88,17,22055,Durham,,952678558.948486,239427.124284805,202005180206
215,27713,89,2,53996,Durham,,1004016276.63342,186930.768828538,202005180206
216,27801,39,1,21556,Rocky Mount,,1947625744.14368,298032.749540483,202005180206
217,27803,33,2,22337,Rocky Mount,,1209689022.16736,314786.382274833,202005180206
218,27804,65,0,29160,Rocky Mount,,1207912397.80139,237805.719395058,202005180206
219,27805,10,0,3769,Aulander,,3260348789.01416,427031.57804176,202005180206
220,27806,1,0,2441,Aurora,,3806890944.80762,575449.481817415,202005180206
221,27807,6,0,6940,Bailey,,1393278091.89233,266050.599193056,202005180206
222,27808,2,0,2481,Bath,,1375581489.5946,320371.987641635,202005180206
223,27809,18,1,5254,Battleboro,,2127311815.53979,418206.140952668,202005180206
224,27810,0,0,4224,Belhaven,,5320714553.85889,863428.562860574,202005180206
225,27812,2,0,2951,Bethel,,1796512894.90283,307599.92172387,202005180206
226,27813,2,0,687,Black Creek,,17954681.8726807,21851.3845296183,202005180206
227,27814,1,0,1801,Blounts Creek,,2084052221.88855,349050.345630614,202005180206
228,27816,2,0,2634,Castalia,,1727056405.90051,269780.663460198,202005180206
229,27817,4,0,7777,Chocowinity,,3011254799.10022,441922.251479678,202005180206
230,27818,2,0,1269,Como,,1775223218.97412,291672.91933713,202005180206
231,27820,12,1,3292,Conway,,1787180209.86865,300570.413456991,202005180206
232,27821,NA,NA,343,Edward,Population <500 and Cases <5,180879118.265869,102716.617789089,202005180206
233,27822,18,1,9119,Elm City,,2421416079.34338,500329.938801193,202005180206
234,27823,18,0,7812,Enfield,,5279947738.18738,591795.38238411,202005180206
235,27824,0,0,1540,Engelhard,,5755622445.56714,766498.765242208,202005180206
236,27826,0,0,1245,Fairfield,,5502010014.61365,681909.128335756,202005180206
237,27827,NA,NA,99,Falkland,Population <500 and Cases <5,6818760.54968262,12365.1347191574,202005180206
238,27828,11,0,9031,Farmville,,1954373169.79175,304535.643741104,202005180206
239,27829,3,0,1872,Fountain,,1242859232.87109,276952.810668188,202005180206
240,27830,6,1,4858,Fremont,,1661392631.86707,301522.072838785,202005180206
241,27831,6,0,3588,Garysburg,,1733783751.73071,369102.732751728,202005180206
242,27832,19,0,2912,Gaston,,1029571544.94922,217897.088475999,202005180206
243,27834,92,0,57505,Greenville,,5082356628.8689,890421.476518531,202005180206
244,27837,5,0,6506,Grimesland,,1710764546.60681,462288.004070908,202005180206
245,27839,3,0,3702,Halifax,,3728459644.54443,454921.143892168,202005180206
246,27840,3,1,535,Hamilton,,127567387.286499,59155.8177418193,202005180206
247,27841,NA,NA,84,Hassell,Population <500 and Cases <5,5972995.94189453,12505.2057352129,202005180206
248,27842,2,0,1436,Henrico,,414285932.678223,116849.514846702,202005180206
249,27843,0,0,946,Hobgood,,1458584246.23853,232329.162988765,202005180206
250,27844,8,0,3039,Hollister,,1251113401.94934,274076.283965929,202005180206
251,27845,3,0,2841,Jackson,,2842001076.66528,416912.567186113,202005180206
252,27846,0,0,3069,Jamesville,,3050744149.28796,442133.927899832,202005180206
253,27847,4,0,1071,Kelford,,1048559305.60547,265580.578438826,202005180206
254,27849,3,0,1483,Lewiston Woodville,,2062202839.65674,367759.436044124,202005180206
255,27850,5,0,7413,Littleton,,5554617534.52942,570792.398502674,202005180206
256,27851,15,0,5595,Lucama,,1253082833.57764,200836.347936783,202005180206
257,27852,9,0,3454,Macclesfield,,1418996205.83582,268041.951522527,202005180206
258,27853,NA,NA,436,Margarettsville,Population <500 and Cases <5,1061331085.73535,233986.055045062,202005180206
259,27855,10,1,6105,Murfreesboro,,1379257056.24951,246550.621363096,202005180206
260,27856,25,1,17301,Nashville,,3696764195.94336,508647.139191863,202005180206
261,27857,0,0,1601,Oak City,,2180191629.70935,354763.313675516,202005180206
262,27858,44,1,58170,Greenville,,1683129152.90881,395293.630437,202005180206
263,27860,2,0,2062,Pantego,,4384086912.80859,475177.331131482,202005180206
264,27862,0,0,945,Pendleton,,1337735767.81812,305131.144563485,202005180206
265,27863,8,0,12670,Pikeville,,1822358483.62146,414140.550515841,202005180206
266,27864,29,1,4823,Pinetops,,1058515929.69434,223861.53375515,202005180206
267,27865,2,0,2003,Pinetown,,3183419700.15735,407140.115990912,202005180206
268,27866,2,0,672,Pleasant Hill,,548856343.547363,183824.668332886,202005180206
269,27869,44,8,2167,Rich Square,,2314340977.34839,283794.508144883,202005180206
270,27870,48,1,26633,Roanoke Rapids,,1958976214.39966,237465.130853914,202005180206
271,27871,15,1,4466,Robersonville,,2640265625.23401,370404.169208956,202005180206
272,27872,NA,NA,429,Roxobel,Population <500 and Cases <5,78668396.3901367,60062.9164687203,202005180206
273,27874,4,0,4766,Scotland Neck,,3988089594.78687,425091.541566968,202005180206
274,27875,0,0,511,Scranton,,1462926064.75208,668994.049821799,202005180206
275,27876,5,0,1290,Seaboard,,1161065802.28784,286123.221519332,202005180206
276,27880,2,0,3280,Sims,,661768421.449585,178936.521495753,202005180206
277,27881,NA,NA,323,Speed,Population <500 and Cases <5,45624486.2655029,35379.3892263349,202005180206
278,27882,8,0,7927,Spring Hope,,2721376125.90833,404465.358087667,202005180206
279,27883,11,1,4361,Stantonsburg,,2149873597.18677,378850.12800901,202005180206
280,27884,0,0,1545,Stokes,,1118165618.53992,178810.199825372,202005180206
281,27885,1,0,859,Swanquarter,,3236637890.30994,778832.459471456,202005180206
282,27886,71,5,21595,Tarboro,,5534275751.92761,530150.851444626,202005180206
283,27888,4,0,2803,Walstonburg,,1661899290.0293,260588.447365408,202005180206
284,27889,18,0,27543,Washington,,4746901259.41052,624948.845007957,202005180206
285,27890,3,0,2398,Weldon,,250295126.203369,88214.5142201125,202005180206
286,27891,9,1,5011,Whitakers,,3802342458.24487,551887.618669608,202005180206
287,27892,18,2,14363,Williamston,,4740161664.64209,528153.604658044,202005180206
288,27893,126,6,40647,Wilson,,3134674028.43115,441390.734015218,202005180206
289,27896,48,0,21212,Wilson,,1013992738.34033,260787.736893695,202005180206
290,27897,28,1,2467,Woodland,,1262848506.99878,250563.523857377,202005180206
291,27909,71,7,40958,Elizabeth City,,6356628470.42627,720925.199090357,202005180206
292,27910,24,1,11609,Ahoskie,,3854004911.8667,558805.248838312,202005180206
293,27915,1,0,758,Avon,,132797325.68457,159985.858445685,202005180206
294,27916,0,0,554,Aydlett,,175446906.710938,88834.9392660151,202005180206
295,27917,0,0,1084,Barco,,583346697.773926,150643.300800981,202005180206
296,27919,0,0,1211,Belvidere,,1805677755.21484,260299.205087965,202005180206
297,27920,0,0,1415,Buxton,,251417477.481567,169552.58818934,202005180206
298,27921,0,0,5366,Camden,,2216306760.15601,371309.805402765,202005180206
299,27922,1,0,1107,Cofield,,1372106941.59424,230585.938382193,202005180206
300,27923,0,0,990,Coinjock,,442853112.258789,222994.427279021,202005180206
301,27924,18,0,3509,Colerain,,2545571117.46045,325068.518729581,202005180206
302,27925,5,0,4164,Columbia,,9421043776.67224,822613.133571787,202005180206
303,27926,3,0,1965,Corapeake,,1084179276.0813,176947.978129327,202005180206
304,27927,0,0,613,Corolla,,685869287.21875,1266393.74615984,202005180206
305,27928,2,0,1888,Creswell,,3736346955.86023,344143.792077435,202005180206
306,27929,1,0,1949,Currituck,,352573124.774658,146317.944454099,202005180206
307,27932,19,1,12644,Edenton,,3509551689.6084,391797.495792958,202005180206
308,27935,1,0,1674,Eure,,1443577833.21069,213483.780281898,202005180206
309,27936,0,0,961,Frisco,,134638106.065186,108288.074251882,202005180206
310,27937,5,0,4253,Gates,,2407949124.70361,290137.740864669,202005180206
311,27938,2,0,1430,Gatesville,,1202645918.03784,229961.178585235,202005180206
312,27939,0,0,3370,Grandy,,296874050.40332,237784.484514939,202005180206
313,27941,0,0,670,Harbinger,,66348159.842041,42125.3614314887,202005180206
314,27942,0,0,936,Harrellsville,,927451831.666504,150762.800286803,202005180206
315,27943,NA,NA,491,Hatteras,Population <500 and Cases <5,82146889.1915283,162150.406610954,202005180206
316,27944,18,1,12230,Hertford,,5013940953.42065,828274.577378666,202005180206
317,27946,2,0,1089,Hobbsville,,1234977495.96777,250163.996071758,202005180206
318,27947,0,0,845,Jarvisburg,,181991023.044922,117825.87149715,202005180206
319,27948,2,0,12518,Kill Devil Hills,,288939959.776123,266090.270790261,202005180206
320,27949,7,0,7235,Kitty Hawk,,426732703.740967,296487.581606319,202005180206
321,27950,1,0,2183,Knotts Island,,1009906812.90234,393684.159837613,202005180206
322,27953,0,0,992,Manns Harbor,,4841742826.08521,775886.839802652,202005180206
323,27954,0,0,6405,Manteo,,346159524.466309,171104.045001834,202005180206
324,27956,NA,NA,328,Maple,Population <500 and Cases <5,91616147.3259277,62675.9008746753,202005180206
325,27957,5,0,1419,Merry Hill,,1345289022.66797,219570.3989813,202005180206
326,27958,8,0,12061,Moyock,,2191273226.67993,258895.732965411,202005180206
327,27959,5,1,2451,Nags Head,,464337538.219238,468359.824712585,202005180206
328,27960,0,0,899,Ocracoke,,272996211.932129,221416.979930584,202005180206
329,27962,15,0,7439,Plymouth,,2248894843.11377,323982.422404071,202005180206
330,27964,0,0,653,Point Harbor,,40700993.1791992,29044.1496807834,202005180206
331,27965,0,0,611,Poplar Branch,,362463348.010742,286670.577035681,202005180206
332,27966,1,0,1473,Powells Point,,310362212.773438,140593.315765635,202005180206
333,27968,NA,NA,413,Rodanthe,Population <500 and Cases <5,255307311.38855,376970.397727617,202005180206
334,27970,9,3,3214,Roper,,3979984913.95898,386215.845703473,202005180206
335,27972,NA,NA,196,Salvo,Population <500 and Cases <5,25839959.5158691,77591.875369789,202005180206
336,27973,0,0,1493,Shawboro,,1350823542.63281,279776.313560853,202005180206
337,27974,0,0,1375,Shiloh,,1282875105.52026,448552.234751615,202005180206
338,27976,1,0,3561,South Mills,,2739484648.62012,348819.066033239,202005180206
339,27978,NA,NA,221,Stumpy Point,Population <500 and Cases <5,3250437066.68713,488663.160212976,202005180206
340,27979,1,0,1813,Sunbury,,2196378526.26221,272849.595585558,202005180206
341,27980,0,0,2075,Tyner,,1319096560.03711,208839.628959427,202005180206
342,27981,0,0,1863,Wanchese,,183167116.380371,177755.254740471,202005180206
343,27982,NA,NA,0,Waves,Population <500 and Cases <5,5381164.09509277,11228.317119066,202005180206
344,27983,41,1,10633,Windsor,,9431469996.22351,861662.756904591,202005180206
345,27986,23,0,2650,Winton,,374234308.870117,153016.850399202,202005180206
346,28001,14,4,28360,Albemarle,,3791255242.38873,479491.354130006,202005180206
347,28006,0,0,1136,Alexis,,126883649.701416,88485.0702727943,202005180206
348,28012,21,0,24276,Belmont,,865729022.118042,170607.841876971,202005180206
349,28016,12,0,14526,Bessemer City,,1271825919.55414,236943.686135101,202005180206
350,28018,4,0,5943,Bostic,,2694770404.83051,433562.153950884,202005180206
351,28020,0,0,2464,Casar,,1475633951.64899,260515.821792163,202005180206
352,28021,16,0,13436,Cherryville,,1626380587.60425,391038.422631114,202005180206
353,28023,19,0,14843,China Grove,,1273875684.14087,277795.952246167,202005180206
354,28025,92,2,55325,Concord,,2992149162.05573,466210.81613651,202005180206
