OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,Shape__Area,Shape__Length,DataGatherTS
1,27006,104,3,14872,Advance,"",69.9300699300699,1744189234.37061,355282.663136038,202009101652
2,27007,30,0,2136,Ararat,"",140.449438202247,592499585.594238,195922.003442792,202009101652
3,27009,9,0,2937,Belews Creek,"",30.6435137895812,618093097.011353,191244.647442635,202009101652
4,27011,66,0,5411,Boonville,"",121.973757161338,1489580093.86462,316910.589814884,202009101652
5,27012,384,7,28954,Clemmons,"",132.624162464599,1176567385.86804,255774.303165276,202009101652
6,27013,88,2,6495,Cleveland,"",135.48883756736,2066336247.98627,379169.285246239,202009101652
7,27014,7,0,957,Cooleemee,"",73.1452455590387,21479098.032959,22299.1178929161,202009101652
8,27016,19,0,1682,Danbury,"",112.960760998811,1068209590.0686,211061.413302457,202009101652
9,27017,196,1,9499,Dobson,"",206.337509211496,2962951682.04883,566348.974052304,202009101652
10,27018,112,2,8221,East Bend,"",136.236467583019,2331567909.96985,255811.974556888,202009101652
11,27019,34,0,4234,Germanton,"",80.3023145961266,977414017.819214,270248.259734795,202009101652
12,27020,129,2,6104,Hamptonville,"",211.336828309305,2114111622.36755,316969.486887135,202009101652
13,27021,145,1,17979,King,"",80.6496468101674,1469376476.14172,210392.900707099,202009101652
14,27022,12,0,1512,Lawsonville,"",79.3650793650794,918745327.278442,200803.000966771,202009101652
15,27023,149,1,12775,Lewisville,"",116.634050880626,807172159.002075,183078.980128527,202009101652
16,27024,22,1,2683,Lowgap,"",81.9977636973537,1265827411.39758,278411.484773322,202009101652
17,27025,214,0,11117,Madison,"",192.497976072681,2714649364.33142,468723.596670606,202009101652
18,27027,37,0,4017,Mayodan,"",92.1085387104805,548179131.574585,172371.363079245,202009101652
19,27028,394,3,28039,Mocksville,"",140.518563429509,5475621774.30664,567238.136149725,202009101652
20,27030,611,11,37641,Mount Airy,"",162.322998857629,4824085732.75671,624989.724929863,202009101652
21,27040,119,1,13150,Pfafftown,"",90.4942965779468,763349953.536133,205025.773716105,202009101652
22,27041,81,0,8020,Pilot Mountain,"",100.997506234414,1629462738.40637,324677.141569035,202009101652
23,27042,10,1,720,Pine Hall,"",138.888888888889,290758639.069458,113971.243586081,202009101652
24,27043,80,1,6442,Pinnacle,"",124.185035703198,1935795027.06067,395674.180712496,202009101652
25,27045,161,2,9583,Rural Hall,"",168.005843681519,666085549.25769,154538.589918543,202009101652
26,27046,12,0,1953,Sandy Ridge,"",61.4439324116743,1237681699.0647,217125.573744555,202009101652
27,27047,7,0,1279,Siloam,"",54.7302580140735,576295820.815674,144984.839113672,202009101652
28,27048,79,0,8902,Stoneville,"",88.7441024488879,2355000804.03674,325454.766660313,202009101652
29,27050,35,0,4084,Tobaccoville,"",85.7002938295788,703876500.567505,219088.1792708,202009101652
30,27051,93,1,8287,Walkertown,"",112.223965246772,524680317.775635,151066.808563308,202009101652
31,27052,79,0,10061,Walnut Cove,"",78.52102176722,2710320219.82117,403203.611044297,202009101652
32,27053,19,0,3156,Westfield,"",60.2027883396705,2152815477.55933,413464.446930882,202009101652
33,27054,42,0,2608,Woodleaf,"",161.042944785276,778193820.583862,201172.963339102,202009101652
34,27055,294,2,14521,Yadkinville,"",202.465394945252,3115987965.39453,403366.49229781,202009101652
35,27101,292,7,24321,Winston Salem,"",120.060852760988,356085731.400146,162957.922513793,202009101652
36,27103,569,13,36071,Winston Salem,"",157.744448448892,527249856.672729,146399.561156354,202009101652
37,27104,414,11,29383,Winston Salem,"",140.897798046489,337669863.683838,130394.134288752,202009101652
38,27105,1015,9,40186,Winston Salem,"",252.575523814264,950547784.577881,208375.813794777,202009101652
39,27106,803,7,51378,Winston Salem,"",156.292576589202,787324720.967285,203893.681115083,202009101652
40,27107,1164,14,52432,Winston Salem,"",222.001830942936,1859279716.41162,319111.813640457,202009101652
41,27127,773,5,38510,Winston Salem,"",200.727083874318,820319160.873047,213438.375685158,202009101652
42,27157,10,0,5,Winston Salem,"",,827769.094482422,4216.57245655308,202009101652
43,27203,704,17,21876,Asheboro,"",321.813859937831,589408161.410522,188062.356665824,202009101652
44,27205,623,8,34549,Asheboro,"",180.323598367536,6255653514.79199,588011.232518038,202009101652
45,27207,81,1,3806,Bear Creek,"",212.821860220704,2300194678.82397,473699.237818467,202009101652
46,27208,39,0,1691,Bennett,"",230.63276167948,1029479783.1405,215638.108979383,202009101652
47,27209,297,12,4151,Biscoe,"",715.490243314864,1198089302.20734,259108.004034657,202009101652
48,27212,55,0,1600,Blanch,"",343.75,1328181375.12305,277007.39975067,202009101652
49,27214,116,1,11747,Browns Summit,"",98.7486166680855,1414533235.94788,324969.092830869,202009101652
50,27215,745,6,44892,Burlington,"",165.953844783035,1827823774.30115,298200.358945539,202009101652
51,27217,1319,36,39111,Burlington,"",337.245276264989,3473433663.33496,513818.51476852,202009101652
52,27229,202,2,4014,Candor,"",503.238664673642,2747739848.89313,367384.611313313,202009101652
53,27231,16,0,2048,Cedar Grove,"",78.125,987771348.581177,209108.769362036,202009101652
54,27233,20,0,3647,Climax,"",54.839594187003,703252829.253662,187154.002103638,202009101652
55,27235,51,0,4575,Colfax,"",111.475409836066,380654027.583252,148521.339190303,202009101652
56,27239,79,3,9629,Denton,"",82.0438259424655,4319759872.9696,429373.198159064,202009101652
57,27242,36,0,2668,Eagle Springs,"",134.932533733133,1480408484.01825,321391.030328654,202009101652
58,27243,59,1,4665,Efland,"",126.473740621651,1142332751.10315,311755.144165646,202009101652
59,27244,124,0,16259,Elon,"",76.2654529798881,1541989025.453,399696.340130384,202009101652
60,27248,55,2,4835,Franklinville,"",113.753877973113,942909114.352783,215710.992817749,202009101652
61,27249,136,1,13355,Gibsonville,"",101.834518906776,1679803774.77087,397477.611919868,202009101652
62,27252,13,1,2264,Goldston,"",57.4204946996466,1142470673.17163,220926.147155476,202009101652
63,27253,792,4,31464,Graham,"",251.716247139588,2351372927.78931,521476.969804177,202009101652
64,27258,138,1,7740,Haw River,"",178.294573643411,473631125.268677,312686.877842211,202009101652
65,27260,516,13,25696,High Point,"",200.809464508095,348441568.963501,133229.878739789,202009101652
66,27262,374,5,24764,High Point,"",151.025682442255,368730084.700928,171087.864383377,202009101652
67,27263,315,3,22320,High Point,"",141.129032258065,1121512604.52234,249658.228757679,202009101652
68,27265,603,21,50038,High Point,"",120.50841360566,1172957282.41284,307481.490778656,202009101652
69,27268,15,0,1695,High Point,"",88.4955752212389,2495618.64758301,8251.66869064816,202009101652
70,27278,290,1,27181,Hillsborough,"",106.692174680843,2885765742.02771,502574.675043234,202009101652
71,27281,46,0,3710,Jackson Springs,"",123.989218328841,2095606802.2608,479969.724586594,202009101652
72,27282,180,3,16597,Jamestown,"",108.453334940049,404066994.873657,168803.970950205,202009101652
73,27283,34,1,2982,Julian,"",114.0174379611,711286368.914917,161239.518798817,202009101652
74,27284,682,7,56201,Kernersville,"",121.350153911852,2233069317.10205,420748.080109325,202009101652
75,27288,273,2,23585,Eden,"",115.751536993852,1951079100.05676,304615.616752016,202009101652
76,27291,4,0,1538,Leasburg,"",26.0078023407022,1492904663.44434,314720.365319101,202009101652
77,27292,617,6,41465,Lexington,"",148.8001929338,4270233445.18579,407599.915340798,202009101652
78,27295,501,15,39191,Lexington,"",127.835472429895,3631502180.53174,466742.919509858,202009101652
79,27298,135,0,10440,Liberty,"",129.310344827586,2639148530.03284,431527.987760386,202009101652
80,27299,79,0,5254,Linwood,"",150.361629234869,822543412.257813,203597.604040365,202009101652
81,27301,97,2,10019,Mc Leansville,"",96.8160495059387,900133716.655151,287107.537324028,202009101652
82,27302,410,0,32302,Mebane,"",126.927125255402,3198656461.27478,644303.59427532,202009101652
83,27305,32,1,1585,Milton,"",201.892744479495,687167820.539429,263836.485514183,202009101652
84,27306,143,3,5945,Mount Gilead,"",240.53826745164,5305900334.83325,426306.558627535,202009101652
85,27310,68,1,8562,Oak Ridge,"",79.4206960990423,526240082.103149,140986.043049622,202009101652
86,27311,19,0,3220,Pelham,"",59.0062111801242,1338371966.32642,293760.993606137,202009101652
87,27312,214,20,22205,Pittsboro,"",96.3746903850484,5005768374.64233,617961.777569282,202009101652
88,27313,123,16,7288,Pleasant Garden,"",168.770581778266,760352714.59021,181619.740165306,202009101652
89,27314,7,0,1138,Prospect Hill,"",61.5114235500879,773578280.842896,162162.976448062,202009101652
90,27315,13,0,2140,Providence,"",60.7476635514019,697810511.310425,179457.95829655,202009101652
91,27316,188,11,7156,Ramseur,"",262.716601453326,1975410509.03577,278228.393914438,202009101652
92,27317,247,4,17851,Randleman,"",138.367598453868,1700826686.43616,339539.515262609,202009101652
93,27320,342,8,38894,Reidsville,"",87.9313004576541,6966725984.64832,658218.836963247,202009101652
94,27325,239,2,7676,Robbins,"",311.360083376759,2401051783.47894,409075.895347679,202009101652
95,27326,32,2,3692,Ruffin,"",86.6738894907909,1884156536.74561,359587.547530237,202009101652
96,27330,956,9,39529,Sanford,"",241.84775734271,6011213414.18433,528161.840140257,202009101652
97,27332,641,5,33549,Sanford,"",191.063817103341,2996782209.29614,417113.164836099,202009101652
98,27340,,,34,Saxapahaw,Population <500 and Cases <5,,694758.987792969,3852.87240074502,202009101652
99,27341,72,0,5820,Seagrove,"",123.711340206186,2678433259.4787,311632.157547413,202009101652
100,27343,8,0,1840,Semora,"",43.4782608695652,1390260353.39624,348769.311430722,202009101652
101,27344,883,22,19290,Siler City,"",457.75012960083,4591228058.44531,607903.308882544,202009101652
102,27349,55,1,5850,Snow Camp,"",94.017094017094,1831279532.651,381750.490582419,202009101652
103,27350,72,0,7508,Sophia,"",95.8977091102824,1066449848.573,204602.636460839,202009101652
104,27355,51,0,3196,Staley,"",159.574468085106,1016358702.6969,245160.332752788,202009101652
105,27356,78,1,3513,Star,"",222.03245089667,1815293543.21783,348288.37985576,202009101652
106,27357,81,1,8325,Stokesdale,"",97.2972972972973,1273124268.28796,223115.118835702,202009101652
107,27358,168,1,15960,Summerfield,"",105.263157894737,1557557662.14905,323017.176053331,202009101652
108,27360,821,8,48331,Thomasville,"",169.870269599222,2458732404.91687,372395.85217249,202009101652
109,27370,150,1,14622,Trinity,"",102.585145670907,1663817222.16028,344702.900725307,202009101652
110,27371,205,2,7778,Troy,"",263.563898174338,4076136455.00793,473833.643450898,202009101652
111,27376,132,5,9884,West End,"",133.549170376366,1781050002.06519,320932.333330313,202009101652
112,27377,122,0,9597,Whitsett,"",127.123059289361,736936774.92627,183024.518653502,202009101652
113,27379,62,1,6057,Yanceyville,"",102.360904738319,2663338769.75159,422550.665080929,202009101652
114,27401,317,10,20221,Greensboro,"",156.767716730132,171748092.127686,100334.769337553,202009101652
115,27403,217,8,21278,Greensboro,"",101.983269104239,159396286.028687,87465.2545388649,202009101652
116,27405,949,17,52510,Greensboro,"",180.727480479909,886695637.391357,284328.526421691,202009101652
117,27406,884,40,60755,Greensboro,"",145.502427783722,1894160074.00403,327705.317343953,202009101652
118,27407,832,13,49837,Greensboro,"",166.944238216586,840498790.451172,227731.576408348,202009101652
119,27408,199,0,17406,Greensboro,"",114.32839250833,221403500.549561,80148.1616765212,202009101652
120,27409,230,2,17953,Greensboro,"",128.112293210048,603872824.646484,239783.02449594,202009101652
121,27410,480,7,56968,Greensboro,"",84.2578289566072,859363574.914917,272309.563854046,202009101652
122,27411,1,0,847,Greensboro,"",11.8063754427391,713742.998291016,5860.23208289576,202009101652
123,27412,2,0,1886,Greensboro,"",10.6044538706257,4771290.83532715,13054.7888333439,202009101652
124,27455,303,9,29197,Greensboro,"",103.77778538891,816075696.678345,198282.860420201,202009101652
125,27498,,,13,Greensboro,Population <500 and Cases <5,,3369264.12316895,7774.18760349114,202009101652
126,27501,329,2,21338,Angier,"",154.185022026432,1683348454.90833,329143.189780915,202009101652
127,27502,387,3,43747,Apex,"",88.4632089057535,840126405.51062,242725.298081049,202009101652
128,27503,28,0,7222,Bahama,"",38.7704237053448,1054708975.44934,246183.053747647,202009101652
129,27504,285,4,16320,Benson,"",174.632352941176,2584462015.08862,486262.181304732,202009101652
130,27505,138,5,7308,Broadway,"",188.834154351396,1509842573.20557,320128.840505679,202009101652
131,27507,26,1,2053,Bullock,"",126.643935703848,1354883649.98218,266873.357504053,202009101652
132,27508,49,0,2340,Bunn,"",209.401709401709,312599782.273071,114289.902416244,202009101652
133,27509,660,27,6935,Butner,"",951.694304253785,507253453.414795,156294.942704551,202009101652
134,27510,235,4,14543,Carrboro,"",161.589768273396,88705554.5671387,57867.6032694508,202009101652
135,27511,407,3,34041,Cary,"",119.561705002791,333520579.048462,98702.6527265331,202009101652
136,27513,386,2,49003,Cary,"",78.770687508928,474399121.186279,162336.294574525,202009101652
137,27514,671,18,32847,Chapel Hill,"",204.28045179164,579057212.663452,190879.985276748,202009101652
138,27516,677,12,44117,Chapel Hill,"",153.455584015232,2564236091.9281,438904.079251583,202009101652
139,27517,315,3,28831,Chapel Hill,"",109.257396552322,1520140847.99951,299162.993678501,202009101652
140,27518,180,1,22765,Cary,"",79.0687458818362,262665807.612671,130741.025823352,202009101652
141,27519,447,4,59960,Cary,"",74.5496997998666,609072010.422363,166930.324843009,202009101652
142,27520,910,26,43958,Clayton,"",207.015787797443,1962402119.35425,374945.851452289,202009101652
