OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,Shape__Area,Shape__Length,DataGatherTS
1,27006,178,3,14872,Advance,"",119.688004303389,1744189234.37061,355282.663136038,202010240657
2,27007,39,0,2136,Ararat,"",182.584269662921,592499585.594238,195922.003442792,202010240657
3,27009,30,0,2937,Belews Creek,"",102.145045965271,618093097.011353,191244.647442635,202010240657
4,27011,108,1,5411,Boonville,"",199.593420809462,1489580093.86462,316910.589814884,202010240657
5,27012,537,14,28954,Clemmons,"",185.466602196588,1176567385.86804,255774.303165276,202010240657
6,27013,129,4,6495,Cleveland,"",198.614318706697,2066336247.98627,379169.285246239,202010240657
7,27014,10,0,957,Cooleemee,"",104.493207941484,21479098.032959,22299.1178929161,202010240657
8,27016,23,0,1682,Danbury,"",136.741973840666,1068209590.0686,211061.413302457,202010240657
9,27017,269,1,9499,Dobson,"",283.187703968839,2962951682.04883,566348.974052304,202010240657
10,27018,150,2,8221,East Bend,"",182.459554798686,2331567909.96985,255811.974556888,202010240657
11,27019,54,1,4234,Germanton,"",127.538970240907,977414017.819214,270248.259734795,202010240657
12,27020,173,2,6104,Hamptonville,"",283.420707732634,2114111622.36755,316969.486887135,202010240657
13,27021,238,1,17979,King,"",132.376661660827,1469376476.14172,210392.900707099,202010240657
14,27022,20,0,1512,Lawsonville,"",132.275132275132,918745327.278442,200803.000966771,202010240657
15,27023,200,2,12775,Lewisville,"",156.555772994129,807172159.002075,183078.980128527,202010240657
16,27024,31,1,2683,Lowgap,"",115.542303391726,1265827411.39758,278411.484773322,202010240657
17,27025,340,2,11117,Madison,"",305.837905909868,2714649364.33142,468723.596670606,202010240657
18,27027,78,0,4017,Mayodan,"",194.174757281553,548179131.574585,172371.363079245,202010240657
19,27028,553,5,28039,Mocksville,"",197.225293341417,5475621774.30664,567238.136149725,202010240657
20,27030,857,15,37641,Mount Airy,"",227.677266810127,4824085732.75671,624989.724929863,202010240657
21,27040,151,1,13150,Pfafftown,"",114.828897338403,763349953.536133,205025.773716105,202010240657
22,27041,104,0,8020,Pilot Mountain,"",129.675810473815,1629462738.40637,324677.141569035,202010240657
23,27042,18,1,720,Pine Hall,"",250,290758639.069458,113971.243586081,202010240657
24,27043,104,1,6442,Pinnacle,"",161.440546414157,1935795027.06067,395674.180712496,202010240657
25,27045,210,3,9583,Rural Hall,"",219.138056975895,666085549.25769,154538.589918543,202010240657
26,27046,29,1,1953,Sandy Ridge,"",148.489503328213,1237681699.0647,217125.573744555,202010240657
27,27047,16,0,1279,Siloam,"",125.097732603597,576295820.815674,144984.839113672,202010240657
28,27048,180,1,8902,Stoneville,"",202.201752415188,2355000804.03674,325454.766660313,202010240657
29,27050,53,1,4084,Tobaccoville,"",129.774730656219,703876500.567505,219088.1792708,202010240657
30,27051,137,2,8287,Walkertown,"",165.319174610836,524680317.775635,151066.808563308,202010240657
31,27052,173,3,10061,Walnut Cove,"",171.951098300368,2710320219.82117,403203.611044297,202010240657
32,27053,22,1,3156,Westfield,"",69.7084917617237,2152815477.55933,413464.446930882,202010240657
33,27054,58,0,2608,Woodleaf,"",222.39263803681,778193820.583862,201172.963339102,202010240657
