OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,Shape__Area,Shape__Length,DataGatherTS
1,27006,116,3,14872,Advance,"",77.9989241527703,1744189234.37061,355282.663136038,202009231153
2,27007,31,0,2136,Ararat,"",145.131086142322,592499585.594238,195922.003442792,202009231153
3,27009,12,0,2937,Belews Creek,"",40.8580183861083,618093097.011353,191244.647442635,202009231153
4,27011,75,0,5411,Boonville,"",138.606542228793,1489580093.86462,316910.589814884,202009231153
5,27012,410,11,28954,Clemmons,"",141.603923464806,1176567385.86804,255774.303165276,202009231153
6,27013,91,3,6495,Cleveland,"",140.107775211701,2066336247.98627,379169.285246239,202009231153
7,27014,8,0,957,Cooleemee,"",83.594566353187,21479098.032959,22299.1178929161,202009231153
8,27016,20,0,1682,Danbury,"",118.906064209275,1068209590.0686,211061.413302457,202009231153
9,27017,202,1,9499,Dobson,"",212.653963575113,2962951682.04883,566348.974052304,202009231153
10,27018,117,2,8221,East Bend,"",142.318452742975,2331567909.96985,255811.974556888,202009231153
11,27019,38,0,4234,Germanton,"",89.7496457250827,977414017.819214,270248.259734795,202009231153
12,27020,136,2,6104,Hamptonville,"",222.804718217562,2114111622.36755,316969.486887135,202009231153
13,27021,155,1,17979,King,"",86.2116914177652,1469376476.14172,210392.900707099,202009231153
14,27022,13,0,1512,Lawsonville,"",85.978835978836,918745327.278442,200803.000966771,202009231153
15,27023,153,1,12775,Lewisville,"",119.765166340509,807172159.002075,183078.980128527,202009231153
16,27024,26,1,2683,Lowgap,"",96.9064480059635,1265827411.39758,278411.484773322,202009231153
17,27025,245,2,11117,Madison,"",220.38319690564,2714649364.33142,468723.596670606,202009231153
18,27027,48,0,4017,Mayodan,"",119.49215832711,548179131.574585,172371.363079245,202009231153
19,27028,411,3,28039,Mocksville,"",146.581547130782,5475621774.30664,567238.136149725,202009231153
20,27030,628,11,37641,Mount Airy,"",166.839350708005,4824085732.75671,624989.724929863,202009231153
21,27040,126,1,13150,Pfafftown,"",95.8174904942966,763349953.536133,205025.773716105,202009231153
22,27041,84,0,8020,Pilot Mountain,"",104.738154613466,1629462738.40637,324677.141569035,202009231153
23,27042,12,1,720,Pine Hall,"",166.666666666667,290758639.069458,113971.243586081,202009231153
24,27043,85,1,6442,Pinnacle,"",131.946600434648,1935795027.06067,395674.180712496,202009231153
25,27045,167,3,9583,Rural Hall,"",174.266931023688,666085549.25769,154538.589918543,202009231153
26,27046,16,0,1953,Sandy Ridge,"",81.9252432155658,1237681699.0647,217125.573744555,202009231153
27,27047,9,0,1279,Siloam,"",70.3674745895231,576295820.815674,144984.839113672,202009231153
28,27048,89,0,8902,Stoneville,"",99.9775331386205,2355000804.03674,325454.766660313,202009231153
29,27050,35,0,4084,Tobaccoville,"",85.7002938295788,703876500.567505,219088.1792708,202009231153
30,27051,103,1,8287,Walkertown,"",124.291058284059,524680317.775635,151066.808563308,202009231153
31,27052,91,0,10061,Walnut Cove,"",90.4482655799622,2710320219.82117,403203.611044297,202009231153
32,27053,21,0,3156,Westfield,"",66.5399239543726,2152815477.55933,413464.446930882,202009231153
33,27054,43,0,2608,Woodleaf,"",164.877300613497,778193820.583862,201172.963339102,202009231153
34,27055,305,2,14521,Yadkinville,"",210.04063081055,3115987965.39453,403366.49229781,202009231153
35,27101,307,11,24321,Winston Salem,"",126.228362320628,356085731.400146,162957.922513793,202009231153
36,27103,603,14,36071,Winston Salem,"",167.170303013501,527249856.672729,146399.561156354,202009231153
37,27104,436,11,29383,Winston Salem,"",148.385120647994,337669863.683838,130394.134288752,202009231153
38,27105,1048,9,40186,Winston Salem,"",260.787338874235,950547784.577881,208375.813794777,202009231153
39,27106,837,7,51378,Winston Salem,"",162.910195025108,787324720.967285,203893.681115083,202009231153
