OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,Shape__Area,Shape__Length,DataGatherTS
1,27006,109,3,14872,Advance,"",73.2920925228618,1744189234.37061,355282.663136038,202009121654
2,27007,30,0,2136,Ararat,"",140.449438202247,592499585.594238,195922.003442792,202009121654
3,27009,10,0,2937,Belews Creek,"",34.0483486550902,618093097.011353,191244.647442635,202009121654
4,27011,68,0,5411,Boonville,"",125.669931620772,1489580093.86462,316910.589814884,202009121654
5,27012,389,8,28954,Clemmons,"",134.351039580023,1176567385.86804,255774.303165276,202009121654
6,27013,89,2,6495,Cleveland,"",137.028483448807,2066336247.98627,379169.285246239,202009121654
7,27014,7,0,957,Cooleemee,"",73.1452455590387,21479098.032959,22299.1178929161,202009121654
8,27016,20,0,1682,Danbury,"",118.906064209275,1068209590.0686,211061.413302457,202009121654
9,27017,196,1,9499,Dobson,"",206.337509211496,2962951682.04883,566348.974052304,202009121654
10,27018,113,2,8221,East Bend,"",137.45286461501,2331567909.96985,255811.974556888,202009121654
11,27019,35,0,4234,Germanton,"",82.6641473783656,977414017.819214,270248.259734795,202009121654
12,27020,131,2,6104,Hamptonville,"",214.613368283093,2114111622.36755,316969.486887135,202009121654
13,27021,146,1,17979,King,"",81.2058512709272,1469376476.14172,210392.900707099,202009121654
14,27022,12,0,1512,Lawsonville,"",79.3650793650794,918745327.278442,200803.000966771,202009121654
15,27023,151,1,12775,Lewisville,"",118.199608610568,807172159.002075,183078.980128527,202009121654
16,27024,23,1,2683,Lowgap,"",85.7249347745061,1265827411.39758,278411.484773322,202009121654
17,27025,217,0,11117,Madison,"",195.19654583071,2714649364.33142,468723.596670606,202009121654
18,27027,41,0,4017,Mayodan,"",102.066218571073,548179131.574585,172371.363079245,202009121654
19,27028,402,3,28039,Mocksville,"",143.371732230108,5475621774.30664,567238.136149725,202009121654
20,27030,616,11,37641,Mount Airy,"",163.651337637151,4824085732.75671,624989.724929863,202009121654
21,27040,121,1,13150,Pfafftown,"",92.0152091254753,763349953.536133,205025.773716105,202009121654
22,27041,82,0,8020,Pilot Mountain,"",102.244389027431,1629462738.40637,324677.141569035,202009121654
23,27042,11,1,720,Pine Hall,"",152.777777777778,290758639.069458,113971.243586081,202009121654
24,27043,80,1,6442,Pinnacle,"",124.185035703198,1935795027.06067,395674.180712496,202009121654
