OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,RatePer100K,Shape__Area,Shape__Length,DataGatherTS
1,27006,4139,21,14872,Advance,"",2783.08230231307,27830.8230231307,1744189234.37061,355282.663136038,202209061940
2,27007,702,8,2136,Ararat,"",3286.51685393258,32865.1685393258,592499585.594238,195922.003442792,202209061940
3,27009,789,9,2937,Belews Creek,"",2686.41470888662,26864.1470888662,618093097.011353,191244.647442635,202209061940
4,27011,1870,19,5411,Boonville,"",3455.92311957124,34559.2311957124,1489580093.86462,316910.589814884,202209061940
5,27012,8733,87,28954,Clemmons,"",3016.16356980037,30161.6356980037,1176567385.86804,255774.303165276,202209061940
6,27013,1828,14,6495,Cleveland,"",2814.4726712856,28144.726712856,2066336247.98627,379169.285246239,202209061940
7,27014,310,6,957,Cooleemee,"",3239.289446186,32392.89446186,21479098.032959,22299.1178929161,202209061940
8,27016,624,11,1682,Danbury,"",3709.86920332937,37098.6920332937,1068209590.0686,211061.413302457,202209061940
9,27017,3319,34,9499,Dobson,"",3494.05200547426,34940.5200547426,2962951682.04883,566348.974052303,202209061940
10,27018,2427,16,8221,East Bend,"",2952.19559664274,29521.9559664274,2331567909.96985,255811.974556888,202209061940
11,27019,1027,8,4234,Germanton,"",2425.60226735947,24256.0226735947,977414017.819214,270248.259734795,202209061940
12,27020,2073,15,6104,Hamptonville,"",3396.13368283093,33961.3368283093,2114111622.36755,316969.486887135,202209061940
13,27021,5648,92,17979,King,"",3141.44279437121,31414.4279437121,1469376476.14172,210392.900707099,202209061940
14,27022,367,4,1512,Lawsonville,"",2427.24867724868,24272.4867724868,918745327.278442,200803.000966771,202209061940
15,27023,3499,16,12775,Lewisville,"",2738.94324853229,27389.4324853229,807172159.002075,183078.980128526,202209061940
16,27024,859,7,2683,Lowgap,"",3201.63995527395,32016.3995527395,1265827411.39758,278411.484773322,202209061940
17,27025,2871,51,11117,Madison,"",2582.53125843303,25825.3125843303,2714649364.33142,468723.596670607,202209061940
18,27027,1049,23,4017,Mayodan,"",2611.40154344038,26114.0154344038,548179131.574585,172371.363079245,202209061940
19,27028,8523,86,28039,Mocksville,"",3039.69471093834,30396.9471093834,5475621774.30664,567238.136149726,202209061940
