OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,Shape__Area,Shape__Length,DataGatherTS
1,27006,143,3,14872,Advance,"",96.1538461538462,1744189234.37061,355282.663136038,202010082052
2,27007,34,0,2136,Ararat,"",159.176029962547,592499585.594238,195922.003442792,202010082052
3,27009,18,0,2937,Belews Creek,"",61.2870275791624,618093097.011353,191244.647442635,202010082052
4,27011,89,1,5411,Boonville,"",164.479763444835,1489580093.86462,316910.589814884,202010082052
5,27012,460,12,28954,Clemmons,"",158.872694619051,1176567385.86804,255774.303165276,202010082052
6,27013,114,3,6495,Cleveland,"",175.519630484988,2066336247.98627,379169.285246239,202010082052
7,27014,9,0,957,Cooleemee,"",94.0438871473354,21479098.032959,22299.1178929161,202010082052
8,27016,23,0,1682,Danbury,"",136.741973840666,1068209590.0686,211061.413302457,202010082052
9,27017,230,1,9499,Dobson,"",242.130750605327,2962951682.04883,566348.974052304,202010082052
10,27018,127,2,8221,East Bend,"",154.482423062888,2331567909.96985,255811.974556888,202010082052
11,27019,45,0,4234,Germanton,"",106.282475200756,977414017.819214,270248.259734795,202010082052
12,27020,146,2,6104,Hamptonville,"",239.187418086501,2114111622.36755,316969.486887135,202010082052
13,27021,191,1,17979,King,"",106.235052005117,1469376476.14172,210392.900707099,202010082052
14,27022,15,0,1512,Lawsonville,"",99.2063492063492,918745327.278442,200803.000966771,202010082052
15,27023,171,1,12775,Lewisville,"",133.85518590998,807172159.002075,183078.980128527,202010082052
16,27024,26,1,2683,Lowgap,"",96.9064480059635,1265827411.39758,278411.484773322,202010082052
17,27025,301,2,11117,Madison,"",270.756499055501,2714649364.33142,468723.596670606,202010082052
18,27027,68,0,4017,Mayodan,"",169.280557630072,548179131.574585,172371.363079245,202010082052
19,27028,477,3,28039,Mocksville,"",170.120189735725,5475621774.30664,567238.136149725,202010082052
20,27030,730,12,37641,Mount Airy,"",193.93746181026,4824085732.75671,624989.724929863,202010082052
21,27040,143,1,13150,Pfafftown,"",108.745247148289,763349953.536133,205025.773716105,202010082052
22,27041,92,0,8020,Pilot Mountain,"",114.713216957606,1629462738.40637,324677.141569035,202010082052
23,27042,18,1,720,Pine Hall,"",250,290758639.069458,113971.243586081,202010082052
24,27043,96,1,6442,Pinnacle,"",149.022042843837,1935795027.06067,395674.180712496,202010082052
25,27045,185,3,9583,Rural Hall,"",193.050193050193,666085549.25769,154538.589918543,202010082052
26,27046,23,1,1953,Sandy Ridge,"",117.767537122376,1237681699.0647,217125.573744555,202010082052
27,27047,13,0,1279,Siloam,"",101.641907740422,576295820.815674,144984.839113672,202010082052
28,27048,136,1,8902,Stoneville,"",152.774657380364,2355000804.03674,325454.766660313,202010082052
29,27050,40,0,4084,Tobaccoville,"",97.9431929480901,703876500.567505,219088.1792708,202010082052
30,27051,114,1,8287,Walkertown,"",137.564860625075,524680317.775635,151066.808563308,202010082052
31,27052,125,0,10061,Walnut Cove,"",124.242123049399,2710320219.82117,403203.611044297,202010082052
32,27053,22,0,3156,Westfield,"",69.7084917617237,2152815477.55933,413464.446930882,202010082052
33,27054,50,0,2608,Woodleaf,"",191.717791411043,778193820.583862,201172.963339102,202010082052
34,27055,348,2,14521,Yadkinville,"",239.652916465808,3115987965.39453,403366.49229781,202010082052
35,27101,341,12,24321,Winston Salem,"",140.208050655812,356085731.400146,162957.922513793,202010082052
36,27103,656,17,36071,Winston Salem,"",181.863546893626,527249856.672729,146399.561156354,202010082052
37,27104,495,11,29383,Winston Salem,"",168.464758533846,337669863.683838,130394.134288752,202010082052
38,27105,1093,9,40186,Winston Salem,"",271.985268501468,950547784.577881,208375.813794777,202010082052
39,27106,910,10,51378,Winston Salem,"",177.118611078672,787324720.967285,203893.681115083,202010082052
40,27107,1268,15,52432,Winston Salem,"",241.837046078731,1859279716.41162,319111.813640457,202010082052
41,27127,861,6,38510,Winston Salem,"",223.578291352895,820319160.873047,213438.375685158,202010082052
42,27157,10,0,5,Winston Salem,"",,827769.094482422,4216.57245655308,202010082052
43,27203,814,19,21876,Asheboro,"",372.097275553118,589408161.410522,188062.356665824,202010082052
44,27205,733,12,34549,Asheboro,"",212.16243596052,6255653514.79199,588011.232518038,202010082052
45,27207,99,1,3806,Bear Creek,"",260.115606936416,2300194678.82397,473699.237818467,202010082052
46,27208,45,0,1691,Bennett,"",266.114725014784,1029479783.1405,215638.108979383,202010082052
47,27209,326,21,4151,Biscoe,"",785.352927005541,1198089302.20734,259108.004034657,202010082052
48,27212,172,0,1600,Blanch,"",1075,1328181375.12305,277007.39975067,202010082052
49,27214,160,1,11747,Browns Summit,"",136.204988507704,1414533235.94788,324969.092830869,202010082052
50,27215,912,8,44892,Burlington,"",203.154236835071,1827823774.30115,298200.358945539,202010082052
51,27217,1585,40,39111,Burlington,"",405.256833116003,3473433663.33496,513818.51476852,202010082052
52,27229,221,7,4014,Candor,"",550.572994519183,2747739848.89313,367384.611313313,202010082052
53,27231,20,0,2048,Cedar Grove,"",97.65625,987771348.581177,209108.769362036,202010082052
54,27233,22,0,3647,Climax,"",60.3235536057033,703252829.253662,187154.002103638,202010082052
55,27235,74,0,4575,Colfax,"",161.748633879781,380654027.583252,148521.339190303,202010082052
56,27239,128,3,9629,Denton,"",132.93176861564,4319759872.9696,429373.198159064,202010082052
57,27242,57,0,2668,Eagle Springs,"",213.643178410795,1480408484.01825,321391.030328654,202010082052
58,27243,67,1,4665,Efland,"",143.622722400857,1142332751.10315,311755.144165646,202010082052
