OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,RatePer100K,Shape__Area,Shape__Length,DataGatherTS
1,27006,3620,19,14872,Advance,"",2434.10435718128,24341.0435718128,1744189234.37061,355282.663136038,202205271940
2,27007,603,8,2136,Ararat,"",2823.03370786517,28230.3370786517,592499585.594238,195922.003442792,202205271940
3,27009,709,9,2937,Belews Creek,"",2414.0279196459,24140.279196459,618093097.011353,191244.647442635,202205271940
4,27011,1607,18,5411,Boonville,"",2969.87617815561,29698.7617815561,1489580093.86462,316910.589814884,202205271940
5,27012,7624,81,28954,Clemmons,"",2633.14222559923,26331.4222559923,1176567385.86804,255774.303165276,202205271940
6,27013,1639,14,6495,Cleveland,"",2523.47959969207,25234.7959969207,2066336247.98627,379169.285246239,202205271940
7,27014,281,6,957,Cooleemee,"",2936.25914315569,29362.591431557,21479098.032959,22299.1178929161,202205271940
8,27016,521,10,1682,Danbury,"",3097.50297265161,30975.0297265161,1068209590.0686,211061.413302457,202205271940
9,27017,2853,32,9499,Dobson,"",3003.47404989999,30034.7404989999,2962951682.04883,566348.974052303,202205271940
10,27018,2132,16,8221,East Bend,"",2593.35847220533,25933.5847220533,2331567909.96985,255811.974556888,202205271940
11,27019,893,7,4234,Germanton,"",2109.11667453944,21091.1667453944,977414017.819214,270248.259734795,202205271940
12,27020,1781,15,6104,Hamptonville,"",2917.75884665793,29177.5884665793,2114111622.36755,316969.486887135,202205271940
13,27021,4894,88,17979,King,"",2722.06463095834,27220.6463095834,1469376476.14172,210392.900707099,202205271940
14,27022,325,4,1512,Lawsonville,"",2149.4708994709,21494.708994709,918745327.278442,200803.000966771,202205271940
15,27023,2991,13,12775,Lewisville,"",2341.2915851272,23412.915851272,807172159.002075,183078.980128526,202205271940
16,27024,742,7,2683,Lowgap,"",2765.56093924711,27655.6093924711,1265827411.39758,278411.484773322,202205271940
17,27025,2606,45,11117,Madison,"",2344.15759647387,23441.5759647387,2714649364.33142,468723.596670607,202205271940
18,27027,942,22,4017,Mayodan,"",2345.03360716953,23450.3360716953,548179131.574585,172371.363079245,202205271940
19,27028,7515,77,28039,Mocksville,"",2680.19544206284,26801.9544206284,5475621774.30664,567238.136149726,202205271940
20,27030,10902,205,37641,Mount Airy,"",2896.30987487049,28963.0987487049,4824085732.75671,624989.724929864,202205271940
21,27040,2908,20,13150,Pfafftown,"",2211.40684410646,22114.0684410646,763349953.536133,205025.773716105,202205271940
22,27041,2105,25,8020,Pilot Mountain,"",2624.68827930175,26246.8827930175,1629462738.40637,324677.141569035,202205271940
23,27042,160,3,720,Pine Hall,"",2222.22222222222,22222.2222222222,290758639.069458,113971.243586081,202205271940
24,27043,1621,16,6442,Pinnacle,"",2516.29928593604,25162.9928593604,1935795027.06067,395674.180712495,202205271940
25,27045,2728,23,9583,Rural Hall,"",2846.70771157258,28467.0771157258,666085549.25769,154538.589918543,202205271940
26,27046,435,7,1953,Sandy Ridge,"",2227.34254992319,22273.425499232,1237681699.0647,217125.573744555,202205271940
27,27047,325,3,1279,Siloam,"",2541.04769351056,25410.4769351056,576295820.815674,144984.839113672,202205271940
28,27048,2050,26,8902,Stoneville,"",2302.85329139519,23028.5329139519,2355000804.03674,325454.766660312,202205271940
29,27050,956,14,4084,Tobaccoville,"",2340.84231145935,23408.4231145935,703876500.567505,219088.1792708,202205271940
30,27051,2092,19,8287,Walkertown,"",2524.43586340051,25244.3586340051,524680317.775635,151066.808563308,202205271940
31,27052,2520,41,10061,Walnut Cove,"",2504.72120067588,25047.2120067588,2710320219.82117,403203.611044297,202205271940
32,27053,654,9,3156,Westfield,"",2072.2433460076,20722.433460076,2152815477.55933,413464.446930883,202205271940
33,27054,735,12,2608,Woodleaf,"",2818.25153374233,28182.5153374233,778193820.583862,201172.963339102,202205271940
34,27055,4448,54,14521,Yadkinville,"",3063.14992080435,30631.4992080435,3115987965.39453,403366.492297811,202205271940
35,27101,4917,62,24321,Winston Salem,"",2021.70963364993,20217.0963364993,356085731.400146,162957.922513792,202205271940
36,27103,8704,79,36071,Winston Salem,"",2413.01876853982,24130.1876853982,527249856.672729,146399.561156354,202205271940
