OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,Shape__Area,Shape__Length,DataGatherTS
1,27006,87,3,14872,Advance,"",58.4991931145777,1744189234.37061,355282.663136038,202008201753
2,27007,23,0,2136,Ararat,"",107.677902621723,592499585.594238,195922.003442792,202008201753
3,27009,9,0,2937,Belews Creek,"",30.6435137895812,618093097.011353,191244.647442635,202008201753
4,27011,59,0,5411,Boonville,"",109.037146553317,1489580093.86462,316910.589814884,202008201753
5,27012,284,2,28954,Clemmons,"",98.0866201561097,1176567385.86804,255774.303165276,202008201753
6,27013,75,2,6495,Cleveland,"",115.473441108545,2066336247.98627,379169.285246239,202008201753
7,27014,7,0,957,Cooleemee,"",73.1452455590387,21479098.032959,22299.1178929161,202008201753
8,27016,19,0,1682,Danbury,"",112.960760998811,1068209590.0686,211061.413302457,202008201753
9,27017,185,0,9499,Dobson,"",194.757342878198,2962951682.04883,566348.974052304,202008201753
10,27018,99,2,8221,East Bend,"",120.423306167133,2331567909.96985,255811.974556888,202008201753
11,27019,29,0,4234,Germanton,"",68.4931506849315,977414017.819214,270248.259734795,202008201753
12,27020,104,2,6104,Hamptonville,"",170.380078636959,2114111622.36755,316969.486887135,202008201753
13,27021,123,1,17979,King,"",68.4131486734524,1469376476.14172,210392.900707099,202008201753
14,27022,6,0,1512,Lawsonville,"",39.6825396825397,918745327.278442,200803.000966771,202008201753
15,27023,123,1,12775,Lewisville,"",96.2818003913894,807172159.002075,183078.980128527,202008201753
16,27024,20,0,2683,Lowgap,"",74.5434215430488,1265827411.39758,278411.484773322,202008201753
17,27025,78,0,11117,Madison,"",70.1628137087344,2714649364.33142,468723.596670606,202008201753
18,27027,18,0,4017,Mayodan,"",44.8095593726662,548179131.574585,172371.363079245,202008201753
19,27028,355,2,28039,Mocksville,"",126.609365526588,5475621774.30664,567238.136149725,202008201753
20,27030,512,8,37641,Mount Airy,"",136.021891023087,4824085732.75671,624989.724929863,202008201753
21,27040,92,1,13150,Pfafftown,"",69.9619771863118,763349953.536133,205025.773716105,202008201753
22,27041,73,0,8020,Pilot Mountain,"",91.0224438902743,1629462738.40637,324677.141569035,202008201753
23,27042,8,1,720,Pine Hall,"",111.111111111111,290758639.069458,113971.243586081,202008201753
24,27043,73,1,6442,Pinnacle,"",113.318845079168,1935795027.06067,395674.180712496,202008201753
25,27045,143,2,9583,Rural Hall,"",149.222581655014,666085549.25769,154538.589918543,202008201753
26,27046,6,0,1953,Sandy Ridge,"",30.7219662058372,1237681699.0647,217125.573744555,202008201753
27,27047,8,0,1279,Siloam,"",62.5488663017983,576295820.815674,144984.839113672,202008201753
28,27048,54,0,8902,Stoneville,"",60.6605257245563,2355000804.03674,325454.766660313,202008201753
29,27050,28,0,4084,Tobaccoville,"",68.5602350636631,703876500.567505,219088.1792708,202008201753
30,27051,77,1,8287,Walkertown,"",92.9166163871123,524680317.775635,151066.808563308,202008201753
31,27052,62,0,10061,Walnut Cove,"",61.6240930325017,2710320219.82117,403203.611044297,202008201753
32,27053,16,0,3156,Westfield,"",50.6970849176172,2152815477.55933,413464.446930882,202008201753
33,27054,36,0,2608,Woodleaf,"",138.036809815951,778193820.583862,201172.963339102,202008201753
34,27055,273,2,14521,Yadkinville,"",188.003581020591,3115987965.39453,403366.49229781,202008201753
35,27101,233,0,24321,Winston Salem,"",95.8019818264052,356085731.400146,162957.922513793,202008201753
36,27103,496,13,36071,Winston Salem,"",137.506584236644,527249856.672729,146399.561156354,202008201753
37,27104,372,7,29383,Winston Salem,"",126.603818534527,337669863.683838,130394.134288752,202008201753
38,27105,943,9,40186,Winston Salem,"",234.65883641069,950547784.577881,208375.813794777,202008201753
39,27106,684,7,51378,Winston Salem,"",133.130912063529,787324720.967285,203893.681115083,202008201753
40,27107,1068,10,52432,Winston Salem,"",203.692401586817,1859279716.41162,319111.813640457,202008201753
41,27127,699,5,38510,Winston Salem,"",181.511295767333,820319160.873047,213438.375685158,202008201753
42,27157,10,0,5,Winston Salem,"",,827769.094482422,4216.57245655308,202008201753
43,27203,659,17,21876,Asheboro,"",301.243371731578,589408161.410522,188062.356665824,202008201753
44,27205,569,7,34549,Asheboro,"",164.693623549162,6255653514.79199,588011.232518038,202008201753
45,27207,75,1,3806,Bear Creek,"",197.057277982133,2300194678.82397,473699.237818467,202008201753
46,27208,36,0,1691,Bennett,"",212.891780011827,1029479783.1405,215638.108979383,202008201753
47,27209,195,10,4151,Biscoe,"",469.766321368345,1198089302.20734,259108.004034657,202008201753
48,27212,50,0,1600,Blanch,"",312.5,1328181375.12305,277007.39975067,202008201753
49,27214,106,1,11747,Browns Summit,"",90.235804886354,1414533235.94788,324969.092830869,202008201753
50,27215,549,5,44892,Burlington,"",122.293504410585,1827823774.30115,298200.358945539,202008201753
51,27217,1102,36,39111,Burlington,"",281.762164097057,3473433663.33496,513818.51476852,202008201753
52,27229,156,1,4014,Candor,"",388.63976083707,2747739848.89313,367384.611313313,202008201753
53,27231,14,0,2048,Cedar Grove,"",68.359375,987771348.581177,209108.769362036,202008201753
54,27233,15,0,3647,Climax,"",41.1296956402523,703252829.253662,187154.002103638,202008201753
55,27235,35,0,4575,Colfax,"",76.5027322404372,380654027.583252,148521.339190303,202008201753
56,27239,64,3,9629,Denton,"",66.4658843078201,4319759872.9696,429373.198159064,202008201753
57,27242,28,0,2668,Eagle Springs,"",104.947526236882,1480408484.01825,321391.030328654,202008201753
58,27243,52,1,4665,Efland,"",111.468381564845,1142332751.10315,311755.144165646,202008201753
59,27244,84,0,16259,Elon,"",51.6636939541177,1541989025.453,399696.340130384,202008201753
60,27248,48,1,4835,Franklinville,"",99.2761116856256,942909114.352783,215710.992817749,202008201753
61,27249,104,0,13355,Gibsonville,"",77.8734556345938,1679803774.77087,397477.611919868,202008201753
62,27252,13,1,2264,Goldston,"",57.4204946996466,1142470673.17163,220926.147155476,202008201753
63,27253,599,3,31464,Graham,"",190.376303076532,2351372927.78931,521476.969804177,202008201753
64,27258,96,0,7740,Haw River,"",124.031007751938,473631125.268677,312686.877842211,202008201753
65,27260,397,11,25696,High Point,"",154.498754669988,348441568.963501,133229.878739789,202008201753
66,27262,301,5,24764,High Point,"",121.547407527055,368730084.700928,171087.864383377,202008201753
67,27263,237,2,22320,High Point,"",106.182795698925,1121512604.52234,249658.228757679,202008201753
68,27265,476,21,50038,High Point,"",95.1277029457612,1172957282.41284,307481.490778656,202008201753
69,27268,2,0,1695,High Point,"",11.7994100294985,2495618.64758301,8251.66869064816,202008201753
70,27278,237,0,27181,Hillsborough,"",87.1932599977926,2885765742.02771,502574.675043234,202008201753
