OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,RatePer100K,Shape__Area,Shape__Length,DataGatherTS
1,27006,1213,7,14872,Advance,"",815.626681011296,8156.26681011296,1744189234.37061,355282.663136038,202104071740
2,27007,211,0,2136,Ararat,"",987.827715355805,9878.27715355805,592499585.594238,195922.003442792,202104071740
3,27009,263,1,2937,Belews Creek,"",895.471569628873,8954.71569628873,618093097.011353,191244.647442635,202104071740
4,27011,522,7,5411,Boonville,"",964.701533912401,9647.01533912401,1489580093.86462,316910.589814884,202104071740
5,27012,2647,49,28954,Clemmons,"",914.208744905712,9142.08744905712,1176567385.86804,255774.303165276,202104071740
6,27013,580,7,6495,Cleveland,"",892.994611239415,8929.94611239415,2066336247.98627,379169.285246239,202104071740
7,27014,72,1,957,Cooleemee,"",752.351097178683,7523.51097178683,21479098.032959,22299.1178929161,202104071740
8,27016,145,2,1682,Danbury,"",862.068965517241,8620.68965517241,1068209590.0686,211061.413302457,202104071740
9,27017,1034,11,9499,Dobson,"",1088.53563533003,10885.3563533003,2962951682.04883,566348.974052304,202104071740
10,27018,673,5,8221,East Bend,"",818.635202530106,8186.35202530106,2331567909.96985,255811.974556888,202104071740
11,27019,304,1,4234,Germanton,"",717.997165800661,7179.97165800661,977414017.819214,270248.259734795,202104071740
12,27020,643,5,6104,Hamptonville,"",1053.40760157274,10534.0760157274,2114111622.36755,316969.486887135,202104071740
13,27021,1642,44,17979,King,"",913.287724567551,9132.87724567551,1469376476.14172,210392.900707099,202104071740
14,27022,84,2,1512,Lawsonville,"",555.555555555556,5555.55555555556,918745327.278442,200803.000966771,202104071740
15,27023,927,3,12775,Lewisville,"",725.636007827789,7256.36007827789,807172159.002075,183078.980128527,202104071740
16,27024,269,3,2683,Lowgap,"",1002.60901975401,10026.0901975401,1265827411.39758,278411.484773322,202104071740
17,27025,961,7,11117,Madison,"",864.441845821714,8644.41845821714,2714649364.33142,468723.596670606,202104071740
18,27027,341,16,4017,Mayodan,"",848.892208115509,8488.92208115509,548179131.574585,172371.363079245,202104071740
19,27028,2545,27,28039,Mocksville,"",907.66432469061,9076.64324690609,5475621774.30664,567238.136149725,202104071740
20,27030,4042,95,37641,Mount Airy,"",1073.82906936585,10738.2906936585,4824085732.75671,624989.724929863,202104071740
21,27040,963,8,13150,Pfafftown,"",732.319391634981,7323.19391634981,763349953.536133,205025.773716105,202104071740
22,27041,674,8,8020,Pilot Mountain,"",840.399002493766,8403.99002493766,1629462738.40637,324677.141569035,202104071740
23,27042,64,2,720,Pine Hall,"",888.888888888889,8888.88888888889,290758639.069458,113971.243586081,202104071740
24,27043,485,6,6442,Pinnacle,"",752.871778950636,7528.71778950636,1935795027.06067,395674.180712496,202104071740
25,27045,945,8,9583,Rural Hall,"",986.121256391527,9861.21256391527,666085549.25769,154538.589918543,202104071740
26,27046,145,1,1953,Sandy Ridge,"",742.447516641065,7424.47516641065,1237681699.0647,217125.573744555,202104071740
27,27047,103,0,1279,Siloam,"",805.316653635653,8053.16653635653,576295820.815674,144984.839113672,202104071740
28,27048,649,6,8902,Stoneville,"",729.049651763649,7290.49651763649,2355000804.03674,325454.766660313,202104071740
29,27050,290,3,4084,Tobaccoville,"",710.088148873653,7100.88148873653,703876500.567505,219088.1792708,202104071740
30,27051,644,5,8287,Walkertown,"",777.120791601303,7771.20791601303,524680317.775635,151066.808563308,202104071740
31,27052,866,22,10061,Walnut Cove,"",860.749428486234,8607.49428486234,2710320219.82117,403203.611044297,202104071740
32,27053,181,2,3156,Westfield,"",573.510773130545,5735.10773130545,2152815477.55933,413464.446930882,202104071740
33,27054,283,4,2608,Woodleaf,"",1085.1226993865,10851.226993865,778193820.583862,201172.963339102,202104071740
34,27055,1608,24,14521,Yadkinville,"",1107.36175194546,11073.6175194546,3115987965.39453,403366.49229781,202104071740
35,27101,1701,32,24321,Winston Salem,"",699.395584063155,6993.95584063155,356085731.400146,162957.922513793,202104071740
36,27103,2848,38,36071,Winston Salem,"",789.553935294281,7895.53935294281,527249856.672729,146399.561156354,202104071740
37,27104,2405,31,29383,Winston Salem,"",818.500493482626,8185.00493482626,337669863.683838,130394.134288752,202104071740
38,27105,3713,35,40186,Winston Salem,"",923.953615687055,9239.53615687055,950547784.577881,208375.813794777,202104071740
39,27106,4065,50,51378,Winston Salem,"",791.194674763517,7911.94674763517,787324720.967285,203893.681115083,202104071740
40,27107,4563,40,52432,Winston Salem,"",870.270064083003,8702.70064083003,1859279716.41162,319111.813640457,202104071740
41,27127,3646,24,38510,Winston Salem,"",946.767073487406,9467.67073487406,820319160.873047,213438.375685158,202104071740
42,27157,44,0,5,Winston Salem,"",,,827769.094482422,4216.57245655308,202104071740
43,27203,2705,51,21876,Asheboro,"",1236.5149021759,12365.149021759,589408161.410522,188062.356665824,202104071740
44,27205,3595,45,34549,Asheboro,"",1040.55110133434,10405.5110133434,6255653514.79199,588011.232518038,202104071740
45,27207,269,2,3806,Bear Creek,"",706.778770362585,7067.78770362585,2300194678.82397,473699.237818467,202104071740
46,27208,141,2,1691,Bennett,"",833.826138379657,8338.26138379657,1029479783.1405,215638.108979383,202104071740
47,27209,694,40,4151,Biscoe,"",1671.88629245965,16718.8629245965,1198089302.20734,259108.004034657,202104071740
48,27212,373,1,1600,Blanch,"",2331.25,23312.5,1328181375.12305,277007.39975067,202104071740
49,27214,952,6,11747,Browns Summit,"",810.419681620839,8104.19681620839,1414533235.94788,324969.092830869,202104071740
50,27215,4240,64,44892,Burlington,"",944.488995812171,9444.88995812171,1827823774.30115,298200.358945539,202104071740
51,27217,4913,95,39111,Burlington,"",1256.16834138733,12561.6834138733,3473433663.33496,513818.51476852,202104071740
52,27229,536,17,4014,Candor,"",1335.32635774788,13353.2635774788,2747739848.89313,367384.611313313,202104071740
53,27231,115,0,2048,Cedar Grove,"",561.5234375,5615.234375,987771348.581177,209108.769362036,202104071740
54,27233,274,2,3647,Climax,"",751.302440361941,7513.02440361941,703252829.253662,187154.002103638,202104071740
