OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,Shape__Area,Shape__Length,DataGatherTS
1,27006,45,3,14872,Advance,,30.2582033351264,1744189234.37061,355282.663136038,202007092236
2,27007,13,0,2136,Ararat,,60.8614232209738,592499585.594238,195922.003442792,202007092236
3,27009,5,0,2937,Belews Creek,,17.0241743275451,618093097.011353,191244.647442635,202007092236
4,27011,37,0,5411,Boonville,,68.379227499538,1489580093.86462,316910.589814884,202007092236
5,27012,175,0,28954,Clemmons,,60.4406990398563,1176567385.86804,255774.303165276,202007092236
6,27013,31,2,6495,Cleveland,,47.7290223248653,2066336247.98627,379169.285246239,202007092236
7,27014,2,0,957,Cooleemee,,20.8986415882968,21479098.032959,22299.1178929161,202007092236
8,27016,4,0,1682,Danbury,,23.7812128418549,1068209590.0686,211061.413302457,202007092236
9,27017,123,0,9499,Dobson,,129.487314454153,2962951682.04883,566348.974052304,202007092236
10,27018,71,1,8221,East Bend,,86.3641892713782,2331567909.96985,255811.974556888,202007092236
11,27019,20,0,4234,Germanton,,47.2366556447803,977414017.819214,270248.259734795,202007092236
12,27020,65,2,6104,Hamptonville,,106.4875491481,2114111622.36755,316969.486887135,202007092236
13,27021,68,1,17979,King,,37.8219033316647,1469376476.14172,210392.900707099,202007092236
14,27022,3,0,1512,Lawsonville,,19.8412698412698,918745327.278442,200803.000966771,202007092236
15,27023,74,1,12775,Lewisville,,57.9256360078278,807172159.002075,183078.980128527,202007092236
16,27024,10,0,2683,Lowgap,,37.2717107715244,1265827411.39758,278411.484773322,202007092236
17,27025,25,0,11117,Madison,,22.488081316902,2714649364.33142,468723.596670606,202007092236
18,27027,9,0,4017,Mayodan,,22.4047796863331,548179131.574585,172371.363079245,202007092236
19,27028,189,0,28039,Mocksville,,67.4061129141553,5475621774.30664,567238.136149725,202007092236
20,27030,262,2,37641,Mount Airy,,69.6049520469701,4824085732.75671,624989.724929863,202007092236
21,27040,39,0,13150,Pfafftown,,29.6577946768061,763349953.536133,205025.773716105,202007092236
22,27041,24,0,8020,Pilot Mountain,,29.925187032419,1629462738.40637,324677.141569035,202007092236
23,27042,5,0,720,Pine Hall,,69.4444444444444,290758639.069458,113971.243586081,202007092236
24,27043,28,0,6442,Pinnacle,,43.4647624961192,1935795027.06067,395674.180712496,202007092236
25,27045,74,1,9583,Rural Hall,,77.2200772200772,666085549.25769,154538.589918543,202007092236
26,27046,2,0,1953,Sandy Ridge,,10.2406554019457,1237681699.0647,217125.573744555,202007092236
27,27047,4,0,1279,Siloam,,31.2744331508991,576295820.815674,144984.839113672,202007092236
28,27048,22,0,8902,Stoneville,,24.7135475174118,2355000804.03674,325454.766660313,202007092236
29,27050,12,0,4084,Tobaccoville,,29.382957884427,703876500.567505,219088.1792708,202007092236
30,27051,43,0,8287,Walkertown,,51.8885000603355,524680317.775635,151066.808563308,202007092236
31,27052,42,0,10061,Walnut Cove,,41.745353344598,2710320219.82117,403203.611044297,202007092236
32,27053,5,0,3156,Westfield,,15.8428390367554,2152815477.55933,413464.446930882,202007092236
33,27054,19,0,2608,Woodleaf,,72.8527607361963,778193820.583862,201172.963339102,202007092236
34,27055,166,2,14521,Yadkinville,,114.317195785414,3115987965.39453,403366.49229781,202007092236
35,27101,140,0,24321,Winston Salem,,57.5634225566383,356085731.400146,162957.922513793,202007092236
36,27103,297,8,36071,Winston Salem,,82.337611932023,527249856.672729,146399.561156354,202007092236
