OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,Shape__Area,Shape__Length,DataGatherTS
1,27006,112,3,14872,Advance,"",75.3093060785368,1744189234.37061,355282.663136038,202009181300
2,27007,30,0,2136,Ararat,"",140.449438202247,592499585.594238,195922.003442792,202009181300
3,27009,11,0,2937,Belews Creek,"",37.4531835205993,618093097.011353,191244.647442635,202009181300
4,27011,69,0,5411,Boonville,"",127.51801885049,1489580093.86462,316910.589814884,202009181300
5,27012,401,11,28954,Clemmons,"",138.495544657042,1176567385.86804,255774.303165276,202009181300
6,27013,90,3,6495,Cleveland,"",138.568129330254,2066336247.98627,379169.285246239,202009181300
7,27014,7,0,957,Cooleemee,"",73.1452455590387,21479098.032959,22299.1178929161,202009181300
8,27016,20,0,1682,Danbury,"",118.906064209275,1068209590.0686,211061.413302457,202009181300
9,27017,199,1,9499,Dobson,"",209.495736393305,2962951682.04883,566348.974052304,202009181300
10,27018,116,2,8221,East Bend,"",141.102055710984,2331567909.96985,255811.974556888,202009181300
11,27019,35,0,4234,Germanton,"",82.6641473783656,977414017.819214,270248.259734795,202009181300
12,27020,135,2,6104,Hamptonville,"",221.166448230668,2114111622.36755,316969.486887135,202009181300
13,27021,150,1,17979,King,"",83.4306691139663,1469376476.14172,210392.900707099,202009181300
14,27022,12,0,1512,Lawsonville,"",79.3650793650794,918745327.278442,200803.000966771,202009181300
15,27023,151,1,12775,Lewisville,"",118.199608610568,807172159.002075,183078.980128527,202009181300
16,27024,24,1,2683,Lowgap,"",89.4521058516586,1265827411.39758,278411.484773322,202009181300
17,27025,237,1,11117,Madison,"",213.187010884231,2714649364.33142,468723.596670606,202009181300
18,27027,46,0,4017,Mayodan,"",114.513318396814,548179131.574585,172371.363079245,202009181300
19,27028,404,3,28039,Mocksville,"",144.085024430258,5475621774.30664,567238.136149725,202009181300
20,27030,623,11,37641,Mount Airy,"",165.511011928482,4824085732.75671,624989.724929863,202009181300
21,27040,123,1,13150,Pfafftown,"",93.5361216730038,763349953.536133,205025.773716105,202009181300
22,27041,83,0,8020,Pilot Mountain,"",103.491271820449,1629462738.40637,324677.141569035,202009181300
23,27042,10,1,720,Pine Hall,"",138.888888888889,290758639.069458,113971.243586081,202009181300
24,27043,83,1,6442,Pinnacle,"",128.841974542068,1935795027.06067,395674.180712496,202009181300
25,27045,165,3,9583,Rural Hall,"",172.179901909632,666085549.25769,154538.589918543,202009181300
26,27046,16,0,1953,Sandy Ridge,"",81.9252432155658,1237681699.0647,217125.573744555,202009181300
27,27047,9,0,1279,Siloam,"",70.3674745895231,576295820.815674,144984.839113672,202009181300
28,27048,81,0,8902,Stoneville,"",90.9907885868344,2355000804.03674,325454.766660313,202009181300
29,27050,35,0,4084,Tobaccoville,"",85.7002938295788,703876500.567505,219088.1792708,202009181300
30,27051,98,1,8287,Walkertown,"",118.257511765416,524680317.775635,151066.808563308,202009181300
31,27052,86,0,10061,Walnut Cove,"",85.4785806579863,2710320219.82117,403203.611044297,202009181300
32,27053,21,0,3156,Westfield,"",66.5399239543726,2152815477.55933,413464.446930882,202009181300
33,27054,43,0,2608,Woodleaf,"",164.877300613497,778193820.583862,201172.963339102,202009181300
34,27055,303,2,14521,Yadkinville,"",208.663315198678,3115987965.39453,403366.49229781,202009181300
35,27101,301,10,24321,Winston Salem,"",123.761358496772,356085731.400146,162957.922513793,202009181300
36,27103,598,14,36071,Winston Salem,"",165.78414793047,527249856.672729,146399.561156354,202009181300
37,27104,419,11,29383,Winston Salem,"",142.599462274104,337669863.683838,130394.134288752,202009181300
38,27105,1033,9,40186,Winston Salem,"",257.054695665157,950547784.577881,208375.813794777,202009181300
39,27106,814,7,51378,Winston Salem,"",158.433570789054,787324720.967285,203893.681115083,202009181300
40,27107,1175,14,52432,Winston Salem,"",224.099786389991,1859279716.41162,319111.813640457,202009181300
41,27127,786,6,38510,Winston Salem,"",204.102830433654,820319160.873047,213438.375685158,202009181300
42,27157,10,0,5,Winston Salem,"",,827769.094482422,4216.57245655308,202009181300
43,27203,725,18,21876,Asheboro,"",331.41342110075,589408161.410522,188062.356665824,202009181300
44,27205,631,9,34549,Asheboro,"",182.63915019248,6255653514.79199,588011.232518038,202009181300
45,27207,81,1,3806,Bear Creek,"",212.821860220704,2300194678.82397,473699.237818467,202009181300
46,27208,38,0,1691,Bennett,"",224.719101123595,1029479783.1405,215638.108979383,202009181300
47,27209,316,16,4151,Biscoe,"",761.262346422549,1198089302.20734,259108.004034657,202009181300
48,27212,77,0,1600,Blanch,"",481.25,1328181375.12305,277007.39975067,202009181300
49,27214,124,1,11747,Browns Summit,"",105.558866093471,1414533235.94788,324969.092830869,202009181300
50,27215,775,6,44892,Burlington,"",172.636549942083,1827823774.30115,298200.358945539,202009181300
51,27217,1374,36,39111,Burlington,"",351.307816215387,3473433663.33496,513818.51476852,202009181300
52,27229,216,3,4014,Candor,"",538.116591928251,2747739848.89313,367384.611313313,202009181300
53,27231,17,0,2048,Cedar Grove,"",83.0078125,987771348.581177,209108.769362036,202009181300
54,27233,21,0,3647,Climax,"",57.5815738963532,703252829.253662,187154.002103638,202009181300
55,27235,56,0,4575,Colfax,"",122.404371584699,380654027.583252,148521.339190303,202009181300
56,27239,90,3,9629,Denton,"",93.4676498078721,4319759872.9696,429373.198159064,202009181300
57,27242,39,0,2668,Eagle Springs,"",146.176911544228,1480408484.01825,321391.030328654,202009181300
58,27243,63,1,4665,Efland,"",135.048231511254,1142332751.10315,311755.144165646,202009181300
59,27244,145,0,16259,Elon,"",89.1813764684175,1541989025.453,399696.340130384,202009181300
60,27248,58,2,4835,Franklinville,"",119.958634953464,942909114.352783,215710.992817749,202009181300
61,27249,146,1,13355,Gibsonville,"",109.322351179334,1679803774.77087,397477.611919868,202009181300
62,27252,12,1,2264,Goldston,"",53.0035335689046,1142470673.17163,220926.147155476,202009181300
63,27253,843,4,31464,Graham,"",267.925247902365,2351372927.78931,521476.969804177,202009181300
64,27258,148,1,7740,Haw River,"",191.214470284238,473631125.268677,312686.877842211,202009181300
65,27260,543,13,25696,High Point,"",211.316936488169,348441568.963501,133229.878739789,202009181300
66,27262,425,5,24764,High Point,"",171.620093684381,368730084.700928,171087.864383377,202009181300
67,27263,351,4,22320,High Point,"",157.258064516129,1121512604.52234,249658.228757679,202009181300
68,27265,654,21,50038,High Point,"",130.700667492706,1172957282.41284,307481.490778656,202009181300
69,27268,33,0,1695,High Point,"",194.690265486726,2495618.64758301,8251.66869064816,202009181300
70,27278,306,1,27181,Hillsborough,"",112.578639490821,2885765742.02771,502574.675043234,202009181300
71,27281,49,0,3710,Jackson Springs,"",132.075471698113,2095606802.2608,479969.724586594,202009181300
72,27282,195,3,16597,Jamestown,"",117.49111285172,404066994.873657,168803.970950205,202009181300
73,27283,35,1,2982,Julian,"",117.370892018779,711286368.914917,161239.518798817,202009181300
74,27284,730,7,56201,Kernersville,"",129.890927207701,2233069317.10205,420748.080109325,202009181300
75,27288,306,3,23585,Eden,"",129.743481026076,1951079100.05676,304615.616752016,202009181300
76,27291,4,0,1538,Leasburg,"",26.0078023407022,1492904663.44434,314720.365319101,202009181300
77,27292,651,6,41465,Lexington,"",156.999879416375,4270233445.18579,407599.915340798,202009181300
78,27295,518,16,39191,Lexington,"",132.173203031308,3631502180.53174,466742.919509858,202009181300
79,27298,143,0,10440,Liberty,"",136.973180076628,2639148530.03284,431527.987760386,202009181300
80,27299,81,0,5254,Linwood,"",154.168252759802,822543412.257813,203597.604040365,202009181300
81,27301,104,2,10019,Mc Leansville,"",103.802774728017,900133716.655151,287107.537324028,202009181300
82,27302,428,0,32302,Mebane,"",132.499535632469,3198656461.27478,644303.59427532,202009181300
83,27305,34,1,1585,Milton,"",214.511041009464,687167820.539429,263836.485514183,202009181300
84,27306,149,3,5945,Mount Gilead,"",250.630782169891,5305900334.83325,426306.558627535,202009181300
85,27310,77,1,8562,Oak Ridge,"",89.9322588180332,526240082.103149,140986.043049622,202009181300
86,27311,19,0,3220,Pelham,"",59.0062111801242,1338371966.32642,293760.993606137,202009181300
87,27312,227,20,22205,Pittsboro,"",102.22922765143,5005768374.64233,617961.777569282,202009181300
88,27313,124,16,7288,Pleasant Garden,"",170.142700329308,760352714.59021,181619.740165306,202009181300
89,27314,7,0,1138,Prospect Hill,"",61.5114235500879,773578280.842896,162162.976448062,202009181300
90,27315,16,0,2140,Providence,"",74.7663551401869,697810511.310425,179457.95829655,202009181300
91,27316,194,11,7156,Ramseur,"",271.101173840134,1975410509.03577,278228.393914438,202009181300
92,27317,258,4,17851,Randleman,"",144.529718223069,1700826686.43616,339539.515262609,202009181300
93,27320,356,8,38894,Reidsville,"",91.5308273769733,6966725984.64832,658218.836963247,202009181300
94,27325,244,2,7676,Robbins,"",317.873892652423,2401051783.47894,409075.895347679,202009181300
95,27326,34,2,3692,Ruffin,"",92.0910075839653,1884156536.74561,359587.547530237,202009181300
96,27330,984,9,39529,Sanford,"",248.931164461535,6011213414.18433,528161.840140257,202009181300
97,27332,671,5,33549,Sanford,"",200.005961429551,2996782209.29614,417113.164836099,202009181300
98,27340,,,34,Saxapahaw,Population <500 and Cases <5,,694758.987792969,3852.87240074502,202009181300
99,27341,74,0,5820,Seagrove,"",127.147766323024,2678433259.4787,311632.157547413,202009181300
100,27343,8,0,1840,Semora,"",43.4782608695652,1390260353.39624,348769.311430722,202009181300
101,27344,890,22,19290,Siler City,"",461.378952825298,4591228058.44531,607903.308882544,202009181300
102,27349,59,1,5850,Snow Camp,"",100.854700854701,1831279532.651,381750.490582419,202009181300
103,27350,75,0,7508,Sophia,"",99.8934469898775,1066449848.573,204602.636460839,202009181300
104,27355,53,0,3196,Staley,"",165.832290362954,1016358702.6969,245160.332752788,202009181300
105,27356,79,1,3513,Star,"",224.87902077996,1815293543.21783,348288.37985576,202009181300
106,27357,83,1,8325,Stokesdale,"",99.6996996996997,1273124268.28796,223115.118835702,202009181300
107,27358,174,1,15960,Summerfield,"",109.022556390977,1557557662.14905,323017.176053331,202009181300
108,27360,901,8,48331,Thomasville,"",186.422792824481,2458732404.91687,372395.85217249,202009181300
109,27370,167,1,14622,Trinity,"",114.211462180276,1663817222.16028,344702.900725307,202009181300
110,27371,214,3,7778,Troy,"",275.134996142967,4076136455.00793,473833.643450898,202009181300
111,27376,138,5,9884,West End,"",139.619587211655,1781050002.06519,320932.333330313,202009181300
112,27377,126,0,9597,Whitsett,"",131.29102844639,736936774.92627,183024.518653502,202009181300
113,27379,75,1,6057,Yanceyville,"",123.823675086677,2663338769.75159,422550.665080929,202009181300
114,27401,334,10,20221,Greensboro,"",165.174818258246,171748092.127686,100334.769337553,202009181300
115,27403,228,8,21278,Greensboro,"",107.152927906758,159396286.028687,87465.2545388649,202009181300
116,27405,988,17,52510,Greensboro,"",188.15463721196,886695637.391357,284328.526421691,202009181300
117,27406,914,41,60755,Greensboro,"",150.440292980002,1894160074.00403,327705.317343953,202009181300
118,27407,866,13,49837,Greensboro,"",173.766478720629,840498790.451172,227731.576408348,202009181300
119,27408,209,0,17406,Greensboro,"",120.073537860508,221403500.549561,80148.1616765212,202009181300
120,27409,242,2,17953,Greensboro,"",134.79641285579,603872824.646484,239783.02449594,202009181300
121,27410,516,7,56968,Greensboro,"",90.5771661283528,859363574.914917,272309.563854046,202009181300
122,27411,1,0,847,Greensboro,"",11.8063754427391,713742.998291016,5860.23208289576,202009181300
123,27412,2,0,1886,Greensboro,"",10.6044538706257,4771290.83532715,13054.7888333439,202009181300
124,27455,318,9,29197,Greensboro,"",108.915299517074,816075696.678345,198282.860420201,202009181300
125,27498,,,13,Greensboro,Population <500 and Cases <5,,3369264.12316895,7774.18760349114,202009181300
126,27501,352,2,21338,Angier,"",164.963914143781,1683348454.90833,329143.189780915,202009181300
127,27502,409,3,43747,Apex,"",93.4921251742977,840126405.51062,242725.298081049,202009181300
128,27503,28,0,7222,Bahama,"",38.7704237053448,1054708975.44934,246183.053747647,202009181300
129,27504,293,4,16320,Benson,"",179.53431372549,2584462015.08862,486262.181304732,202009181300
130,27505,143,5,7308,Broadway,"",195.675971538041,1509842573.20557,320128.840505679,202009181300
131,27507,28,1,2053,Bullock,"",136.385776911836,1354883649.98218,266873.357504053,202009181300
132,27508,49,0,2340,Bunn,"",209.401709401709,312599782.273071,114289.902416244,202009181300
133,27509,666,27,6935,Butner,"",960.346070656092,507253453.414795,156294.942704551,202009181300
134,27510,240,4,14543,Carrboro,"",165.027848449426,88705554.5671387,57867.6032694508,202009181300
135,27511,429,3,34041,Cary,"",126.024499867806,333520579.048462,98702.6527265331,202009181300
136,27513,402,2,49003,Cary,"",82.0357937269147,474399121.186279,162336.294574525,202009181300
137,27514,679,18,32847,Chapel Hill,"",206.71598623923,579057212.663452,190879.985276748,202009181300
138,27516,706,12,44117,Chapel Hill,"",160.029013758868,2564236091.9281,438904.079251583,202009181300
139,27517,331,4,28831,Chapel Hill,"",114.806978599424,1520140847.99951,299162.993678501,202009181300
140,27518,188,1,22765,Cary,"",82.5829123654733,262665807.612671,130741.025823352,202009181300
141,27519,465,4,59960,Cary,"",77.5517011340894,609072010.422363,166930.324843009,202009181300
142,27520,933,26,43958,Clayton,"",212.248054961554,1962402119.35425,374945.851452289,202009181300
143,27521,116,2,7149,Coats,"",162.260456007833,721041350.168091,174373.299688566,202009181300
144,27522,247,1,13652,Creedmoor,"",180.925871667155,2172960809.67273,361578.814896966,202009181300
145,27523,141,0,12782,Apex,"",110.311375371616,1210964088.06177,294058.887697931,202009181300
146,27524,318,4,13532,Four Oaks,"",234.998522021874,3831785222.9375,530912.577014992,202009181300
147,27525,259,1,15534,Franklinton,"",166.731041586198,2660281050.9928,421324.476104612,202009181300
148,27526,586,13,54027,Fuquay Varina,"",108.464286375331,2787678657.25134,460586.982042285,202009181300
149,27527,408,0,30234,Clayton,"",134.947410200437,1261348608.45837,213730.175971786,202009181300
150,27529,958,20,53854,Garner,"",177.888364838266,1666161335.17407,336033.618547781,202009181300
151,27530,677,22,40212,Goldsboro,"",168.35770416791,2920081393.96802,465673.796837526,202009181300
152,27531,2,0,666,Goldsboro,"",30.03003003003,123956304.007813,71472.4653387502,202009181300
153,27534,593,10,31819,Goldsboro,"",186.366636286495,1995982542.31616,394454.137280507,202009181300
154,27536,460,31,16459,Henderson,"",279.482350082022,359552678.037964,148817.062353839,202009181300
155,27537,463,11,25321,Henderson,"",182.852178034043,5545289733.50195,795404.906342346,202009181300
