state,county,date,cases_confirmed_cum,cases_daily,deaths_confirmed_cum,deaths_daily
North Carolina,Bladen,2/9/2020,0,0,0,0
North Carolina,Bladen,2/10/2020,0,0,0,0
North Carolina,Bladen,2/11/2020,0,0,0,0
North Carolina,Bladen,2/12/2020,0,0,0,0
North Carolina,Bladen,2/13/2020,0,0,0,0
North Carolina,Bladen,2/14/2020,0,0,0,0
North Carolina,Bladen,2/15/2020,0,0,0,0
North Carolina,Bladen,2/16/2020,0,0,0,0
North Carolina,Bladen,2/17/2020,0,0,0,0
North Carolina,Bladen,2/18/2020,0,0,0,0
North Carolina,Bladen,2/19/2020,0,0,0,0
North Carolina,Bladen,2/20/2020,0,0,0,0
North Carolina,Bladen,2/21/2020,0,0,0,0
North Carolina,Bladen,2/22/2020,0,0,0,0
North Carolina,Bladen,2/23/2020,0,0,0,0
North Carolina,Bladen,2/24/2020,0,0,0,0
North Carolina,Bladen,2/25/2020,0,0,0,0
North Carolina,Bladen,2/26/2020,0,0,0,0
North Carolina,Bladen,2/27/2020,0,0,0,0
North Carolina,Bladen,2/28/2020,0,0,0,0
North Carolina,Bladen,2/29/2020,0,0,0,0
North Carolina,Bladen,3/1/2020,0,0,0,0
North Carolina,Bladen,3/2/2020,0,0,0,0
North Carolina,Bladen,3/3/2020,0,0,0,0
North Carolina,Bladen,3/4/2020,0,0,0,0
North Carolina,Bladen,3/5/2020,0,0,0,0
North Carolina,Bladen,3/6/2020,0,0,0,0
North Carolina,Bladen,3/7/2020,0,0,0,0
North Carolina,Bladen,3/8/2020,0,0,0,0
North Carolina,Bladen,3/9/2020,0,0,0,0
North Carolina,Bladen,3/10/2020,0,0,0,0
North Carolina,Bladen,3/11/2020,0,0,0,0
North Carolina,Bladen,3/12/2020,0,0,0,0
North Carolina,Bladen,3/13/2020,0,0,0,0
North Carolina,Bladen,3/14/2020,0,0,0,0
North Carolina,Bladen,3/15/2020,0,0,0,0
North Carolina,Bladen,3/16/2020,0,0,0,0
North Carolina,Bladen,3/17/2020,0,0,0,0
North Carolina,Bladen,3/18/2020,0,0,0,0
North Carolina,Brunswick,1/22/2020,0,0,0,0
North Carolina,Brunswick,1/23/2020,0,0,0,0
North Carolina,Brunswick,1/24/2020,0,0,0,0
North Carolina,Brunswick,1/25/2020,0,0,0,0
North Carolina,Brunswick,1/26/2020,0,0,0,0
North Carolina,Brunswick,1/27/2020,0,0,0,0
North Carolina,Brunswick,1/28/2020,0,0,0,0
North Carolina,Brunswick,1/29/2020,0,0,0,0
North Carolina,Brunswick,1/30/2020,0,0,0,0
North Carolina,Brunswick,1/31/2020,0,0,0,0
North Carolina,Brunswick,2/1/2020,0,0,0,0
North Carolina,Brunswick,2/2/2020,0,0,0,0
North Carolina,Brunswick,2/3/2020,0,0,0,0
North Carolina,Brunswick,2/4/2020,0,0,0,0
North Carolina,Brunswick,2/5/2020,0,0,0,0
